Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
111.0,Naz Reid,25.0,MIN,C,58.0,11.0,27.3,5.5,11.5,0.477,2.2,5.6,0.4,3.2,5.9,0.551,0.575,1.7,2.0,0.821,1.1,4.8,5.8,2.1,0.7,0.9,1.2,2.4,14.9,
112.0,Deni Avdija,24.0,POR,SF,55.0,37.0,28.8,4.9,10.6,0.462,1.5,4.3,0.339,3.4,6.2,0.548,0.532,3.6,4.7,0.766,1.2,5.1,6.4,3.5,1.0,0.5,2.4,2.4,14.8,
113.0,Gradey Dick,21.0,TOR,SG,50.0,50.0,29.5,5.0,12.2,0.413,2.1,6.1,0.351,2.9,6.1,0.475,0.501,2.6,3.0,0.866,0.8,2.6,3.5,1.8,0.9,0.2,1.6,2.3,14.8,
114.0,Josh Hart,29.0,NYK,SG,54.0,54.0,37.8,5.7,10.3,0.556,1.1,3.2,0.337,4.6,7.0,0.657,0.609,2.3,2.8,0.817,2.2,7.4,9.7,5.8,1.5,0.4,2.0,2.6,14.8,
115.0,Kelly Oubre Jr.,29.0,PHI,SF,54.0,51.0,34.7,5.6,12.1,0.465,1.1,4.0,0.276,4.5,8.1,0.558,0.511,2.2,2.9,0.763,1.7,4.7,6.4,1.8,1.5,0.5,1.3,3.0,14.6,
116.0,Fred VanVleet,30.0,HOU,PG,45.0,45.0,35.5,5.0,13.0,0.387,2.7,7.8,0.344,2.4,5.3,0.45,0.489,1.9,2.3,0.824,0.7,3.2,3.9,5.8,1.6,0.4,1.6,2.4,14.6,
117.0,P.J. Washington,26.0,DAL,PF,45.0,44.0,32.5,5.2,11.8,0.442,1.6,4.3,0.385,3.6,7.5,0.475,0.512,2.5,3.3,0.745,1.6,6.5,8.1,2.3,1.2,1.0,1.9,2.4,14.5,
118.0,Deandre Ayton,26.0,POR,C,40.0,40.0,30.2,6.6,11.7,0.566,0.2,0.8,0.188,6.5,10.9,0.594,0.573,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,
119.0,Jerami Grant,30.0,POR,PF,44.0,44.0,32.4,4.6,12.2,0.375,2.3,6.2,0.371,2.3,6.0,0.38,0.469,2.9,3.5,0.842,0.6,2.8,3.4,2.3,0.9,1.0,1.4,2.3,14.4,
120.0,Jakob Poeltl,29.0,TOR,C,45.0,44.0,30.9,6.2,10.2,0.61,0.0,0.0,0.0,6.2,10.2,0.613,0.61,1.7,2.6,0.658,3.5,6.6,10.1,2.8,1.2,1.3,1.9,3.3,14.2,
121.0,Tre Mann,23.0,CHO,PG,13.0,0.0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,
122.0,Dyson Daniels,21.0,ATL,SG,53.0,53.0,34.0,5.8,12.3,0.472,1.1,3.3,0.333,4.7,9.0,0.523,0.517,1.2,1.9,0.618,1.7,4.0,5.6,4.0,3.1,0.8,1.8,2.5,13.9,
123.0,Payton Pritchard,27.0,BOS,PG,56.0,0.0,27.8,4.9,10.4,0.468,3.2,7.8,0.412,1.7,2.7,0.629,0.621,0.9,1.1,0.836,1.3,2.5,3.8,3.5,0.8,0.2,1.0,1.6,13.9,
124.0,Amen Thompson,22.0,HOU,SF,54.0,27.0,32.1,5.4,9.8,0.548,0.4,1.3,0.271,5.0,8.5,0.59,0.566,2.8,4.0,0.71,2.7,5.4,8.1,3.5,1.4,1.3,2.1,2.4,13.9,
125.0,Klay Thompson,34.0,DAL,SF,50.0,50.0,27.2,5.0,11.9,0.415,3.1,7.7,0.395,1.9,4.2,0.452,0.544,0.8,0.9,0.907,0.6,2.9,3.5,2.0,0.8,0.5,1.4,1.3,13.8,
126.0,Dennis Schröder,31.0,3TM,PG,53.0,41.0,28.5,4.8,11.7,0.411,1.9,5.4,0.351,2.9,6.3,0.461,0.491,2.2,2.6,0.842,0.3,2.3,2.5,5.3,1.0,0.2,2.2,2.5,13.7,
127.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,
128.0,Dennis Schröder,31.0,GSW,SG,24.0,18.0,26.2,3.9,10.5,0.375,1.5,4.8,0.322,2.4,5.7,0.419,0.448,1.2,1.6,0.744,0.4,1.9,2.3,4.4,1.0,0.1,2.0,2.8,10.6,
129.0,Dennis Schröder,31.0,DET,PG,6.0,0.0,18.2,2.3,7.5,0.311,0.8,3.3,0.25,1.5,4.2,0.36,0.367,2.7,3.2,0.842,0.0,1.8,1.8,4.2,0.3,0.2,1.2,1.7,8.2,
130.0,Tobias Harris,32.0,DET,PF,56.0,56.0,32.1,5.3,11.3,0.47,1.2,3.7,0.33,4.1,7.5,0.539,0.525,1.9,2.2,0.871,0.9,5.0,5.9,2.3,0.9,0.8,1.1,1.9,13.7,
131.0,Bobby Portis,29.0,MIL,PF,46.0,7.0,25.2,5.6,12.1,0.463,1.3,3.6,0.364,4.3,8.5,0.505,0.517,1.2,1.5,0.821,1.8,6.5,8.3,2.2,0.7,0.5,1.2,1.9,13.7,
132.0,Jarrett Allen,26.0,CLE,C,57.0,57.0,28.7,5.6,7.9,0.707,0.0,0.1,0.0,5.6,7.8,0.711,0.707,2.4,3.3,0.734,2.7,7.6,10.4,2.0,0.9,0.9,1.2,1.5,13.6,
133.0,Dillon Brooks,29.0,HOU,SF,54.0,54.0,32.2,4.8,11.6,0.414,2.3,6.0,0.388,2.5,5.6,0.442,0.514,1.4,1.7,0.826,1.2,2.7,3.9,1.6,0.8,0.2,1.0,3.5,13.4,
134.0,Rui Hachimura,26.0,LAL,PF,48.0,48.0,32.3,5.1,10.0,0.508,1.7,4.1,0.415,3.4,6.0,0.571,0.592,1.5,2.0,0.771,1.5,3.8,5.3,1.5,0.8,0.5,0.9,1.9,13.4,
135.0,Aaron Gordon,29.0,DEN,PF,35.0,26.0,26.9,4.7,9.0,0.519,1.2,2.9,0.43,3.4,6.1,0.561,0.588,2.5,3.1,0.796,1.6,3.3,4.9,3.2,0.5,0.2,1.2,1.5,13.0,
136.0,D'Angelo Russell,28.0,2TM,PG,46.0,24.0,25.5,4.4,11.0,0.402,2.0,6.0,0.327,2.5,5.0,0.491,0.491,2.1,2.5,0.867,0.3,2.5,2.8,5.1,1.0,0.4,1.9,1.9,12.9,
137.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,26.3,4.4,10.7,0.415,1.9,5.8,0.333,2.5,4.9,0.51,0.505,1.6,1.8,0.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,
138.0,D'Angelo Russell,28.0,BRK,PG,17.0,14.0,24.1,4.4,11.4,0.381,2.0,6.3,0.318,2.4,5.1,0.46,0.469,3.1,3.5,0.883,0.4,2.5,2.8,5.8,1.2,0.8,2.2,2.1,13.8,
139.0,Josh Giddey,22.0,CHI,PG,54.0,54.0,29.0,4.8,10.5,0.457,1.4,3.9,0.37,3.3,6.6,0.508,0.526,1.9,2.4,0.785,1.7,5.7,7.4,6.4,1.1,0.6,2.7,1.7,12.9,
140.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,
141.0,Russell Westbrook,36.0,DEN,PG,51.0,27.0,27.5,4.8,10.4,0.468,1.2,3.5,0.328,3.7,6.8,0.54,0.524,2.0,3.1,0.638,1.4,3.6,5.0,6.3,1.4,0.5,3.1,2.5,12.8,
142.0,Santi Aldama,24.0,MEM,PF,49.0,11.0,24.8,5.0,10.2,0.488,1.8,4.8,0.38,3.1,5.4,0.583,0.577,1.0,1.4,0.7,1.6,5.1,6.7,2.6,0.8,0.6,1.0,1.0,12.7,
143.0,Malcolm Brogdon,32.0,WAS,PG,24.0,13.0,23.5,4.3,10.0,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,
144.0,Stephon Castle,20.0,SAS,PG,54.0,29.0,25.3,4.5,10.9,0.413,1.1,3.8,0.279,3.5,7.2,0.483,0.461,2.5,3.4,0.731,0.8,2.1,2.9,3.4,0.9,0.3,1.9,1.7,12.6,
145.0,Scoot Henderson,20.0,POR,PG,50.0,9.0,26.5,4.3,9.9,0.433,1.5,4.2,0.367,2.7,5.7,0.482,0.511,2.4,3.1,0.784,0.7,2.3,3.0,5.3,1.1,0.2,2.6,2.7,12.5,
146.0,Brook Lopez,36.0,MIL,C,55.0,55.0,31.7,4.7,9.7,0.481,1.9,5.1,0.373,2.8,4.6,0.601,0.579,1.3,1.6,0.826,1.3,3.6,4.8,1.7,0.7,2.0,1.0,2.1,12.5,
147.0,Khris Middleton,33.0,2TM,SF,25.0,9.0,23.4,4.6,9.1,0.502,1.5,3.7,0.398,3.1,5.4,0.575,0.584,1.8,2.0,0.863,0.2,3.5,3.7,4.4,0.8,0.2,1.7,2.3,12.4,
148.0,Khris Middleton,33.0,MIL,SF,23.0,7.0,23.2,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2.0,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,
149.0,Khris Middleton,33.0,WAS,SF,2.0,2.0,25.0,3.0,8.0,0.375,1.0,3.5,0.286,2.0,4.5,0.444,0.438,2.5,2.5,1.0,0.0,4.0,4.0,3.5,1.5,0.5,2.5,3.0,9.5,
150.0,Bilal Coulibaly,20.0,WAS,SF,53.0,53.0,33.3,4.5,10.7,0.418,1.1,3.9,0.283,3.4,6.8,0.494,0.469,2.4,3.2,0.762,1.5,3.5,5.0,3.5,1.3,0.7,2.1,2.5,12.4,
151.0,Ayo Dosunmu,25.0,CHI,SG,45.0,26.0,30.5,4.8,9.8,0.491,1.4,4.2,0.332,3.4,5.6,0.609,0.561,1.4,1.7,0.792,0.6,2.9,3.5,4.6,0.9,0.4,1.5,2.3,12.3,
152.0,Daniel Gafford,26.0,DAL,C,51.0,28.0,21.9,5.0,7.1,0.699,0.0,0.0,,5.0,7.1,0.699,0.699,2.4,3.4,0.699,2.7,4.1,6.9,1.4,0.4,1.9,1.2,2.7,12.3,
153.0,Onyeka Okongwu,24.0,ATL,C,51.0,17.0,25.8,4.9,8.5,0.573,0.5,1.6,0.277,4.4,6.9,0.643,0.599,2.1,2.9,0.73,2.8,5.2,8.0,2.2,0.8,0.9,1.0,2.4,12.3,
154.0,Keldon Johnson,25.0,SAS,SF,52.0,0.0,23.3,4.5,9.5,0.472,1.1,3.5,0.317,3.4,6.0,0.562,0.53,1.9,2.5,0.762,1.3,3.1,4.4,1.5,0.6,0.2,0.9,1.5,12.0,
155.0,Jaden McDaniels,24.0,MIN,PF,59.0,59.0,32.3,4.6,9.9,0.468,1.3,3.8,0.327,3.4,6.1,0.556,0.531,1.4,1.7,0.833,1.6,4.2,5.8,1.8,1.4,0.9,1.2,2.9,12.0,
156.0,Keegan Murray,24.0,SAC,PF,54.0,54.0,34.8,4.6,10.6,0.437,1.8,5.6,0.327,2.8,5.0,0.559,0.523,0.9,1.0,0.821,2.1,4.9,7.0,1.4,0.9,0.9,0.9,2.6,12.0,
157.0,Daeqwon Plowden,26.0,ATL,SG,2.0,0.0,16.5,4.0,5.0,0.8,3.0,4.0,0.75,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,
158.0,Terry Rozier,30.0,MIA,PG,49.0,21.0,27.9,4.4,10.9,0.404,1.6,5.1,0.306,2.8,5.8,0.493,0.477,1.6,1.9,0.859,0.8,3.3,4.0,2.8,0.6,0.3,1.3,1.3,12.0,
159.0,Ty Jerome,27.0,CLE,SG,53.0,2.0,19.2,4.3,8.2,0.521,1.5,3.5,0.437,2.8,4.7,0.582,0.613,1.6,1.9,0.879,0.8,1.7,2.5,3.4,1.2,0.0,1.2,1.5,11.7,
160.0,Alex Sarr,19.0,WAS,C,43.0,43.0,26.9,4.4,11.2,0.394,1.5,4.8,0.312,2.9,6.4,0.455,0.46,1.4,2.2,0.621,1.8,4.9,6.6,2.2,0.7,1.6,1.4,2.4,11.7,
161.0,Jabari Smith Jr.,21.0,HOU,PF,35.0,34.0,31.1,4.1,9.4,0.43,1.7,4.8,0.361,2.3,4.6,0.503,0.523,1.9,2.2,0.857,1.7,4.8,6.5,1.0,0.3,0.9,1.0,2.4,11.7,
162.0,Harrison Barnes,32.0,SAS,PF,55.0,55.0,27.8,4.0,8.1,0.491,1.6,3.9,0.41,2.4,4.2,0.568,0.591,2.0,2.5,0.799,1.4,2.7,4.1,1.8,0.4,0.2,0.6,0.9,11.6,
163.0,Corey Kispert,25.0,WAS,SF,52.0,0.0,26.7,4.3,9.4,0.453,2.0,5.5,0.361,2.3,3.9,0.58,0.558,1.1,1.3,0.866,0.7,2.3,3.0,1.7,0.5,0.2,1.1,1.6,11.6,
164.0,Tari Eason,23.0,HOU,PF,37.0,5.0,24.2,4.5,9.3,0.484,1.0,2.9,0.346,3.5,6.4,0.547,0.538,1.5,2.1,0.75,2.2,4.1,6.2,1.2,1.9,0.9,0.9,2.5,11.5,
165.0,Buddy Hield,32.0,GSW,SG,57.0,22.0,23.5,4.2,10.1,0.412,2.5,6.9,0.368,1.6,3.2,0.508,0.538,0.7,0.8,0.826,0.5,2.8,3.3,1.6,0.9,0.3,1.2,1.8,11.5,
166.0,Zaccharie Risacher,19.0,ATL,SF,51.0,49.0,24.0,4.2,10.0,0.424,1.4,4.2,0.329,2.9,5.8,0.493,0.493,1.5,2.1,0.725,1.3,2.3,3.5,1.3,0.8,0.5,1.0,1.9,11.4,
167.0,Jeremy Sochan,21.0,SAS,PF,36.0,19.0,26.1,4.6,8.5,0.541,0.5,1.6,0.339,4.1,7.0,0.586,0.572,1.6,2.3,0.699,2.4,4.6,7.0,2.6,0.9,0.5,1.6,2.4,11.4,
168.0,Damion Baugh,24.0,CHO,SG,3.0,0.0,28.3,4.0,7.7,0.522,1.7,4.3,0.385,2.3,3.3,0.7,0.63,1.7,2.0,0.833,0.3,2.0,2.3,4.3,2.3,0.0,1.7,2.3,11.3,
169.0,Naji Marshall,27.0,DAL,SF,45.0,14.0,24.8,4.4,8.7,0.509,0.9,2.9,0.313,3.5,5.8,0.607,0.561,1.5,1.7,0.846,1.0,3.0,4.0,2.5,0.9,0.1,1.4,1.5,11.3,
170.0,Jaylen Wells,21.0,MEM,SG,57.0,52.0,25.6,4.0,8.9,0.448,1.8,4.9,0.374,2.1,4.0,0.54,0.551,1.5,1.8,0.824,1.1,2.1,3.2,1.6,0.6,0.1,0.9,1.9,11.3,
171.0,Walker Kessler,23.0,UTA,C,44.0,44.0,30.5,4.8,6.7,0.72,0.0,0.1,0.333,4.8,6.6,0.728,0.723,1.4,2.7,0.538,4.6,7.5,12.1,1.6,0.6,2.4,1.5,2.3,11.2,
172.0,Jalen Duren,21.0,DET,C,55.0,55.0,25.8,4.6,6.7,0.694,0.0,0.0,,4.6,6.7,0.694,0.694,1.8,2.7,0.685,3.6,6.7,10.3,2.6,0.7,1.1,1.8,3.1,11.1,
173.0,Aaron Wiggins,26.0,OKC,SG,57.0,19.0,22.1,4.3,8.7,0.499,1.6,4.1,0.388,2.8,4.6,0.597,0.59,0.9,1.0,0.862,1.1,2.6,3.7,1.6,0.8,0.3,0.8,1.4,11.1,
174.0,Donte DiVincenzo,28.0,MIN,SG,40.0,8.0,26.4,3.7,9.3,0.397,2.6,7.0,0.369,1.1,2.4,0.479,0.535,1.0,1.3,0.82,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11.0,
175.0,Rudy Gobert,32.0,MIN,C,55.0,55.0,33.3,4.3,6.5,0.653,0.0,0.0,,4.3,6.5,0.653,0.653,2.4,3.6,0.68,3.5,6.9,10.4,1.8,0.7,1.5,1.4,2.4,11.0,
176.0,Jrue Holiday,34.0,BOS,PG,46.0,46.0,30.0,4.0,9.1,0.444,1.8,5.0,0.349,2.3,4.0,0.562,0.541,1.2,1.3,0.9,1.1,3.2,4.3,3.6,1.0,0.4,1.3,1.6,11.0,
177.0,Jonas Valančiūnas,32.0,2TM,C,56.0,12.0,19.3,4.4,8.1,0.545,0.1,0.5,0.25,4.3,7.6,0.564,0.553,1.9,2.2,0.877,2.4,5.4,7.8,2.1,0.4,0.6,1.7,2.1,10.9,
178.0,Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,20.1,4.7,8.6,0.547,0.1,0.6,0.259,4.6,8.1,0.567,0.556,1.9,2.2,0.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2.0,11.5,
179.0,Jonas Valančiūnas,32.0,SAC,C,7.0,0.0,14.3,2.4,4.7,0.515,0.0,0.1,0.0,2.4,4.6,0.531,0.515,1.7,2.3,0.75,2.1,2.7,4.9,1.1,0.4,0.6,0.9,2.7,6.6,
180.0,Isaiah Hartenstein,26.0,OKC,C,37.0,36.0,28.5,4.7,8.4,0.561,0.0,0.4,0.0,4.7,8.1,0.587,0.561,1.4,2.2,0.654,3.2,8.5,11.7,3.9,0.7,1.1,1.8,2.9,10.9,
181.0,Quentin Grimes,24.0,2TM,SG,54.0,16.0,24.0,3.8,8.3,0.463,1.8,4.5,0.392,2.1,3.7,0.55,0.57,1.4,1.8,0.763,0.7,3.4,4.1,2.3,0.7,0.3,1.3,1.7,10.8,
182.0,Quentin Grimes,24.0,DAL,SG,47.0,12.0,22.8,3.6,7.8,0.463,1.7,4.3,0.398,1.9,3.5,0.543,0.573,1.3,1.7,0.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,
183.0,Quentin Grimes,24.0,PHI,SG,7.0,4.0,32.3,5.4,11.7,0.463,2.3,6.3,0.364,3.1,5.4,0.579,0.561,1.7,2.3,0.75,1.4,4.6,6.0,3.4,0.9,0.6,1.4,1.9,14.9,
184.0,Grayson Allen,29.0,PHO,SG,46.0,3.0,25.1,3.5,7.8,0.446,2.5,5.7,0.428,1.0,2.1,0.495,0.603,1.4,1.7,0.831,0.6,2.7,3.3,2.1,0.9,0.3,1.1,1.5,10.8,
185.0,Caris LeVert,30.0,2TM,SG,44.0,3.0,24.2,3.8,8.3,0.455,1.5,4.0,0.391,2.2,4.3,0.513,0.548,1.6,2.3,0.699,0.7,2.5,3.1,3.5,0.8,0.5,1.2,1.5,10.7,
186.0,Caris LeVert,30.0,CLE,SF,38.0,3.0,23.8,3.6,7.8,0.453,1.6,3.9,0.405,2.0,3.9,0.5,0.554,1.5,2.2,0.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,
187.0,Caris LeVert,30.0,ATL,SG,6.0,0.0,27.0,5.0,10.8,0.462,1.3,4.3,0.308,3.7,6.5,0.564,0.523,2.3,3.3,0.7,1.2,3.8,5.0,2.0,0.5,0.5,0.5,3.0,13.7,
188.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,
189.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,
190.0,Tim Hardaway Jr.,32.0,DET,SG,54.0,54.0,28.4,3.4,8.4,0.408,2.1,5.7,0.375,1.3,2.7,0.476,0.535,1.5,1.8,0.828,0.2,2.1,2.3,1.6,0.5,0.1,0.7,1.2,10.6,
191.0,Tyus Jones,28.0,PHO,PG,56.0,54.0,29.1,3.9,8.9,0.443,2.0,5.0,0.396,2.0,3.9,0.502,0.553,0.8,0.9,0.878,0.6,1.9,2.5,5.9,0.9,0.1,1.4,1.0,10.6,
192.0,Guerschon Yabusele,29.0,PHI,C,54.0,28.0,26.2,3.9,7.7,0.506,1.5,3.8,0.392,2.4,3.9,0.615,0.602,1.3,1.8,0.747,1.9,3.6,5.5,1.9,0.8,0.4,1.3,2.4,10.6,
193.0,Jordan Hawkins,22.0,NOP,SG,39.0,5.0,22.9,3.5,9.7,0.361,1.9,5.6,0.333,1.6,4.1,0.398,0.457,1.6,1.8,0.847,0.4,2.1,2.5,1.1,0.6,0.4,0.8,0.7,10.5,
194.0,Duncan Robinson,30.0,MIA,SF,53.0,30.0,24.0,3.7,8.8,0.419,2.4,6.4,0.375,1.3,2.4,0.535,0.554,0.7,0.8,0.9,0.2,2.1,2.4,2.5,0.5,0.1,1.2,2.0,10.5,
195.0,Toumani Camara,24.0,POR,PF,56.0,56.0,32.4,3.9,8.5,0.456,1.5,4.1,0.368,2.4,4.5,0.536,0.544,1.1,1.5,0.759,2.3,3.7,6.0,2.1,1.5,0.7,1.5,3.0,10.4,
196.0,Amir Coffey,27.0,LAC,SG,55.0,13.0,26.0,3.6,7.5,0.472,1.5,3.7,0.419,2.0,3.9,0.524,0.575,1.8,1.9,0.907,0.5,1.9,2.4,1.1,0.5,0.1,0.7,1.8,10.4,
197.0,Andrew Nembhard,25.0,IND,SG,40.0,40.0,28.4,3.9,8.3,0.468,0.7,2.4,0.309,3.2,6.0,0.531,0.512,1.9,2.4,0.792,0.5,2.8,3.3,4.8,1.3,0.1,1.8,2.3,10.4,
198.0,Obi Toppin,26.0,IND,PF,53.0,0.0,19.5,4.0,7.4,0.538,1.2,3.6,0.347,2.7,3.8,0.718,0.622,1.2,1.5,0.795,0.7,3.4,4.1,1.6,0.6,0.3,0.8,1.4,10.4,
199.0,Gary Trent Jr.,26.0,MIL,SG,51.0,7.0,25.1,3.6,8.3,0.435,2.3,5.4,0.42,1.4,2.9,0.463,0.572,0.8,1.0,0.84,0.2,2.2,2.4,1.2,1.0,0.1,0.6,1.9,10.4,
200.0,Grant Williams,26.0,CHO,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,
201.0,Chris Boucher,32.0,TOR,PF,48.0,0.0,17.3,3.7,7.5,0.493,1.5,3.9,0.37,2.3,3.6,0.628,0.59,1.4,1.8,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.3,
202.0,Derrick Jones Jr.,27.0,LAC,SF,55.0,49.0,24.9,4.1,8.1,0.515,1.0,2.7,0.351,3.2,5.3,0.599,0.574,1.0,1.4,0.74,1.3,2.2,3.5,0.8,1.2,0.3,0.9,2.1,10.3,
203.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,
204.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,
205.0,Ochai Agbaji,24.0,TOR,SG,51.0,37.0,27.5,4.1,8.0,0.505,1.5,3.8,0.39,2.6,4.2,0.609,0.598,0.5,0.8,0.667,0.9,2.8,3.7,1.6,0.8,0.5,0.8,1.9,10.2,
206.0,Spencer Dinwiddie,31.0,DAL,PG,56.0,19.0,25.1,3.3,7.8,0.415,1.4,3.9,0.344,1.9,3.9,0.486,0.501,2.3,2.8,0.838,0.2,2.2,2.4,3.7,0.8,0.2,1.2,1.5,10.2,
207.0,Bogdan Bogdanović,32.0,2TM,SG,29.0,1.0,24.9,3.6,9.7,0.371,1.8,6.2,0.287,1.8,3.4,0.525,0.464,1.1,1.3,0.846,0.4,2.2,2.6,2.2,0.9,0.2,1.5,2.4,10.1,
208.0,Bogdan Bogdanović,32.0,ATL,SG,24.0,0.0,24.9,3.5,9.3,0.371,1.8,6.1,0.301,1.6,3.3,0.5,0.469,1.3,1.4,0.882,0.5,2.3,2.8,2.0,0.8,0.3,1.5,2.4,10.0,
209.0,Bogdan Bogdanović,32.0,LAC,SG,5.0,1.0,24.6,4.2,11.2,0.375,1.6,7.0,0.229,2.6,4.2,0.619,0.446,0.6,1.0,0.6,0.2,1.8,2.0,3.0,1.4,0.0,1.2,2.6,10.6,
210.0,Nic Claxton,25.0,BRK,C,50.0,42.0,26.9,4.5,8.2,0.544,0.0,0.3,0.067,4.4,7.9,0.562,0.545,1.2,2.3,0.522,2.2,5.3,7.5,2.0,1.0,1.5,1.3,2.1,10.1,
211.0,Dante Exum,29.0,DAL,PG,9.0,7.0,19.9,3.8,7.3,0.515,1.1,2.6,0.435,2.7,4.8,0.558,0.591,1.4,2.3,0.619,0.2,1.3,1.6,3.9,0.7,0.2,1.1,1.4,10.1,
212.0,Brandin Podziemski,21.0,GSW,SG,44.0,13.0,25.5,3.8,8.8,0.432,1.4,4.2,0.323,2.5,4.6,0.532,0.509,1.1,1.5,0.742,1.0,3.8,4.8,3.5,1.1,0.2,1.1,1.5,10.1,
213.0,Jose Alvarado,26.0,NOP,PG,33.0,11.0,23.6,3.4,8.3,0.414,2.2,5.4,0.397,1.3,2.8,0.447,0.544,1.0,1.2,0.825,0.5,1.9,2.4,4.5,1.4,0.3,1.2,1.9,10.0,
214.0,Julian Champagnie,23.0,SAS,SF,55.0,26.0,24.2,3.4,8.2,0.42,2.2,6.0,0.369,1.2,2.2,0.563,0.556,0.9,1.0,0.895,0.8,3.1,3.9,1.3,0.8,0.4,0.9,1.4,10.0,
215.0,Keon Johnson,22.0,BRK,SG,55.0,35.0,23.5,3.7,9.8,0.375,1.4,4.9,0.288,2.3,4.9,0.463,0.447,1.2,1.5,0.783,0.7,2.8,3.5,2.0,1.0,0.4,1.2,2.5,10.0,
216.0,T.J. McConnell,32.0,IND,PG,54.0,0.0,18.4,4.4,8.4,0.525,0.2,0.6,0.294,4.2,7.8,0.544,0.536,0.8,1.1,0.75,0.5,2.0,2.5,4.5,1.1,0.3,1.5,1.1,9.8,
217.0,Svi Mykhailiuk,27.0,UTA,SF,23.0,12.0,20.1,3.5,8.8,0.394,2.1,6.1,0.34,1.4,2.7,0.516,0.512,0.8,1.0,0.783,0.6,1.9,2.5,1.7,0.7,0.3,1.6,1.3,9.8,
218.0,Luguentz Dort,25.0,OKC,SF,53.0,53.0,29.0,3.5,8.1,0.426,2.2,5.5,0.398,1.3,2.7,0.482,0.559,0.6,0.8,0.786,1.4,2.8,4.1,1.6,1.1,0.6,0.7,3.1,9.7,
219.0,Royce O'Neale,31.0,PHO,SF,51.0,18.0,26.0,3.5,8.1,0.426,2.4,6.0,0.403,1.0,2.1,0.491,0.575,0.4,0.5,0.75,0.8,4.2,5.0,2.1,1.0,0.5,1.0,2.2,9.7,
220.0,Isaiah Joe,25.0,OKC,SG,52.0,11.0,21.0,3.3,7.7,0.433,2.4,6.1,0.4,0.9,1.7,0.552,0.59,0.4,0.6,0.719,0.5,2.0,2.6,1.4,0.7,0.2,0.4,1.6,9.6,
221.0,Ziaire Williams,23.0,BRK,SF,43.0,26.0,24.2,3.2,8.0,0.404,1.4,4.2,0.333,1.8,3.8,0.481,0.491,1.8,2.2,0.83,1.1,3.8,4.9,1.4,1.0,0.4,1.0,2.5,9.6,
