Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
109.0,Deandre Ayton,26.0,POR,C,31.0,31.0,29.8,6.4,11.4,0.56,0.2,0.9,0.207,6.2,10.4,0.591,0.568,0.6,1.1,0.606,2.9,7.2,10.0,1.5,0.7,1.0,1.7,2.2,13.5,
110.0,Tobias Harris,32.0,DET,PF,40.0,40.0,32.3,5.1,11.2,0.453,1.4,4.1,0.35,3.6,7.1,0.512,0.517,1.9,2.2,0.874,1.0,5.4,6.4,2.5,0.8,0.9,1.2,2.0,13.4,
111.0,Jeremy Sochan,21.0,SAS,PF,22.0,19.0,29.0,5.3,10.0,0.53,0.5,1.8,0.282,4.8,8.2,0.583,0.555,2.3,3.2,0.729,2.7,5.4,8.0,2.6,0.9,0.6,1.8,2.4,13.4,
112.0,Santi Aldama,24.0,MEM,PF,36.0,11.0,25.3,5.2,10.3,0.507,1.8,4.6,0.392,3.4,5.6,0.601,0.595,1.1,1.6,0.732,1.6,5.5,7.1,2.8,0.9,0.5,1.1,1.0,13.3,
113.0,Aaron Gordon,29.0,DEN,PF,21.0,16.0,27.0,4.6,8.7,0.53,1.1,2.8,0.407,3.5,5.9,0.589,0.596,2.9,3.7,0.782,1.7,3.9,5.5,2.7,0.4,0.2,1.4,1.7,13.3,
114.0,Bobby Portis,29.0,MIL,PF,40.0,5.0,24.8,5.4,11.7,0.465,1.3,3.6,0.366,4.1,8.1,0.508,0.52,1.2,1.5,0.81,1.7,6.3,7.9,2.0,0.7,0.5,1.2,1.8,13.3,
115.0,Naz Reid,25.0,MIN,C,42.0,0.0,25.0,4.9,10.3,0.475,2.0,5.1,0.399,2.9,5.2,0.548,0.573,1.5,1.9,0.778,0.9,4.2,5.1,1.7,0.8,0.9,1.2,2.4,13.3,
116.0,Dillon Brooks,29.0,HOU,SF,38.0,38.0,32.0,4.8,11.8,0.408,2.3,6.1,0.371,2.6,5.7,0.449,0.504,1.3,1.6,0.85,1.3,2.7,3.9,1.7,0.8,0.3,1.0,3.4,13.2,
117.0,Dyson Daniels,21.0,ATL,SG,37.0,37.0,33.6,5.6,12.2,0.46,1.2,3.8,0.317,4.4,8.5,0.524,0.509,0.8,1.4,0.566,1.6,3.3,5.0,3.6,3.1,0.8,1.8,2.4,13.2,
118.0,P.J. Washington,26.0,DAL,PF,35.0,34.0,32.5,4.7,10.9,0.432,1.5,4.1,0.375,3.1,6.7,0.466,0.503,2.2,2.9,0.745,1.4,6.4,7.8,2.2,1.3,1.0,1.8,2.2,13.1,
119.0,Russell Westbrook,36.0,DEN,PG,42.0,21.0,27.3,4.9,10.6,0.462,1.2,3.6,0.34,3.6,6.9,0.526,0.52,2.1,3.2,0.64,1.3,3.7,5.0,6.5,1.5,0.5,2.9,2.6,13.1,
120.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,
121.0,Amen Thompson,22.0,HOU,SF,38.0,11.0,29.6,4.9,8.8,0.56,0.3,1.3,0.25,4.6,7.5,0.612,0.578,2.6,3.8,0.692,2.6,5.2,7.8,2.4,1.3,1.2,1.9,2.2,12.8,
122.0,Scoot Henderson,20.0,POR,PG,35.0,6.0,26.8,4.3,10.0,0.427,1.4,3.9,0.35,2.9,6.1,0.477,0.496,2.6,3.4,0.773,0.7,2.4,3.1,5.3,1.1,0.3,2.8,2.6,12.6,
123.0,Khris Middleton,33.0,MIL,SF,18.0,7.0,23.5,4.6,9.6,0.48,1.4,3.8,0.377,3.2,5.8,0.548,0.555,1.9,2.3,0.833,0.3,3.7,3.9,5.1,0.9,0.2,1.7,2.2,12.6,
124.0,D'Angelo Russell,28.0,2TM,PG,35.0,13.0,25.8,4.4,10.6,0.415,1.9,5.7,0.338,2.5,4.9,0.503,0.505,1.8,2.1,0.875,0.3,2.6,2.8,5.3,0.9,0.2,1.8,1.8,12.5,
124.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,26.3,4.4,10.7,0.415,1.9,5.8,0.333,2.5,4.9,0.51,0.505,1.6,1.8,0.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,
124.0,D'Angelo Russell,28.0,BRK,PG,6.0,3.0,23.2,4.2,10.0,0.417,1.8,5.0,0.367,2.3,5.0,0.467,0.508,3.0,3.2,0.947,0.2,3.0,3.2,8.0,1.7,0.3,2.0,1.7,13.2,
125.0,Ayo Dosunmu,25.0,CHI,SG,33.0,17.0,30.6,4.8,9.8,0.492,1.3,4.0,0.318,3.5,5.8,0.613,0.557,1.4,1.8,0.797,0.6,3.2,3.8,4.7,0.8,0.4,1.3,2.3,12.3,
126.0,Rui Hachimura,26.0,LAL,PF,35.0,35.0,32.3,4.7,9.4,0.494,1.5,3.6,0.417,3.1,5.8,0.542,0.574,1.5,1.9,0.776,1.7,3.6,5.2,1.5,0.9,0.5,1.0,1.9,12.3,
127.0,Buddy Hield,32.0,GSW,SG,41.0,10.0,23.6,4.4,10.6,0.417,2.7,7.3,0.376,1.7,3.3,0.507,0.546,0.8,0.9,0.886,0.6,2.7,3.3,1.6,0.9,0.3,1.2,1.9,12.3,
128.0,Keldon Johnson,25.0,SAS,SF,38.0,0.0,24.4,4.6,10.0,0.459,1.1,3.8,0.287,3.5,6.3,0.563,0.513,2.0,2.6,0.77,1.3,3.7,5.0,1.4,0.7,0.3,0.8,1.4,12.3,
129.0,Brook Lopez,36.0,MIL,C,41.0,41.0,31.9,4.6,9.5,0.488,1.9,5.0,0.372,2.8,4.4,0.621,0.587,1.1,1.4,0.776,1.1,3.8,4.9,1.7,0.8,1.9,1.0,2.1,12.2,
130.0,Bilal Coulibaly,20.0,WAS,SF,37.0,37.0,33.4,4.4,10.5,0.416,1.0,3.7,0.275,3.3,6.7,0.494,0.465,2.4,3.2,0.761,1.4,3.7,5.1,3.4,1.3,0.7,2.1,2.4,12.1,
131.0,Terry Rozier,30.0,MIA,PG,37.0,20.0,28.7,4.4,10.8,0.408,1.5,5.2,0.298,2.9,5.6,0.507,0.479,1.7,1.9,0.913,0.7,3.4,4.1,2.9,0.6,0.4,1.6,1.5,12.1,
132.0,Keegan Murray,24.0,SAC,PF,39.0,39.0,35.6,4.6,10.8,0.421,1.8,5.7,0.317,2.7,5.1,0.538,0.505,0.9,1.1,0.857,2.1,5.1,7.3,1.4,0.7,0.8,0.9,2.7,11.9,
133.0,Jabari Smith Jr.,21.0,HOU,PF,33.0,33.0,30.9,4.1,9.5,0.435,1.7,4.8,0.354,2.4,4.7,0.516,0.524,2.0,2.3,0.867,1.8,4.7,6.5,1.0,0.4,1.0,0.9,2.3,11.9,
134.0,Isaiah Hartenstein,26.0,OKC,C,24.0,23.0,29.8,5.0,8.9,0.561,0.0,0.5,0.0,5.0,8.5,0.591,0.561,1.8,2.6,0.677,2.8,9.3,12.2,4.1,0.9,1.3,2.0,2.9,11.8,
135.0,Jaylen Wells,21.0,MEM,SG,42.0,37.0,26.1,4.2,9.5,0.441,2.0,5.1,0.388,2.2,4.4,0.503,0.545,1.5,1.8,0.818,1.0,2.3,3.3,1.6,0.6,0.1,1.1,1.8,11.8,
136.0,Tari Eason,23.0,HOU,PF,26.0,0.0,22.8,4.5,9.3,0.485,0.9,3.0,0.312,3.6,6.3,0.567,0.535,1.8,2.4,0.742,2.1,4.2,6.3,1.1,1.9,0.9,0.8,2.4,11.7,
137.0,Daniel Gafford,26.0,DAL,C,40.0,17.0,20.0,4.7,6.7,0.705,0.0,0.0,,4.7,6.7,0.705,0.705,2.2,3.3,0.667,2.3,3.7,6.0,1.2,0.4,1.5,1.2,2.6,11.7,
138.0,Jrue Holiday,34.0,BOS,PG,36.0,36.0,30.7,4.3,9.5,0.447,1.8,5.3,0.344,2.4,4.3,0.575,0.542,1.4,1.5,0.891,1.2,3.2,4.4,3.9,1.0,0.4,1.4,1.5,11.7,
139.0,Jonas Valančiūnas,32.0,WAS,C,41.0,8.0,19.7,4.8,8.6,0.559,0.1,0.6,0.217,4.7,8.1,0.583,0.566,2.0,2.2,0.889,2.4,5.8,8.2,2.2,0.5,0.7,1.9,1.9,11.7,
140.0,Stephon Castle,20.0,SAS,PG,40.0,23.0,25.2,4.2,10.4,0.403,1.0,3.8,0.258,3.2,6.6,0.487,0.45,2.3,3.2,0.713,0.8,1.8,2.5,3.6,0.8,0.3,1.9,1.7,11.6,
141.0,Alex Sarr,19.0,WAS,C,37.0,37.0,27.0,4.4,10.9,0.4,1.5,4.7,0.318,2.9,6.2,0.463,0.469,1.5,2.3,0.643,1.9,4.8,6.7,2.2,0.6,1.5,1.5,2.5,11.6,
142.0,Corey Kispert,25.0,WAS,SF,36.0,0.0,26.8,4.2,9.4,0.444,1.9,5.6,0.35,2.3,3.9,0.579,0.547,1.1,1.4,0.837,0.5,2.5,3.0,1.7,0.5,0.2,1.0,1.6,11.5,
143.0,Onyeka Okongwu,24.0,ATL,C,34.0,0.0,24.0,4.5,8.3,0.548,0.4,1.6,0.259,4.1,6.7,0.617,0.573,2.0,2.6,0.756,2.8,4.8,7.6,1.8,0.7,0.9,0.8,2.1,11.5,
144.0,Julian Champagnie,23.0,SAS,SF,41.0,26.0,26.8,3.9,9.3,0.417,2.5,6.8,0.364,1.4,2.5,0.564,0.551,1.1,1.2,0.898,0.8,3.6,4.4,1.3,0.7,0.5,1.0,1.4,11.3,
145.0,Tim Hardaway Jr.,32.0,DET,SG,38.0,38.0,28.2,3.7,8.6,0.427,2.2,5.7,0.382,1.5,2.9,0.514,0.553,1.8,2.2,0.817,0.2,1.9,2.1,1.5,0.4,0.0,0.7,1.3,11.3,
146.0,Tyus Jones,28.0,PHO,PG,40.0,40.0,30.1,4.3,9.0,0.474,2.0,4.9,0.415,2.2,4.1,0.543,0.586,0.8,0.9,0.861,0.6,2.0,2.5,6.2,1.0,0.1,1.3,1.1,11.3,
147.0,Josh Giddey,22.0,CHI,PG,39.0,39.0,27.9,4.3,9.9,0.432,1.2,3.6,0.319,3.1,6.3,0.496,0.49,1.5,2.0,0.744,1.5,5.7,7.3,6.6,1.1,0.5,2.7,1.6,11.2,
148.0,Grayson Allen,29.0,PHO,SG,32.0,1.0,24.3,3.5,7.8,0.45,2.4,5.7,0.429,1.1,2.1,0.507,0.606,1.7,1.9,0.855,0.6,2.6,3.2,1.8,0.9,0.3,1.1,1.5,11.1,
149.0,Harrison Barnes,32.0,SAS,PF,41.0,41.0,28.1,3.7,7.7,0.481,1.5,3.6,0.405,2.2,4.1,0.548,0.576,2.3,2.8,0.809,1.4,2.4,3.8,1.7,0.3,0.2,0.6,0.9,11.1,
150.0,Naji Marshall,27.0,DAL,SF,33.0,14.0,24.5,4.4,8.6,0.511,0.9,2.7,0.322,3.5,5.9,0.598,0.562,1.4,1.6,0.885,0.9,2.7,3.6,2.5,1.0,0.1,1.4,1.5,11.1,
151.0,Donte DiVincenzo,28.0,MIN,SG,40.0,8.0,26.4,3.7,9.3,0.397,2.6,7.0,0.369,1.1,2.4,0.479,0.535,1.0,1.3,0.82,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11.0,
152.0,Tosan Evbuomwan,23.0,BRK,SF,9.0,0.0,23.8,4.1,7.3,0.561,0.9,2.7,0.333,3.2,4.7,0.69,0.621,1.7,2.7,0.625,1.1,3.1,4.2,1.3,0.4,0.4,1.8,2.1,10.8,
153.0,Walker Kessler,23.0,UTA,C,32.0,32.0,29.6,4.7,6.5,0.72,0.1,0.1,0.667,4.6,6.4,0.721,0.725,1.5,2.7,0.547,4.3,7.0,11.3,1.5,0.5,2.5,1.4,2.2,10.8,
154.0,Caris LeVert,30.0,CLE,SF,35.0,2.0,24.1,3.7,7.9,0.473,1.7,3.9,0.42,2.1,4.0,0.525,0.578,1.7,2.4,0.699,0.6,2.3,2.9,3.8,0.9,0.5,1.3,1.3,10.8,
155.0,Duncan Robinson,30.0,MIA,SF,39.0,21.0,23.2,3.8,9.1,0.422,2.4,6.4,0.38,1.4,2.6,0.524,0.557,0.6,0.7,0.893,0.3,2.0,2.3,2.7,0.5,0.1,1.0,2.0,10.7,
156.0,Ochai Agbaji,24.0,TOR,SG,39.0,33.0,28.9,4.3,8.4,0.508,1.6,3.9,0.403,2.7,4.5,0.6,0.602,0.5,0.7,0.679,0.9,2.8,3.8,1.7,0.8,0.5,0.8,2.1,10.6,
157.0,Brandon Boston Jr.,23.0,NOP,SG,39.0,10.0,23.8,3.9,9.0,0.436,1.2,3.3,0.346,2.8,5.7,0.489,0.5,1.6,2.0,0.81,0.7,2.5,3.2,2.3,1.2,0.2,1.2,1.7,10.6,
158.0,Jordan Hawkins,22.0,NOP,SG,27.0,4.0,22.8,3.6,10.1,0.353,1.9,6.0,0.319,1.6,4.0,0.404,0.449,1.6,1.9,0.808,0.4,2.1,2.6,1.0,0.5,0.5,0.9,0.7,10.6,
159.0,Andrew Nembhard,25.0,IND,SG,28.0,28.0,28.3,4.0,8.6,0.461,0.8,2.4,0.328,3.2,6.2,0.511,0.506,1.9,2.5,0.743,0.5,2.8,3.3,5.0,1.0,0.1,1.8,2.0,10.6,
160.0,Bogdan Bogdanović,32.0,ATL,SG,20.0,0.0,25.3,3.7,9.4,0.39,2.1,6.4,0.323,1.6,3.0,0.533,0.5,1.2,1.3,0.92,0.5,2.1,2.6,2.3,0.9,0.2,1.5,2.4,10.5,
161.0,Zaccharie Risacher,19.0,ATL,SF,39.0,37.0,23.7,3.9,9.8,0.403,1.2,4.1,0.281,2.8,5.7,0.491,0.462,1.5,2.1,0.713,1.3,2.2,3.5,1.2,0.8,0.5,1.2,2.1,10.5,
162.0,Chris Boucher,32.0,TOR,PF,37.0,0.0,17.5,3.8,7.6,0.495,1.4,3.8,0.359,2.4,3.8,0.633,0.585,1.5,1.9,0.786,1.4,3.1,4.5,0.6,0.6,0.6,0.6,1.3,10.4,
163.0,Grant Williams,26.0,CHO,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,
164.0,Amir Coffey,27.0,LAC,SG,40.0,9.0,25.3,3.6,7.5,0.478,1.6,3.8,0.433,2.0,3.8,0.523,0.586,1.5,1.7,0.882,0.5,2.0,2.6,1.2,0.6,0.1,0.7,1.6,10.3,
165.0,Ty Jerome,27.0,CLE,SG,38.0,2.0,17.7,3.7,7.3,0.509,1.3,3.1,0.429,2.4,4.2,0.57,0.601,1.5,1.7,0.891,0.7,1.6,2.3,3.4,1.2,0.0,1.1,1.4,10.3,
166.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,
167.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,
168.0,Jose Alvarado,26.0,NOP,PG,20.0,7.0,22.2,3.4,8.5,0.4,2.3,5.5,0.418,1.1,3.0,0.367,0.535,1.1,1.3,0.808,0.6,1.5,2.1,4.1,1.5,0.3,1.1,2.2,10.2,
169.0,Rudy Gobert,32.0,MIN,C,42.0,42.0,33.3,4.0,6.2,0.649,0.0,0.0,,4.0,6.2,0.649,0.649,2.2,3.3,0.664,3.3,7.1,10.4,1.7,0.6,1.5,1.4,2.5,10.2,
170.0,Quentin Grimes,24.0,DAL,SG,40.0,11.0,22.5,3.6,7.8,0.465,1.7,4.3,0.395,1.9,3.5,0.551,0.574,1.3,1.8,0.757,0.7,3.3,4.0,2.1,0.7,0.2,1.2,1.6,10.2,
171.0,Nikola Jović,21.0,MIA,PF,32.0,10.0,22.9,3.4,7.7,0.449,1.5,4.0,0.372,1.9,3.6,0.534,0.547,1.8,2.1,0.838,0.6,3.3,3.9,2.6,0.8,0.3,1.1,1.5,10.2,
172.0,T.J. McConnell,32.0,IND,PG,42.0,0.0,19.1,4.6,8.6,0.533,0.2,0.6,0.28,4.4,8.0,0.552,0.543,0.8,1.1,0.739,0.6,2.0,2.5,4.5,1.2,0.3,1.5,1.1,10.2,
173.0,Jaden McDaniels,24.0,MIN,PF,42.0,42.0,30.4,4.0,8.9,0.452,1.3,3.8,0.335,2.7,5.1,0.537,0.523,0.8,1.1,0.756,1.5,3.4,4.9,1.6,1.3,0.8,1.0,2.9,10.1,
174.0,Scotty Pippen Jr.,24.0,MEM,PG,42.0,16.0,21.9,3.8,8.0,0.473,1.1,3.0,0.376,2.7,5.0,0.531,0.543,1.4,2.1,0.674,0.7,2.6,3.4,4.7,1.2,0.4,1.9,2.5,10.1,
175.0,Brice Sensabaugh,21.0,UTA,SF,31.0,0.0,18.3,3.6,7.7,0.475,1.9,4.6,0.408,1.8,3.1,0.573,0.597,1.0,1.0,0.938,0.6,2.1,2.7,1.4,0.5,0.1,1.5,1.4,10.1,
176.0,Cam Whitmore,20.0,HOU,SF,23.0,0.0,16.4,3.9,8.8,0.438,1.3,3.9,0.326,2.6,5.0,0.526,0.51,1.1,1.5,0.743,0.9,2.3,3.2,0.7,0.6,0.2,0.7,0.9,10.1,
177.0,Guerschon Yabusele,29.0,PHI,PF,39.0,18.0,25.8,3.6,7.2,0.507,1.5,3.8,0.396,2.1,3.4,0.634,0.613,1.3,1.9,0.685,1.9,3.5,5.4,1.9,0.7,0.4,1.3,2.5,10.1,
178.0,Spencer Dinwiddie,31.0,DAL,PG,40.0,11.0,24.4,3.0,7.8,0.389,1.4,4.0,0.338,1.7,3.8,0.444,0.476,2.6,3.1,0.861,0.3,2.2,2.4,3.7,0.9,0.2,1.1,1.5,10.0,
179.0,Luguentz Dort,25.0,OKC,SF,41.0,41.0,29.1,3.4,8.3,0.415,2.3,5.6,0.417,1.1,2.7,0.409,0.556,0.7,0.9,0.811,1.3,3.0,4.3,1.7,1.1,0.7,0.8,3.0,10.0,
180.0,Royce O'Neale,31.0,PHO,SF,35.0,9.0,25.5,3.5,8.0,0.444,2.4,5.6,0.429,1.1,2.4,0.482,0.595,0.5,0.6,0.773,0.9,4.5,5.5,2.2,0.9,0.6,1.1,2.3,10.0,
181.0,Obi Toppin,26.0,IND,PF,40.0,0.0,19.4,3.9,7.2,0.54,1.2,3.3,0.346,2.7,3.9,0.708,0.62,1.1,1.4,0.804,0.7,3.3,4.0,1.6,0.8,0.4,0.7,1.5,10.0,
182.0,Jalen Duren,21.0,DET,C,39.0,39.0,25.0,4.1,5.8,0.693,0.0,0.0,,4.1,5.8,0.693,0.693,1.7,2.7,0.642,3.3,6.3,9.6,2.3,0.5,1.2,1.8,3.3,9.8,
183.0,Derrick Jones Jr.,27.0,LAC,SF,39.0,36.0,23.9,3.9,7.7,0.508,0.9,2.7,0.346,2.9,4.9,0.599,0.57,1.0,1.3,0.8,1.1,2.1,3.2,0.8,1.2,0.3,0.9,1.9,9.8,
184.0,Nic Claxton,25.0,BRK,C,36.0,28.0,26.2,4.2,7.7,0.545,0.0,0.3,0.083,4.2,7.4,0.566,0.547,1.3,2.4,0.523,1.9,5.5,7.4,2.0,0.9,1.2,1.1,2.0,9.7,
185.0,Goga Bitadze,25.0,ORL,C,36.0,33.0,24.6,4.1,6.6,0.619,0.1,0.5,0.105,4.0,6.0,0.664,0.623,1.4,2.1,0.68,2.8,5.4,8.2,2.4,0.9,1.6,1.4,2.4,9.6,
186.0,Jaime Jaquez Jr.,23.0,MIA,SF,37.0,10.0,23.6,3.5,7.9,0.445,0.7,2.2,0.325,2.8,5.7,0.491,0.49,1.9,2.6,0.729,1.2,3.5,4.8,2.7,1.3,0.2,1.6,1.6,9.6,
187.0,Svi Mykhailiuk,27.0,UTA,SF,14.0,6.0,17.9,3.4,8.1,0.421,2.0,5.9,0.341,1.4,2.3,0.625,0.544,0.7,0.9,0.769,0.3,1.8,2.1,2.0,0.9,0.2,1.8,1.2,9.6,
188.0,Chris Paul,39.0,SAS,PG,41.0,41.0,29.2,3.2,7.6,0.42,1.8,4.8,0.365,1.4,2.8,0.513,0.535,1.4,1.5,0.967,0.5,3.7,4.2,8.2,1.3,0.2,1.6,1.9,9.6,
189.0,Aaron Wiggins,26.0,OKC,SG,42.0,11.0,20.9,3.8,7.7,0.492,1.4,3.5,0.388,2.4,4.2,0.58,0.58,0.7,0.8,0.848,1.0,2.5,3.5,1.6,0.8,0.3,0.9,1.3,9.6,
190.0,Ziaire Williams,23.0,BRK,SF,31.0,16.0,22.7,3.2,7.9,0.41,1.3,3.8,0.328,2.0,4.0,0.488,0.49,1.9,2.3,0.817,1.1,3.6,4.7,1.5,1.0,0.4,1.1,2.5,9.6,
191.0,Nick Richards,27.0,2TM,C,22.0,9.0,21.3,3.2,5.5,0.582,0.0,0.0,0.0,3.2,5.5,0.587,0.582,3.0,4.4,0.688,2.5,5.2,7.7,1.3,0.4,1.2,1.5,2.3,9.5,
191.0,Nick Richards,27.0,CHO,C,21.0,9.0,21.0,3.0,5.4,0.561,0.0,0.0,0.0,3.0,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,
191.0,Nick Richards,27.0,PHO,C,1.0,0.0,29.0,7.0,8.0,0.875,0.0,0.0,,7.0,8.0,0.875,0.875,7.0,9.0,0.778,4.0,7.0,11.0,1.0,1.0,0.0,0.0,2.0,21.0,
192.0,Toumani Camara,24.0,POR,PF,41.0,41.0,31.2,3.5,8.4,0.42,1.4,4.3,0.333,2.1,4.1,0.512,0.506,1.0,1.4,0.724,2.2,3.2,5.4,2.0,1.4,0.6,1.5,2.9,9.5,
193.0,Noah Clowney,20.0,BRK,PF,33.0,14.0,22.6,3.0,7.9,0.385,2.0,5.5,0.359,1.1,2.4,0.443,0.51,1.5,1.7,0.857,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.5,9.5,
194.0,Zach Edey,22.0,MEM,C,28.0,21.0,20.6,4.0,6.8,0.584,0.4,1.0,0.393,3.6,5.8,0.617,0.613,1.2,1.9,0.63,3.3,4.0,7.3,0.9,0.6,1.0,1.6,2.8,9.5,
195.0,Larry Nance Jr.,32.0,ATL,PF,15.0,2.0,19.4,3.7,6.3,0.585,1.7,3.3,0.52,1.9,2.9,0.659,0.723,0.5,0.5,0.875,1.1,3.2,4.3,1.6,1.1,0.7,0.7,1.5,9.5,
196.0,Aaron Nesmith,25.0,IND,SF,8.0,7.0,19.5,3.3,5.6,0.578,1.3,2.1,0.588,2.0,3.5,0.571,0.689,1.8,2.0,0.875,0.5,2.9,3.4,0.8,0.5,0.3,0.6,3.1,9.5,
197.0,Kevin Porter Jr.,24.0,LAC,SG,36.0,1.0,19.4,3.8,9.1,0.422,0.6,2.4,0.25,3.2,6.6,0.485,0.456,1.3,2.0,0.634,0.6,2.7,3.3,3.3,0.9,0.3,2.0,1.6,9.5,
198.0,Gary Trent Jr.,26.0,MIL,SG,36.0,7.0,24.5,3.3,7.6,0.434,2.1,4.9,0.424,1.2,2.7,0.454,0.571,0.8,0.9,0.906,0.2,2.1,2.3,0.9,1.1,0.0,0.6,2.0,9.5,
199.0,Patrick Williams,23.0,CHI,PF,33.0,32.0,26.6,3.3,8.6,0.38,1.7,4.7,0.364,1.6,3.9,0.4,0.479,1.2,1.4,0.83,0.6,3.2,3.8,2.2,0.8,0.6,1.4,1.4,9.4,
200.0,Clint Capela,30.0,ATL,C,41.0,41.0,22.8,4.2,7.3,0.568,0.0,0.0,,4.2,7.3,0.568,0.568,1.0,1.8,0.52,3.1,5.8,9.0,1.2,0.6,1.0,0.9,2.0,9.3,
201.0,Dalton Knecht,23.0,LAL,SF,40.0,12.0,21.3,3.4,7.4,0.453,1.5,4.5,0.339,1.8,2.9,0.629,0.556,1.1,1.3,0.808,0.6,2.6,3.2,1.0,0.4,0.1,0.5,1.3,9.3,
202.0,Miles McBride,24.0,NYK,PG,33.0,0.0,23.8,3.3,7.7,0.424,1.8,4.6,0.388,1.5,3.1,0.476,0.539,0.9,1.2,0.816,0.8,1.7,2.5,2.9,0.8,0.2,0.8,1.5,9.3,
203.0,Julian Strawther,22.0,DEN,SG,42.0,0.0,22.0,3.3,7.5,0.441,1.5,4.0,0.373,1.8,3.4,0.521,0.542,1.3,1.5,0.855,0.3,1.9,2.2,1.4,0.7,0.3,0.8,2.5,9.3,
204.0,Dorian Finney-Smith,31.0,2TM,PF,27.0,20.0,27.5,3.2,7.2,0.448,2.1,4.9,0.421,1.1,2.3,0.508,0.593,0.7,1.1,0.655,1.5,2.6,4.1,1.5,0.9,0.4,0.8,2.6,9.2,
204.0,Dorian Finney-Smith,31.0,BRK,PF,20.0,20.0,29.0,3.7,8.0,0.459,2.4,5.4,0.435,1.3,2.6,0.51,0.607,0.8,1.2,0.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,
204.0,Dorian Finney-Smith,31.0,LAL,PF,7.0,0.0,23.4,2.0,5.0,0.4,1.3,3.6,0.36,0.7,1.4,0.5,0.529,0.6,0.7,0.8,1.3,1.6,2.9,1.3,0.9,0.0,0.4,2.4,5.9,
205.0,Isaiah Joe,25.0,OKC,SG,40.0,11.0,20.6,3.3,7.7,0.423,2.3,6.0,0.388,0.9,1.7,0.552,0.575,0.4,0.5,0.75,0.4,2.1,2.5,1.4,0.8,0.2,0.5,1.6,9.2,
206.0,Marcus Smart,30.0,MEM,PG,18.0,6.0,21.2,2.9,7.9,0.373,1.6,4.8,0.333,1.3,3.1,0.436,0.475,1.7,2.0,0.833,0.8,1.6,2.3,3.8,1.3,0.3,1.9,1.7,9.2,
207.0,Jalen Wilson,24.0,BRK,PF,42.0,9.0,26.8,3.2,8.1,0.39,1.4,4.5,0.321,1.7,3.7,0.474,0.478,1.5,1.7,0.873,1.0,2.3,3.3,1.7,0.5,0.0,1.1,2.3,9.2,
208.0,Anthony Black,21.0,ORL,PG,40.0,3.0,24.3,3.1,7.6,0.41,0.6,2.4,0.242,2.6,5.3,0.486,0.448,2.2,3.0,0.742,0.6,2.1,2.6,3.6,1.0,0.6,2.1,2.3,9.1,
209.0,Kentavious Caldwell-Pope,31.0,ORL,SG,42.0,42.0,30.3,3.2,7.7,0.41,1.5,4.9,0.316,1.6,2.8,0.576,0.511,1.2,1.3,0.909,0.3,1.6,2.0,2.0,1.6,0.6,0.9,1.9,9.1,
210.0,Luke Kennard,28.0,MEM,SG,29.0,1.0,21.4,3.0,6.4,0.46,2.1,4.4,0.465,0.9,2.0,0.448,0.62,1.1,1.2,0.889,0.7,2.4,3.0,3.2,0.6,0.1,0.9,0.8,9.1,
211.0,Dereck Lively II,20.0,DAL,C,32.0,25.0,24.0,3.9,5.5,0.701,0.0,0.0,,3.9,5.5,0.701,0.701,1.4,2.2,0.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,
212.0,Caleb Martin,29.0,PHI,SF,31.0,24.0,30.4,3.3,7.5,0.435,1.1,2.8,0.379,2.2,4.7,0.469,0.506,1.5,2.4,0.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,
213.0,Yves Missi,20.0,NOP,C,41.0,35.0,27.1,3.6,6.4,0.561,0.0,0.0,0.0,3.6,6.4,0.563,0.561,1.9,2.9,0.661,3.6,4.5,8.2,1.4,0.6,1.4,1.2,2.3,9.1,
