Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
15.0,Paolo Banchero,22.0,ORL,PF,10.0,10.0,32.0,8.4,18.2,0.462,1.9,5.3,0.358,6.5,12.9,0.504,0.514,6.5,9.5,0.684,1.7,5.8,7.5,4.8,0.7,0.8,3.0,2.0,25.2,
16.0,Damian Lillard,34.0,MIL,PG,34.0,34.0,36.1,7.7,17.1,0.449,3.5,8.9,0.392,4.2,8.3,0.511,0.551,6.1,6.6,0.92,0.5,3.9,4.4,7.1,1.3,0.2,2.9,1.9,25.0,
17.0,Cam Thomas,23.0,BRK,SG,19.0,17.0,32.3,7.9,17.7,0.448,2.8,7.6,0.375,5.1,10.2,0.503,0.528,5.9,6.8,0.876,0.5,3.1,3.6,3.4,0.7,0.1,2.7,1.9,24.7,
18.0,Joel Embiid,30.0,PHI,C,13.0,13.0,29.5,7.6,16.8,0.452,1.2,3.8,0.327,6.4,13.1,0.488,0.489,7.9,8.6,0.92,1.7,6.2,7.9,3.8,0.8,1.0,3.2,2.2,24.4,
19.0,Franz Wagner,23.0,ORL,SF,25.0,25.0,33.2,8.8,18.9,0.465,2.0,6.4,0.321,6.8,12.6,0.538,0.519,4.8,5.4,0.881,0.9,4.7,5.6,5.7,1.7,0.5,2.4,2.3,24.4,
20.0,Victor Wembanyama,21.0,SAS,C,36.0,36.0,33.1,8.9,18.9,0.473,3.2,9.1,0.354,5.7,9.8,0.584,0.558,3.3,3.9,0.845,1.8,9.0,10.8,3.7,1.1,4.0,3.4,2.2,24.4,
21.0,Cade Cunningham,23.0,DET,PG,38.0,38.0,35.6,9.1,20.2,0.45,2.4,6.5,0.368,6.7,13.7,0.489,0.509,3.7,4.6,0.805,0.9,5.6,6.5,9.4,0.9,0.8,4.4,2.8,24.3,
22.0,Tyler Herro,25.0,MIA,SG,41.0,41.0,35.3,8.3,17.4,0.478,3.9,9.6,0.407,4.4,7.9,0.565,0.59,3.5,4.0,0.866,0.3,5.4,5.7,5.0,0.7,0.1,2.4,1.4,24.0,
23.0,Kyrie Irving,32.0,DAL,SG,32.0,32.0,35.5,8.8,18.3,0.481,3.0,6.9,0.432,5.8,11.4,0.511,0.563,3.3,3.7,0.897,1.0,3.5,4.6,4.8,1.3,0.4,2.3,2.2,23.9,
24.0,LeBron James,40.0,LAL,SF,37.0,37.0,34.9,9.2,17.8,0.514,2.3,5.7,0.4,6.9,12.1,0.568,0.578,3.2,4.2,0.758,0.9,6.5,7.4,8.9,0.9,0.6,3.8,1.5,23.8,
25.0,Zach LaVine,29.0,CHI,SF,38.0,38.0,34.0,8.7,16.9,0.513,3.2,7.1,0.451,5.5,9.9,0.557,0.607,3.2,3.9,0.818,0.3,4.6,4.9,4.6,0.9,0.3,2.9,1.5,23.7,
26.0,Norman Powell,31.0,LAC,SG,34.0,34.0,32.7,8.2,16.6,0.493,3.5,7.9,0.446,4.6,8.7,0.536,0.599,3.8,4.5,0.831,0.3,3.1,3.5,2.2,1.3,0.1,2.1,1.9,23.6,
27.0,Jaylen Brown,28.0,BOS,SF,35.0,35.0,35.7,8.5,19.0,0.449,2.0,6.3,0.32,6.5,12.6,0.514,0.502,4.3,5.6,0.764,1.6,4.5,6.1,4.9,1.3,0.3,2.8,2.4,23.3,
28.0,Trae Young,26.0,ATL,PG,38.0,38.0,35.8,7.0,17.4,0.403,2.9,8.6,0.344,4.1,8.8,0.461,0.488,6.2,7.1,0.871,0.5,2.9,3.4,11.8,1.3,0.2,4.3,1.9,23.2,
29.0,Donovan Mitchell,28.0,CLE,SG,39.0,39.0,31.2,8.1,18.2,0.446,3.7,9.2,0.401,4.5,9.1,0.492,0.546,3.2,3.8,0.826,0.6,3.9,4.5,4.5,1.4,0.2,2.0,2.0,23.1,
30.0,Stephen Curry,36.0,GSW,PG,33.0,33.0,31.8,7.7,17.1,0.45,4.4,10.8,0.411,3.3,6.4,0.514,0.579,3.2,3.4,0.938,0.5,4.5,5.0,6.2,1.2,0.5,3.0,1.2,23.0,
31.0,Jaren Jackson Jr.,25.0,MEM,C,40.0,40.0,29.3,8.2,16.8,0.49,1.8,5.2,0.344,6.4,11.6,0.556,0.544,4.3,5.6,0.776,1.5,4.8,6.3,2.1,1.5,1.7,2.3,3.3,22.6,
32.0,RJ Barrett,24.0,TOR,SG,34.0,34.0,33.6,8.3,18.0,0.462,1.8,5.6,0.328,6.5,12.4,0.521,0.512,4.0,5.8,0.689,1.0,5.6,6.6,6.0,0.8,0.4,3.2,2.5,22.4,
33.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,
34.0,Zion Williamson,24.0,NOP,PF,10.0,10.0,28.9,8.2,16.9,0.485,0.2,1.0,0.2,8.0,15.9,0.503,0.491,5.3,8.5,0.624,3.4,4.8,8.2,5.4,1.2,1.2,3.4,2.9,21.9,
35.0,Jalen Green,22.0,HOU,SG,41.0,41.0,32.9,7.5,17.2,0.438,2.9,8.0,0.363,4.6,9.2,0.503,0.522,3.6,4.1,0.876,0.6,3.8,4.4,2.6,1.0,0.3,2.4,1.7,21.6,
36.0,CJ McCollum,33.0,NOP,PG,30.0,30.0,33.3,8.1,18.2,0.446,3.1,8.4,0.372,5.0,9.8,0.51,0.532,2.2,3.2,0.698,0.8,2.8,3.6,3.8,0.8,0.5,1.6,2.3,21.6,
37.0,Jordan Poole,25.0,WAS,SG,34.0,34.0,30.9,7.0,16.1,0.432,3.7,9.1,0.405,3.3,7.1,0.467,0.546,3.9,4.6,0.859,0.4,2.5,2.9,4.7,1.5,0.4,3.6,3.3,21.6,
38.0,DeMar DeRozan,35.0,SAC,SF,37.0,37.0,35.7,8.0,16.8,0.479,0.8,2.6,0.316,7.2,14.2,0.509,0.503,4.7,5.4,0.865,0.5,3.3,3.8,3.8,1.2,0.4,1.5,2.1,21.5,
39.0,Trey Murphy III,24.0,NOP,SF,27.0,25.0,34.7,7.2,15.9,0.451,3.1,8.6,0.356,4.1,7.3,0.563,0.548,4.0,4.4,0.916,1.0,3.9,4.9,2.9,1.2,0.7,1.6,2.4,21.5,
40.0,James Harden,35.0,LAC,PG,39.0,39.0,33.5,6.3,15.8,0.397,2.8,8.2,0.349,3.4,7.7,0.448,0.487,6.0,6.8,0.887,0.6,5.2,5.8,8.1,1.4,0.6,4.6,2.0,21.4,
41.0,Ja Morant,25.0,MEM,PG,24.0,24.0,28.4,7.3,16.3,0.45,1.5,4.9,0.314,5.8,11.4,0.509,0.497,5.2,6.3,0.821,0.7,3.6,4.3,7.5,1.3,0.3,3.9,1.8,21.4,
42.0,Darius Garland,25.0,CLE,PG,40.0,40.0,30.2,7.6,15.1,0.499,2.9,6.9,0.424,4.6,8.2,0.562,0.596,3.2,3.5,0.907,0.5,2.0,2.5,6.8,1.1,0.2,2.4,2.1,21.2,
43.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,
44.0,Domantas Sabonis,28.0,SAC,C,39.0,39.0,36.0,8.2,13.6,0.605,1.2,2.4,0.484,7.1,11.2,0.631,0.647,3.2,4.2,0.767,3.9,10.3,14.2,6.3,0.7,0.5,2.9,3.6,20.8,
45.0,Jalen Williams,23.0,OKC,SG,41.0,41.0,32.4,8.0,16.9,0.475,1.7,5.0,0.338,6.3,11.9,0.532,0.525,2.9,3.7,0.781,0.8,4.9,5.7,5.2,1.8,0.7,2.3,2.5,20.6,
46.0,Nikola Vučević,34.0,CHI,C,42.0,42.0,32.3,8.4,15.0,0.558,2.0,4.7,0.416,6.4,10.3,0.622,0.623,1.8,2.2,0.815,2.4,8.0,10.4,3.4,0.8,0.6,1.5,2.4,20.5,
47.0,Lauri Markkanen,27.0,UTA,PF,31.0,31.0,31.7,6.3,14.8,0.428,3.1,8.4,0.365,3.3,6.4,0.51,0.532,4.4,5.0,0.883,1.7,4.4,6.1,1.9,0.8,0.3,1.4,1.7,20.1,
48.0,Jamal Murray,27.0,DEN,PG,36.0,36.0,35.9,7.4,16.3,0.454,2.2,5.8,0.382,5.2,10.5,0.493,0.521,3.1,3.6,0.862,0.5,3.4,3.9,6.0,1.5,0.6,2.3,1.7,20.1,
49.0,Pascal Siakam,30.0,IND,PF,43.0,43.0,33.3,7.8,14.9,0.523,1.7,4.3,0.405,6.0,10.6,0.57,0.581,2.9,3.8,0.745,1.7,5.6,7.3,3.4,0.9,0.3,1.2,2.6,20.1,
50.0,Scottie Barnes,23.0,TOR,PF,29.0,29.0,34.8,7.7,16.7,0.463,1.4,5.2,0.272,6.3,11.5,0.55,0.505,3.1,4.2,0.73,1.7,6.3,8.0,6.6,1.5,0.9,3.4,2.2,19.9,
51.0,Jalen Johnson,23.0,ATL,SF,33.0,33.0,36.4,7.8,15.4,0.509,1.3,4.1,0.326,6.5,11.3,0.575,0.552,2.7,3.6,0.742,1.8,8.4,10.2,5.2,1.5,1.1,3.0,1.9,19.7,
52.0,Cameron Johnson,28.0,BRK,PF,34.0,34.0,32.2,6.5,12.9,0.5,3.2,7.6,0.426,3.2,5.4,0.604,0.625,3.3,3.7,0.897,0.7,3.4,4.1,3.0,0.8,0.4,1.7,1.8,19.5,
53.0,Alperen Şengün,22.0,HOU,C,41.0,41.0,31.4,7.8,15.8,0.491,0.3,1.5,0.233,7.4,14.3,0.518,0.502,3.6,5.0,0.712,3.4,7.1,10.5,5.1,1.4,0.9,2.5,2.8,19.4,
54.0,De'Andre Hunter,27.0,ATL,SF,28.0,2.0,28.0,6.3,13.2,0.473,2.7,6.4,0.419,3.6,6.8,0.524,0.574,4.1,4.8,0.858,0.7,3.3,4.0,1.5,0.9,0.1,1.4,2.4,19.3,
55.0,Julius Randle,30.0,MIN,PF,42.0,42.0,33.0,6.7,14.0,0.479,1.6,4.6,0.342,5.1,9.4,0.546,0.535,4.3,5.3,0.812,2.1,5.2,7.2,4.5,0.6,0.2,3.0,2.5,19.3,
56.0,Daeqwon Plowden,26.0,ATL,SG,1.0,0.0,25.0,7.0,8.0,0.875,5.0,6.0,0.833,2.0,2.0,1.0,1.188,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,19.0,
57.0,Kristaps Porziņģis,29.0,BOS,C,18.0,18.0,28.4,6.2,13.4,0.465,2.2,5.8,0.381,4.0,7.6,0.529,0.548,4.1,4.9,0.831,1.9,5.2,7.1,1.6,0.7,1.5,1.0,2.5,18.8,
58.0,Evan Mobley,23.0,CLE,PF,38.0,38.0,30.2,7.1,12.4,0.573,1.2,2.8,0.421,5.9,9.6,0.617,0.621,3.2,4.1,0.774,2.1,6.8,8.8,2.9,0.9,1.4,2.0,2.0,18.6,
59.0,Miles Bridges,26.0,CHO,PF,25.0,25.0,31.5,6.6,15.4,0.431,2.0,6.6,0.307,4.6,8.8,0.525,0.497,3.1,3.4,0.895,0.9,6.7,7.6,3.6,0.7,0.6,2.0,1.7,18.4,
60.0,Austin Reaves,26.0,LAL,SG,35.0,35.0,34.9,6.2,13.9,0.445,2.6,7.1,0.369,3.5,6.7,0.525,0.54,3.4,4.1,0.833,0.9,3.3,4.2,6.0,1.1,0.2,2.5,2.1,18.4,
61.0,Collin Sexton,26.0,UTA,SG,39.0,37.0,28.9,6.6,13.7,0.48,1.9,4.6,0.416,4.7,9.1,0.513,0.55,3.3,3.6,0.901,0.9,1.9,2.8,4.0,0.7,0.1,2.5,2.2,18.3,
62.0,Michael Porter Jr.,26.0,DEN,SF,42.0,42.0,33.5,6.9,13.4,0.514,2.6,6.2,0.416,4.3,7.1,0.6,0.611,1.9,2.6,0.709,1.5,5.0,6.5,2.4,0.6,0.5,1.4,1.9,18.2,
63.0,Coby White,24.0,CHI,SG,40.0,40.0,32.6,6.2,14.3,0.437,3.0,8.3,0.364,3.2,6.0,0.538,0.542,2.8,3.2,0.874,0.4,3.1,3.4,4.7,1.0,0.2,2.4,2.3,18.2,
64.0,Shaedon Sharpe,21.0,POR,SG,34.0,31.0,31.6,6.8,15.1,0.451,1.9,6.2,0.311,4.9,8.8,0.55,0.516,2.6,3.3,0.802,0.7,3.1,3.9,2.7,0.8,0.3,2.0,1.8,18.1,
65.0,Anfernee Simons,25.0,POR,SG,38.0,38.0,31.9,6.4,15.4,0.42,2.9,8.0,0.361,3.6,7.3,0.484,0.514,2.2,2.4,0.914,0.3,2.4,2.7,4.9,0.9,0.1,2.3,1.9,18.0,
66.0,Mikal Bridges,28.0,NYK,SF,43.0,43.0,39.0,7.3,15.0,0.489,2.4,6.9,0.351,4.9,8.1,0.606,0.57,0.8,1.1,0.714,0.9,2.2,3.2,3.2,1.0,0.5,1.5,1.4,17.9,
67.0,John Collins,27.0,UTA,PF,27.0,18.0,29.9,6.6,12.5,0.525,1.4,3.3,0.438,5.1,9.2,0.556,0.583,3.4,3.9,0.867,2.3,5.9,8.3,2.5,1.1,0.9,2.5,2.9,17.9,
68.0,Tyrese Haliburton,24.0,IND,PG,42.0,42.0,34.5,6.1,13.8,0.444,2.8,8.0,0.355,3.3,5.9,0.565,0.546,2.8,3.2,0.859,0.6,3.0,3.6,8.8,1.2,0.6,1.9,1.3,17.9,
69.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,
70.0,Malik Monk,26.0,SAC,SG,34.0,21.0,31.4,6.3,14.3,0.441,2.4,7.0,0.343,3.9,7.2,0.537,0.526,2.6,2.9,0.89,0.4,3.3,3.6,5.5,1.0,0.5,1.9,2.5,17.6,
71.0,Bradley Beal,31.0,PHO,SG,29.0,23.0,32.9,6.8,14.1,0.485,2.1,5.4,0.385,4.8,8.7,0.548,0.559,1.8,2.3,0.75,0.7,2.9,3.6,3.3,1.1,0.7,1.9,2.6,17.5,
72.0,Desmond Bane,26.0,MEM,SG,33.0,32.0,29.4,6.5,13.2,0.49,2.2,5.8,0.37,4.3,7.4,0.584,0.571,2.2,2.6,0.859,0.8,4.8,5.6,5.2,1.3,0.5,2.6,2.5,17.3,
73.0,Jimmy Butler,35.0,MIA,PF,24.0,24.0,30.8,5.8,10.6,0.543,0.5,1.5,0.343,5.3,9.1,0.575,0.567,5.2,6.5,0.796,2.2,3.1,5.3,4.7,1.1,0.4,1.2,1.0,17.2,
74.0,Paul George,34.0,PHI,PF,27.0,27.0,32.7,6.3,14.8,0.423,2.4,6.8,0.355,3.9,8.0,0.479,0.504,2.3,2.7,0.824,0.7,5.2,5.9,4.7,1.8,0.4,2.7,2.6,17.2,
75.0,Andrew Wiggins,29.0,GSW,SF,35.0,35.0,29.5,6.0,13.2,0.456,2.2,5.6,0.391,3.8,7.6,0.504,0.539,2.9,3.7,0.779,1.5,3.0,4.5,2.3,0.9,0.8,1.3,1.7,17.2,
76.0,Jonathan Kuminga,22.0,GSW,PF,32.0,10.0,26.0,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9,16.8,
77.0,Dejounte Murray,28.0,NOP,PG,26.0,26.0,33.0,6.2,15.9,0.386,1.8,5.8,0.305,4.4,10.1,0.433,0.442,2.8,3.4,0.809,0.5,5.9,6.5,7.5,2.2,0.4,3.6,2.0,16.8,
78.0,Chet Holmgren,22.0,OKC,C,10.0,10.0,26.5,5.6,11.1,0.505,1.4,3.7,0.378,4.2,7.4,0.568,0.568,3.8,4.9,0.776,1.6,7.1,8.7,2.0,0.8,2.6,2.3,1.8,16.4,
79.0,Jalen Suggs,23.0,ORL,PG,34.0,34.0,29.0,5.7,13.9,0.41,2.2,7.0,0.312,3.5,6.9,0.508,0.488,2.9,3.1,0.907,0.7,3.4,4.1,3.7,1.5,1.0,2.9,2.7,16.4,
80.0,Keyonte George,21.0,UTA,PG,30.0,30.0,31.3,5.5,13.9,0.398,2.8,7.9,0.356,2.7,6.0,0.453,0.499,2.5,3.1,0.787,0.5,2.9,3.4,5.6,0.8,0.2,3.1,1.8,16.3,
81.0,Bennedict Mathurin,22.0,IND,SG,42.0,37.0,32.6,5.7,12.4,0.463,1.5,4.2,0.358,4.2,8.2,0.517,0.524,3.3,4.1,0.819,1.2,4.8,6.0,2.0,0.6,0.4,2.1,2.6,16.3,
82.0,Devin Vassell,24.0,SAS,SG,26.0,15.0,29.7,6.1,13.9,0.438,2.3,6.2,0.366,3.8,7.7,0.495,0.519,1.8,2.4,0.774,0.8,3.0,3.8,3.1,1.2,0.5,1.7,1.6,16.3,
83.0,Immanuel Quickley,25.0,TOR,PG,9.0,9.0,28.4,5.3,14.1,0.378,2.2,6.4,0.345,3.1,7.7,0.406,0.457,3.3,3.6,0.938,0.1,2.1,2.2,6.1,0.7,0.1,1.8,1.8,16.2,
84.0,Derrick White,30.0,BOS,SG,40.0,40.0,33.9,5.6,12.8,0.435,3.3,9.0,0.369,2.3,3.8,0.588,0.564,1.7,2.1,0.829,0.9,3.4,4.4,4.1,0.9,1.2,1.7,2.0,16.2,
85.0,Malik Beasley,28.0,DET,SG,42.0,11.0,28.1,5.7,13.4,0.424,3.7,9.2,0.398,2.0,4.1,0.483,0.561,1.1,1.6,0.676,0.5,2.4,3.0,1.8,0.9,0.0,1.1,1.5,16.1,
86.0,Gradey Dick,21.0,TOR,SG,36.0,36.0,30.5,5.5,13.4,0.409,2.3,6.8,0.346,3.2,6.7,0.473,0.496,2.8,3.1,0.901,0.8,2.6,3.4,2.1,0.9,0.2,1.6,2.3,16.1,
87.0,OG Anunoby,27.0,NYK,PF,43.0,43.0,36.6,6.1,12.9,0.472,2.0,5.9,0.345,4.0,7.0,0.578,0.551,1.9,2.4,0.794,1.3,3.5,4.8,2.0,1.3,0.9,1.4,2.4,16.0,
88.0,Jordan Clarkson,32.0,UTA,SG,22.0,3.0,25.5,5.4,13.1,0.413,1.9,5.5,0.339,3.5,7.6,0.467,0.484,3.3,4.1,0.811,0.6,2.7,3.4,3.8,0.9,0.3,2.5,1.5,16.0,
89.0,Bam Adebayo,27.0,MIA,C,40.0,40.0,33.8,6.1,13.3,0.454,0.7,2.5,0.277,5.4,10.8,0.495,0.48,2.9,4.0,0.72,2.4,7.4,9.7,4.6,1.5,0.8,2.1,2.1,15.7,
90.0,Myles Turner,28.0,IND,C,40.0,40.0,31.2,5.6,11.4,0.49,2.1,5.1,0.404,3.6,6.4,0.559,0.58,2.2,3.0,0.739,1.4,5.7,7.1,1.5,0.8,2.0,2.0,2.9,15.5,
91.0,Dennis Schröder,31.0,2TM,SG,39.0,39.0,31.3,5.4,12.8,0.419,2.1,5.8,0.352,3.3,7.0,0.474,0.499,2.5,2.9,0.866,0.3,2.3,2.6,5.7,1.0,0.2,2.4,2.6,15.3,
91.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,
91.0,Dennis Schröder,31.0,GSW,SG,16.0,16.0,28.1,3.9,11.0,0.358,1.4,4.8,0.286,2.6,6.2,0.414,0.42,1.6,1.9,0.806,0.4,1.6,2.1,4.5,0.8,0.1,2.1,2.8,10.8,
92.0,Jared McCain,20.0,PHI,SG,23.0,8.0,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,
93.0,Ivica Zubac,27.0,LAC,C,41.0,41.0,31.9,6.7,10.9,0.615,0.0,0.0,,6.7,10.9,0.615,0.615,1.6,2.9,0.559,3.8,8.9,12.7,2.6,0.7,1.2,1.8,1.9,15.0,
94.0,Jerami Grant,30.0,POR,PF,31.0,31.0,32.4,4.8,12.5,0.383,2.4,6.3,0.379,2.4,6.2,0.387,0.479,2.9,3.5,0.833,0.5,3.0,3.5,2.2,0.8,1.0,1.5,2.3,14.8,
95.0,Jakob Poeltl,29.0,TOR,C,37.0,36.0,31.8,6.5,10.6,0.611,0.0,0.1,0.0,6.5,10.5,0.614,0.611,1.9,2.9,0.639,3.7,6.9,10.6,2.6,1.2,1.2,2.0,3.3,14.8,
96.0,Fred VanVleet,30.0,HOU,PG,38.0,38.0,35.6,5.2,13.4,0.386,2.5,7.6,0.332,2.7,5.8,0.457,0.48,1.9,2.4,0.813,0.7,3.4,4.1,6.0,1.7,0.5,1.5,2.5,14.8,
97.0,Payton Pritchard,27.0,BOS,PG,42.0,0.0,27.8,5.1,10.8,0.471,3.4,8.0,0.417,1.7,2.7,0.632,0.627,1.1,1.3,0.836,1.4,2.2,3.6,3.3,0.9,0.1,1.0,1.7,14.6,
98.0,Mark Williams,23.0,CHO,C,16.0,13.0,22.4,5.8,9.1,0.641,0.0,0.1,0.0,5.8,9.0,0.646,0.641,2.9,3.8,0.754,3.1,6.1,9.3,2.2,0.6,1.0,1.1,2.3,14.5,
99.0,Kyle Kuzma,29.0,WAS,PF,24.0,22.0,27.4,5.7,13.4,0.425,1.2,4.5,0.257,4.5,8.9,0.512,0.469,1.8,3.0,0.606,0.8,4.5,5.3,2.5,0.8,0.2,2.4,1.7,14.4,
100.0,Josh Hart,29.0,NYK,SG,42.0,42.0,37.8,5.3,9.5,0.556,1.3,3.5,0.363,4.0,6.1,0.667,0.622,2.3,2.8,0.814,2.2,7.4,9.5,5.5,1.5,0.4,2.0,2.7,14.2,
101.0,Jarrett Allen,26.0,CLE,C,41.0,41.0,28.9,5.8,8.1,0.709,0.0,0.0,0.0,5.8,8.1,0.711,0.709,2.6,3.5,0.741,2.5,7.4,10.0,1.9,1.0,0.9,1.0,1.4,14.1,
102.0,Deni Avdija,24.0,POR,SF,39.0,21.0,28.2,4.8,10.4,0.462,1.5,4.2,0.354,3.3,6.2,0.535,0.533,3.0,3.8,0.785,1.3,5.2,6.5,3.3,1.0,0.6,2.4,2.2,14.1,
103.0,Tre Mann,23.0,CHO,PG,13.0,0.0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,
104.0,Christian Braun,23.0,DEN,SG,41.0,41.0,33.0,5.4,9.5,0.567,0.9,2.5,0.369,4.4,7.0,0.639,0.616,2.1,2.6,0.819,1.2,3.5,4.8,1.9,1.0,0.6,1.0,2.3,13.8,
105.0,Malcolm Brogdon,32.0,WAS,PG,18.0,13.0,24.8,4.8,10.8,0.443,0.8,2.7,0.313,3.9,8.1,0.486,0.482,3.4,3.9,0.886,0.9,3.1,4.1,3.9,0.6,0.3,1.7,1.4,13.8,
106.0,Klay Thompson,34.0,DAL,SF,37.0,37.0,27.5,4.9,12.0,0.411,3.0,7.8,0.379,1.9,4.1,0.471,0.535,0.9,1.0,0.919,0.6,2.8,3.4,2.0,0.9,0.4,1.4,1.2,13.7,
107.0,Kawhi Leonard,33.0,LAC,SF,5.0,5.0,21.8,5.4,11.0,0.491,1.2,3.4,0.353,4.2,7.6,0.553,0.545,1.6,2.0,0.8,0.6,2.0,2.6,1.6,1.2,0.0,1.0,0.4,13.6,
108.0,Kelly Oubre Jr.,29.0,PHI,SF,38.0,35.0,33.6,5.2,11.4,0.456,1.2,4.3,0.287,3.9,7.1,0.56,0.51,2.0,2.7,0.748,1.6,4.3,5.9,1.6,1.4,0.5,1.3,2.9,13.6,
