Rank_x,Player,Age_x,Team,Pos_x,G_x,GS_x,MP_per_game,FG_per_game,FGA_per_game,FG%_per_game,3P_per_game,3PA_per_game,3P%_per_game,2P_per_game,2PA_per_game,2P%_per_game,eFG%_per_game,FT_per_game,FTA_per_game,FT%_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,Awards_per_game,Season,Rank_y,Age_y,Pos_y,G_y,GS_y,MP_advanced,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,Awards_advanced,Rank,Age,Pos,G,GS,MP_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,TOV_totals,PF_totals,PTS_totals,Trp-Dbl_totals,Awards_totals,Tm,Record,Seed,win_pct
24.0,Zach LaVine,29.0,CHI,SF,42.0,42.0,34.1,8.6,16.9,0.511,3.2,7.3,0.446,5.4,9.6,0.56,0.607,3.5,4.3,0.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24.0,,2024-25,34.0,29.0,SF,42.0,42.0,1432.0,18.5,0.637,0.43,0.256,0.9,13.7,7.4,20.9,1.3,0.6,13.3,26.6,2.0,0.9,2.9,0.097,2.6,-1.3,1.4,1.2,,19.0,29.0,SF,42.0,42.0,1432.0,363.0,710.0,0.511,136.0,305.0,0.446,227.0,405.0,0.56,0.607,145.0,182.0,0.797,12.0,190.0,202.0,189.0,39.0,10.0,121.0,64.0,1007.0,0.0,,Chicago Bulls,27-38,22.0,0.4153846153846154
26.0,Tyler Herro,25.0,MIA,SG,61.0,61.0,35.6,8.3,18.1,0.458,3.5,9.5,0.37,4.8,8.6,0.556,0.556,3.6,4.2,0.857,0.4,5.0,5.4,5.7,0.8,0.2,2.6,1.3,23.8,,2024-25,7.0,25.0,SG,61.0,61.0,2173.0,19.0,0.595,0.525,0.234,1.2,15.2,8.3,27.4,1.1,0.6,11.5,28.1,3.3,2.1,5.3,0.118,3.6,-0.9,2.7,2.6,,10.0,25.0,SG,61.0,61.0,2173.0,507.0,1106.0,0.458,215.0,581.0,0.37,292.0,525.0,0.556,0.556,222.0,259.0,0.857,23.0,305.0,328.0,347.0,50.0,13.0,158.0,77.0,1451.0,0.0,,Miami Heat,29-35,20.0,0.453125
27.0,Norman Powell,31.0,LAC,SG,46.0,46.0,33.0,8.3,16.7,0.494,3.3,7.7,0.424,5.0,9.0,0.554,0.592,4.0,4.8,0.821,0.4,3.1,3.5,2.2,1.3,0.2,2.0,1.9,23.8,,2024-25,113.0,31.0,SG,46.0,46.0,1520.0,19.4,0.631,0.463,0.29,1.3,10.6,5.9,11.2,1.9,0.5,9.7,27.4,2.8,1.8,4.6,0.144,3.0,-0.1,2.9,1.9,,41.0,31.0,SG,46.0,46.0,1520.0,380.0,769.0,0.494,151.0,356.0,0.424,229.0,413.0,0.554,0.592,183.0,223.0,0.821,17.0,144.0,161.0,101.0,60.0,8.0,93.0,86.0,1094.0,0.0,,Los Angeles Clippers,35-29,14.0,0.546875
29.0,Trae Young,26.0,ATL,PG,60.0,60.0,36.2,7.4,18.2,0.404,2.8,8.6,0.325,4.6,9.6,0.476,0.481,6.3,7.3,0.867,0.4,2.7,3.1,11.5,1.1,0.2,4.8,2.0,23.8,,2024-25,8.0,26.0,PG,60.0,60.0,2172.0,17.4,0.557,0.474,0.401,1.3,8.2,4.6,46.3,1.5,0.5,18.3,29.5,2.6,1.0,3.6,0.08,2.6,-2.9,-0.3,0.9,,12.0,26.0,PG,60.0,60.0,2172.0,441.0,1091.0,0.404,168.0,517.0,0.325,273.0,574.0,0.476,0.481,379.0,437.0,0.867,26.0,159.0,185.0,692.0,68.0,11.0,287.0,122.0,1429.0,0.0,,Atlanta Hawks,31-34,17.0,0.47692307692307695
30.0,De'Aaron Fox,27.0,SAC,PG,45.0,45.0,37.0,9.2,19.6,0.469,2.0,6.4,0.322,7.2,13.3,0.539,0.521,4.5,5.5,0.829,1.0,4.0,5.0,6.1,1.5,0.4,3.0,2.6,25.0,,2024-25,5.0,27.0,PG,45.0,45.0,1663.0,19.0,0.567,0.324,0.279,3.0,12.0,7.5,25.8,1.9,1.2,11.8,28.9,2.3,1.4,3.7,0.107,2.0,-0.8,1.2,1.3,,13.0,27.0,PG,45.0,45.0,1663.0,414.0,883.0,0.469,92.0,286.0,0.322,322.0,597.0,0.539,0.521,204.0,246.0,0.829,45.0,180.0,225.0,276.0,66.0,20.0,133.0,118.0,1124.0,0.0,,Sacramento Kings,33-31,15.0,0.515625
31.0,Jaylen Brown,28.0,BOS,SF,54.0,54.0,35.4,8.6,18.7,0.461,1.9,5.9,0.321,6.7,12.8,0.526,0.512,4.1,5.4,0.759,1.5,4.6,6.1,4.8,1.3,0.3,2.7,2.5,23.3,,2024-25,46.0,28.0,SF,54.0,54.0,1911.0,18.1,0.552,0.315,0.291,4.5,14.2,9.3,22.0,1.8,0.8,11.4,29.4,2.1,2.5,4.6,0.114,0.5,-0.5,0.0,1.0,,26.0,28.0,SF,54.0,54.0,1911.0,466.0,1010.0,0.461,102.0,318.0,0.321,364.0,692.0,0.526,0.512,223.0,294.0,0.759,79.0,250.0,329.0,259.0,68.0,16.0,146.0,135.0,1257.0,0.0,,Boston Celtics,47-18,3.0,0.7230769230769231
33.0,James Harden,35.0,LAC,PG,61.0,61.0,34.9,6.5,16.5,0.394,3.0,8.7,0.34,3.5,7.8,0.455,0.484,6.3,7.2,0.873,0.7,5.1,5.8,8.6,1.5,0.6,4.5,2.0,22.2,,2024-25,16.0,35.0,PG,61.0,61.0,2131.0,18.8,0.566,0.527,0.439,2.1,16.4,9.3,37.3,2.1,1.8,18.7,30.0,1.8,3.2,5.0,0.113,2.7,0.5,3.2,2.8,,20.0,35.0,PG,61.0,61.0,2131.0,396.0,1005.0,0.394,180.0,530.0,0.34,216.0,475.0,0.455,0.484,385.0,441.0,0.873,40.0,313.0,353.0,523.0,90.0,39.0,276.0,125.0,1357.0,2.0,,Los Angeles Clippers,35-29,14.0,0.546875
35.0,DeMar DeRozan,35.0,SAC,SF,59.0,59.0,35.9,8.1,16.7,0.484,1.1,3.1,0.348,7.0,13.6,0.515,0.516,4.9,5.6,0.878,0.6,3.4,4.0,4.1,0.9,0.4,1.4,1.9,22.1,,2024-25,18.0,35.0,SF,59.0,59.0,2120.0,17.9,0.578,0.184,0.334,1.9,10.5,6.2,17.1,1.3,1.1,6.8,24.4,4.4,1.4,5.8,0.131,1.0,-1.0,0.1,1.1,,23.0,35.0,SF,59.0,59.0,2120.0,477.0,985.0,0.484,63.0,181.0,0.348,414.0,804.0,0.515,0.516,289.0,329.0,0.878,37.0,200.0,237.0,241.0,56.0,23.0,82.0,115.0,1306.0,0.0,,Sacramento Kings,33-31,15.0,0.515625
36.0,Trey Murphy III,24.0,NOP,SF,49.0,47.0,35.6,7.4,16.2,0.456,3.1,8.5,0.361,4.3,7.7,0.561,0.551,4.0,4.5,0.882,0.9,4.2,5.2,3.7,1.1,0.8,1.9,2.1,21.8,,2024-25,65.0,24.0,SF,49.0,47.0,1746.0,17.7,0.6,0.525,0.278,2.7,13.3,7.8,16.1,1.5,2.1,9.7,23.7,3.1,0.5,3.6,0.1,2.4,-1.3,1.1,1.4,,46.0,24.0,SF,49.0,47.0,1746.0,361.0,792.0,0.456,150.0,416.0,0.361,211.0,376.0,0.561,0.551,194.0,220.0,0.882,45.0,208.0,253.0,180.0,54.0,38.0,95.0,104.0,1066.0,0.0,,New Orleans Pelicans,17-48,27.0,0.26153846153846155
38.0,RJ Barrett,24.0,TOR,SF,51.0,51.0,33.1,8.1,17.1,0.472,1.9,5.3,0.361,6.2,11.8,0.522,0.528,3.5,5.5,0.649,1.0,5.5,6.5,5.7,0.8,0.3,3.0,2.5,21.6,,2024-25,78.0,24.0,SF,51.0,51.0,1687.0,16.9,0.553,0.309,0.32,3.4,18.4,10.8,27.9,1.2,0.9,13.3,28.6,0.9,1.3,2.2,0.064,1.6,-0.8,0.8,1.2,,40.0,24.0,SF,51.0,51.0,1687.0,411.0,871.0,0.472,97.0,269.0,0.361,314.0,602.0,0.522,0.528,181.0,279.0,0.649,53.0,281.0,334.0,289.0,41.0,15.0,152.0,125.0,1100.0,2.0,,Toronto Raptors,22-43,26.0,0.3384615384615385
39.0,Jamal Murray,27.0,DEN,PG,58.0,58.0,36.4,7.9,16.7,0.475,2.3,5.9,0.397,5.6,10.8,0.518,0.545,3.3,3.7,0.884,0.6,3.1,3.7,6.1,1.4,0.5,2.1,1.9,21.5,,2024-25,21.0,27.0,PG,58.0,58.0,2109.0,17.8,0.586,0.353,0.222,2.0,8.9,5.6,22.8,1.9,1.3,10.3,23.8,4.1,1.5,5.6,0.127,1.7,-1.0,0.8,1.5,,28.0,27.0,PG,58.0,58.0,2109.0,461.0,971.0,0.475,136.0,343.0,0.397,325.0,628.0,0.518,0.545,191.0,216.0,0.884,37.0,180.0,217.0,351.0,83.0,30.0,122.0,112.0,1249.0,0.0,,Denver Nuggets,42-23,4.0,0.6461538461538462
40.0,CJ McCollum,33.0,NOP,PG,49.0,49.0,33.0,8.0,17.9,0.449,3.1,8.1,0.378,4.9,9.7,0.507,0.535,2.3,3.1,0.727,0.7,3.0,3.7,3.9,0.7,0.5,1.8,2.2,21.4,,2024-25,92.0,33.0,PG,49.0,49.0,1615.0,16.0,0.556,0.455,0.176,2.3,10.1,6.1,19.4,1.0,1.4,8.6,26.9,1.5,0.1,1.6,0.046,1.4,-2.7,-1.2,0.3,,50.0,33.0,PG,49.0,49.0,1615.0,393.0,876.0,0.449,151.0,399.0,0.378,242.0,477.0,0.507,0.535,112.0,154.0,0.727,36.0,147.0,183.0,189.0,35.0,24.0,89.0,108.0,1049.0,0.0,,New Orleans Pelicans,17-48,27.0,0.26153846153846155
41.0,Jalen Williams,23.0,OKC,SG,61.0,61.0,32.6,8.1,16.9,0.478,1.8,5.0,0.362,6.3,11.9,0.528,0.532,3.3,4.2,0.791,0.9,4.6,5.5,5.3,1.7,0.7,2.2,2.4,21.3,,2024-25,33.0,23.0,SG,61.0,61.0,1987.0,20.1,0.568,0.298,0.246,2.8,14.8,8.9,24.0,2.4,2.2,10.5,27.2,3.2,3.8,6.9,0.167,2.5,1.5,4.0,3.0,,25.0,23.0,SG,61.0,61.0,1987.0,493.0,1031.0,0.478,111.0,307.0,0.362,382.0,724.0,0.528,0.532,201.0,254.0,0.791,52.0,281.0,333.0,322.0,101.0,44.0,134.0,144.0,1298.0,0.0,,Oklahoma City Thunder,53-12,2.0,0.8153846153846154
42.0,Miles Bridges,26.0,CHO,PF,50.0,50.0,32.5,7.6,17.4,0.439,2.3,7.1,0.326,5.3,10.4,0.515,0.505,3.6,4.1,0.878,1.2,6.7,7.8,3.8,0.8,0.7,2.1,1.6,21.2,,2024-25,91.0,26.0,PF,50.0,50.0,1623.0,18.4,0.551,0.405,0.235,3.7,22.6,12.8,20.9,1.2,2.1,9.9,27.8,1.6,1.7,3.3,0.098,2.8,-0.2,2.5,1.9,,47.0,26.0,PF,50.0,50.0,1623.0,382.0,871.0,0.439,115.0,353.0,0.326,267.0,518.0,0.515,0.505,180.0,205.0,0.878,58.0,333.0,391.0,189.0,38.0,34.0,106.0,80.0,1059.0,1.0,,Charlotte Hornets,16-48,28.0,0.25
43.0,Jordan Poole,25.0,WAS,SG,53.0,53.0,31.1,6.9,16.3,0.424,3.5,9.4,0.374,3.4,6.9,0.492,0.532,3.8,4.4,0.879,0.5,2.7,3.2,4.7,1.4,0.5,3.2,3.2,21.2,,2024-25,86.0,25.0,SG,53.0,53.0,1649.0,16.2,0.581,0.575,0.267,1.7,9.2,5.4,25.4,2.2,1.4,15.0,28.8,0.7,0.7,1.4,0.042,1.5,-1.4,0.1,0.9,,34.0,25.0,SG,53.0,53.0,1649.0,367.0,865.0,0.424,186.0,497.0,0.374,181.0,368.0,0.492,0.532,203.0,231.0,0.879,27.0,144.0,171.0,250.0,75.0,25.0,171.0,169.0,1123.0,0.0,,Washington Wizards,13-50,30.0,0.20634920634920634
44.0,Jalen Green,22.0,HOU,SG,65.0,65.0,33.1,7.4,17.6,0.424,2.9,8.2,0.355,4.5,9.4,0.484,0.507,3.2,3.9,0.829,0.5,3.9,4.4,3.3,0.8,0.3,2.6,1.6,21.0,,2024-25,11.0,22.0,SG,65.0,65.0,2154.0,14.7,0.545,0.467,0.22,1.7,12.7,7.1,15.3,1.2,0.8,11.8,27.1,1.3,2.6,3.9,0.087,1.0,-0.6,0.3,1.3,,18.0,22.0,SG,65.0,65.0,2154.0,484.0,1142.0,0.424,189.0,533.0,0.355,295.0,609.0,0.484,0.507,208.0,251.0,0.829,35.0,253.0,288.0,212.0,54.0,19.0,167.0,104.0,1365.0,0.0,,Houston Rockets,40-25,8.0,0.6153846153846154
46.0,Darius Garland,25.0,CLE,PG,60.0,60.0,30.3,7.4,15.5,0.478,2.9,7.0,0.415,4.5,8.5,0.53,0.572,3.1,3.6,0.878,0.6,2.0,2.6,6.7,1.1,0.2,2.4,2.0,20.9,,2024-25,55.0,25.0,PG,60.0,60.0,1817.0,20.5,0.611,0.453,0.229,2.2,6.9,4.6,32.1,1.8,0.5,12.4,27.4,5.2,1.9,7.0,0.186,4.4,-0.9,3.5,2.6,,27.0,25.0,PG,60.0,60.0,1817.0,445.0,931.0,0.478,175.0,422.0,0.415,270.0,509.0,0.53,0.572,187.0,213.0,0.878,35.0,119.0,154.0,399.0,67.0,10.0,145.0,122.0,1252.0,0.0,,Cleveland Cavaliers,54-10,1.0,0.84375
47.0,Pascal Siakam,30.0,IND,PF,63.0,63.0,32.8,7.9,15.2,0.521,1.7,4.3,0.4,6.2,10.9,0.569,0.578,3.1,4.2,0.748,1.7,5.4,7.1,3.3,0.9,0.5,1.3,2.5,20.7,,2024-25,25.0,30.0,PF,63.0,63.0,2067.0,19.8,0.607,0.282,0.273,5.9,18.3,12.2,15.2,1.3,1.3,7.2,24.2,4.6,1.8,6.4,0.15,2.5,-0.7,1.8,2.0,,24.0,30.0,PF,63.0,63.0,2067.0,500.0,959.0,0.521,108.0,270.0,0.4,392.0,689.0,0.569,0.578,196.0,262.0,0.748,107.0,342.0,449.0,207.0,57.0,29.0,83.0,160.0,1304.0,0.0,,Indiana Pacers,35-28,12.0,0.5555555555555556
48.0,Scottie Barnes,23.0,TOR,PF,51.0,51.0,34.1,7.4,16.7,0.442,1.2,4.6,0.263,6.2,12.1,0.511,0.479,3.6,4.7,0.778,1.7,6.2,7.9,6.0,1.5,1.1,2.9,1.9,19.6,,2024-25,67.0,23.0,PF,51.0,51.0,1739.0,17.9,0.523,0.277,0.281,5.4,19.9,12.5,27.5,2.1,3.0,13.2,26.7,0.7,2.1,2.8,0.077,1.6,0.8,2.4,1.9,,54.0,23.0,PF,51.0,51.0,1739.0,377.0,852.0,0.442,62.0,236.0,0.263,315.0,616.0,0.511,0.479,186.0,239.0,0.778,87.0,314.0,401.0,306.0,76.0,55.0,146.0,98.0,1002.0,1.0,,Toronto Raptors,22-43,26.0,0.3384615384615385
49.0,Domantas Sabonis,28.0,SAC,C,56.0,56.0,35.3,7.7,12.9,0.596,1.0,2.4,0.432,6.7,10.5,0.632,0.635,3.2,4.2,0.747,3.9,10.2,14.1,6.2,0.6,0.4,3.0,3.4,19.5,,2024-25,35.0,28.0,C,56.0,56.0,1974.0,23.0,0.662,0.183,0.328,12.4,32.2,22.3,25.9,0.8,1.1,16.8,21.5,6.1,2.3,8.4,0.205,4.2,0.9,5.1,3.5,,42.0,28.0,C,56.0,56.0,1974.0,430.0,722.0,0.596,57.0,132.0,0.432,373.0,590.0,0.632,0.635,177.0,237.0,0.747,221.0,571.0,792.0,345.0,34.0,22.0,167.0,191.0,1094.0,8.0,,Sacramento Kings,33-31,15.0,0.515625
50.0,Anfernee Simons,25.0,POR,SG,62.0,62.0,32.9,7.0,16.1,0.433,3.1,8.4,0.371,3.9,7.7,0.5,0.529,2.5,2.8,0.908,0.3,2.4,2.7,4.8,0.9,0.1,2.1,1.7,19.5,,2024-25,28.0,25.0,SG,62.0,62.0,2037.0,15.3,0.565,0.52,0.174,1.1,8.2,4.6,23.5,1.3,0.2,10.8,24.7,2.7,0.8,3.6,0.085,1.8,-1.7,0.1,1.1,,30.0,25.0,SG,62.0,62.0,2037.0,431.0,996.0,0.433,192.0,518.0,0.371,239.0,478.0,0.5,0.529,157.0,173.0,0.908,20.0,150.0,170.0,300.0,54.0,5.0,130.0,105.0,1211.0,0.0,,Portland Trail Blazers,28-38,21.0,0.42424242424242425
52.0,Alperen Şengün,22.0,HOU,C,61.0,61.0,31.4,7.5,15.1,0.498,0.3,1.3,0.238,7.2,13.8,0.523,0.509,3.8,5.6,0.69,3.4,7.0,10.4,4.9,1.1,0.8,2.6,2.9,19.2,,2024-25,44.0,22.0,C,61.0,61.0,1918.0,21.6,0.547,0.087,0.368,11.1,24.2,17.5,24.8,1.8,2.3,12.9,26.3,3.3,3.5,6.8,0.17,2.8,1.9,4.7,3.2,,31.0,22.0,C,61.0,61.0,1918.0,459.0,921.0,0.498,19.0,80.0,0.238,440.0,841.0,0.523,0.509,234.0,339.0,0.69,205.0,430.0,635.0,299.0,70.0,49.0,159.0,175.0,1171.0,3.0,,Houston Rockets,40-25,8.0,0.6153846153846154
53.0,Coby White,24.0,CHI,SG,58.0,57.0,32.9,6.5,14.9,0.436,3.0,8.3,0.363,3.5,6.6,0.529,0.537,3.1,3.5,0.9,0.3,3.1,3.5,4.5,1.0,0.2,2.3,2.2,19.1,,2024-25,47.0,24.0,SG,58.0,57.0,1909.0,14.3,0.582,0.557,0.233,1.1,9.9,5.5,19.8,1.4,0.5,12.4,23.7,1.6,1.0,2.6,0.065,-0.2,-1.6,-1.7,0.1,,36.0,24.0,SG,58.0,57.0,1909.0,376.0,862.0,0.436,174.0,480.0,0.363,202.0,382.0,0.529,0.537,181.0,201.0,0.9,19.0,182.0,201.0,260.0,58.0,12.0,135.0,125.0,1107.0,0.0,,Chicago Bulls,27-38,22.0,0.4153846153846154
54.0,Nikola Vučević,34.0,CHI,C,57.0,56.0,32.0,7.8,14.5,0.534,1.8,4.5,0.389,6.0,10.0,0.599,0.594,1.7,2.1,0.817,2.3,7.9,10.3,3.4,0.9,0.6,1.7,2.4,19.0,,2024-25,53.0,34.0,C,57.0,56.0,1823.0,19.9,0.614,0.31,0.145,7.7,25.7,16.8,16.3,1.3,1.8,10.0,22.4,3.5,1.9,5.4,0.142,2.1,-0.2,1.9,1.8,,44.0,34.0,C,57.0,56.0,1823.0,442.0,828.0,0.534,100.0,257.0,0.389,342.0,571.0,0.599,0.594,98.0,120.0,0.817,133.0,453.0,586.0,191.0,49.0,37.0,98.0,137.0,1082.0,1.0,,Chicago Bulls,27-38,22.0,0.4153846153846154
56.0,Cameron Johnson,28.0,BRK,PF,48.0,48.0,31.8,6.3,13.2,0.474,2.9,7.3,0.401,3.3,5.9,0.566,0.585,3.5,4.0,0.88,0.9,3.3,4.2,3.0,0.9,0.4,1.6,1.8,18.9,,2024-25,110.0,28.0,PF,48.0,48.0,1525.0,18.1,0.634,0.556,0.302,3.1,12.4,7.5,16.4,1.4,1.4,9.9,22.8,3.3,1.1,4.4,0.138,3.5,-0.5,3.0,1.9,,64.0,28.0,PF,48.0,48.0,1525.0,300.0,633.0,0.474,141.0,352.0,0.401,159.0,281.0,0.566,0.585,168.0,191.0,0.88,43.0,157.0,200.0,145.0,44.0,21.0,79.0,88.0,909.0,0.0,,Brooklyn Nets,22-42,24.0,0.34375
59.0,Austin Reaves,26.0,LAL,SG,56.0,56.0,34.4,5.9,13.6,0.437,2.5,7.0,0.36,3.4,6.6,0.519,0.53,4.4,5.0,0.868,0.9,3.4,4.3,5.9,1.1,0.3,2.4,2.0,18.8,,2024-25,43.0,26.0,SG,56.0,56.0,1925.0,17.0,0.593,0.514,0.369,3.0,10.8,7.1,25.2,1.6,0.8,13.2,23.3,3.5,1.7,5.2,0.13,1.7,-0.5,1.2,1.6,,49.0,26.0,SG,56.0,56.0,1925.0,333.0,762.0,0.437,141.0,392.0,0.36,192.0,370.0,0.519,0.53,244.0,281.0,0.868,50.0,192.0,242.0,329.0,61.0,16.0,135.0,112.0,1051.0,1.0,,Los Angeles Lakers,40-23,6.0,0.6349206349206349
60.0,Desmond Bane,26.0,MEM,SG,53.0,52.0,31.5,7.0,14.3,0.487,2.2,5.8,0.373,4.8,8.5,0.564,0.562,2.6,3.0,0.881,0.9,5.3,6.2,5.5,1.2,0.5,2.5,2.4,18.7,,2024-25,82.0,26.0,SG,53.0,52.0,1672.0,17.8,0.599,0.404,0.21,3.2,17.4,10.4,24.1,1.7,1.3,14.0,23.0,3.0,2.1,5.1,0.146,2.4,0.8,3.2,2.2,,56.0,26.0,SG,53.0,52.0,1672.0,369.0,758.0,0.487,114.0,306.0,0.373,255.0,452.0,0.564,0.562,140.0,159.0,0.881,50.0,280.0,330.0,289.0,63.0,24.0,135.0,129.0,992.0,1.0,,Memphis Grizzlies,41-24,7.0,0.6307692307692307
61.0,Julius Randle,30.0,MIN,PF,53.0,53.0,32.6,6.5,13.9,0.469,1.5,4.6,0.317,5.1,9.3,0.545,0.522,4.2,5.2,0.821,2.2,5.0,7.3,4.7,0.7,0.2,2.8,2.5,18.7,,2024-25,72.0,30.0,PF,53.0,53.0,1726.0,17.3,0.579,0.33,0.37,7.6,16.9,12.3,22.8,1.0,0.6,14.9,25.3,2.6,1.9,4.6,0.127,1.3,-0.4,0.9,1.3,,55.0,30.0,PF,53.0,53.0,1726.0,346.0,737.0,0.469,77.0,243.0,0.317,269.0,494.0,0.545,0.522,224.0,273.0,0.821,118.0,267.0,385.0,250.0,36.0,12.0,150.0,133.0,993.0,0.0,,Minnesota Timberwolves,37-29,11.0,0.5606060606060606
62.0,Tyrese Haliburton,24.0,IND,PG,59.0,59.0,34.0,6.5,13.8,0.468,3.1,7.8,0.39,3.4,6.0,0.569,0.578,2.5,2.9,0.861,0.6,2.9,3.5,8.9,1.5,0.6,1.7,1.3,18.5,,2024-25,31.0,24.0,PG,59.0,59.0,2007.0,21.0,0.612,0.565,0.212,1.9,9.5,5.7,36.9,2.1,1.7,10.3,21.5,6.1,1.6,7.8,0.185,5.2,-0.2,5.0,3.6,,43.0,24.0,PG,59.0,59.0,2007.0,382.0,817.0,0.468,180.0,462.0,0.39,202.0,355.0,0.569,0.578,149.0,173.0,0.861,33.0,172.0,205.0,526.0,86.0,37.0,102.0,78.0,1093.0,0.0,,Indiana Pacers,35-28,12.0,0.5555555555555556
63.0,Evan Mobley,23.0,CLE,PF,57.0,57.0,30.2,7.1,12.6,0.566,1.1,2.9,0.365,6.0,9.6,0.627,0.608,3.2,4.4,0.742,2.3,7.0,9.3,3.1,0.9,1.6,2.0,2.1,18.5,,2024-25,75.0,23.0,PF,57.0,57.0,1719.0,22.7,0.639,0.233,0.346,8.6,24.4,16.8,14.6,1.4,4.6,12.1,23.2,4.5,3.1,7.6,0.212,3.1,1.6,4.7,3.0,,48.0,23.0,PF,57.0,57.0,1719.0,405.0,716.0,0.566,61.0,167.0,0.365,344.0,549.0,0.627,0.608,184.0,248.0,0.742,131.0,400.0,531.0,174.0,49.0,89.0,114.0,117.0,1055.0,0.0,,Cleveland Cavaliers,54-10,1.0,0.84375
64.0,Michael Porter Jr.,26.0,DEN,SF,62.0,62.0,33.7,7.0,13.8,0.509,2.6,6.4,0.404,4.5,7.5,0.598,0.602,1.8,2.5,0.743,1.8,5.1,6.9,2.1,0.6,0.5,1.3,1.9,18.5,,2024-25,24.0,26.0,SF,62.0,62.0,2088.0,16.5,0.619,0.46,0.177,6.2,15.8,11.3,8.5,0.9,1.2,8.1,20.4,3.9,1.4,5.3,0.122,1.9,-1.8,0.1,1.1,,32.0,26.0,SF,62.0,62.0,2088.0,436.0,857.0,0.509,159.0,394.0,0.404,277.0,463.0,0.598,0.602,113.0,152.0,0.743,113.0,316.0,429.0,131.0,38.0,28.0,81.0,119.0,1144.0,0.0,,Denver Nuggets,42-23,4.0,0.6461538461538462
68.0,Bam Adebayo,27.0,MIA,C,62.0,62.0,34.5,6.9,14.1,0.49,0.8,2.7,0.311,6.0,11.4,0.532,0.519,3.2,4.3,0.752,2.5,7.5,10.0,4.4,1.2,0.7,2.1,2.2,17.8,,2024-25,15.0,27.0,C,62.0,62.0,2141.0,18.7,0.559,0.192,0.305,8.1,23.6,15.9,20.5,1.8,1.9,11.8,23.2,2.7,3.2,5.9,0.132,0.7,1.0,1.7,2.0,,38.0,27.0,C,62.0,62.0,2141.0,427.0,872.0,0.49,52.0,167.0,0.311,375.0,705.0,0.532,0.519,200.0,266.0,0.752,156.0,466.0,622.0,270.0,77.0,42.0,132.0,135.0,1106.0,1.0,,Miami Heat,29-35,20.0,0.453125
69.0,Andrew Wiggins,29.0,GSW,SF,43.0,43.0,30.1,6.1,13.7,0.444,2.2,5.8,0.379,3.9,7.9,0.491,0.524,3.2,4.2,0.777,1.5,3.0,4.6,2.4,0.9,0.8,1.3,1.6,17.6,,2024-25,101.0,29.0,SF,43.0,43.0,1296.0,16.4,0.566,0.422,0.304,5.3,11.1,8.1,12.1,1.5,2.4,7.7,23.4,1.8,1.4,3.2,0.118,1.5,-0.5,1.0,1.0,,68.0,29.0,SF,43.0,43.0,1296.0,261.0,588.0,0.444,94.0,248.0,0.379,167.0,340.0,0.491,0.524,139.0,179.0,0.777,66.0,131.0,197.0,102.0,40.0,33.0,56.0,70.0,755.0,0.0,,Golden State Warriors,37-28,10.0,0.5692307692307692
