player_id,Player,Team,Season,Predicted MVP Votes Share,headshot_path
gilgesh01,Shai Gilgeous-Alexander,OKC,2024-25,0.556,../data/headshots/headshot/gilgesh01.jpg
jokicni01,Nikola Jokić,DEN,2024-25,0.467,../data/headshots/headshot/jokicni01.jpg
antetgi01,Giannis Antetokounmpo,MIL,2024-25,0.23,../data/headshots/headshot/antetgi01.jpg
townska01,Karl-Anthony Towns,NYK,2024-25,0.131,../data/headshots/headshot/townska01.jpg
davisan02,Anthony Davis,LAL,2024-25,0.098,../data/headshots/headshot/davisan02.jpg
