Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
91.0,Aaron Wiggins,26.0,OKC,SG,65.0,20.0,1466.0,296.0,593.0,0.499,109.0,276.0,0.395,187.0,317.0,0.59,0.591,53.0,64.0,0.828,72.0,176.0,248.0,107.0,51.0,17.0,57.0,83.0,754.0,0.0,
92.0,Keegan Murray,24.0,SAC,PF,61.0,61.0,2111.0,291.0,656.0,0.444,117.0,348.0,0.336,174.0,308.0,0.565,0.533,54.0,65.0,0.831,124.0,289.0,413.0,87.0,48.0,52.0,51.0,156.0,753.0,0.0,
93.0,Buddy Hield,32.0,GSW,SG,65.0,22.0,1515.0,271.0,652.0,0.416,165.0,450.0,0.367,106.0,202.0,0.525,0.542,40.0,50.0,0.8,39.0,172.0,211.0,112.0,57.0,21.0,80.0,109.0,747.0,0.0,
94.0,Keldon Johnson,25.0,SAS,SF,60.0,0.0,1422.0,281.0,582.0,0.483,71.0,216.0,0.329,210.0,366.0,0.574,0.544,114.0,151.0,0.755,81.0,191.0,272.0,89.0,34.0,13.0,57.0,91.0,747.0,0.0,
95.0,Russell Westbrook,36.0,DEN,PG,58.0,30.0,1608.0,282.0,611.0,0.462,72.0,213.0,0.338,210.0,398.0,0.528,0.52,108.0,170.0,0.635,86.0,206.0,292.0,352.0,79.0,30.0,175.0,145.0,744.0,3.0,
96.0,Quentin Grimes,24.0,2TM,SG,61.0,23.0,1529.0,266.0,557.0,0.478,116.0,294.0,0.395,150.0,263.0,0.57,0.582,93.0,123.0,0.756,47.0,206.0,253.0,153.0,51.0,18.0,89.0,107.0,741.0,0.0,
96.0,Quentin Grimes,24.0,DAL,SG,47.0,12.0,1070.0,169.0,365.0,0.463,80.0,201.0,0.398,89.0,164.0,0.543,0.573,62.0,81.0,0.765,30.0,149.0,179.0,101.0,32.0,10.0,61.0,78.0,480.0,0.0,
96.0,Quentin Grimes,24.0,PHI,SG,14.0,11.0,459.0,97.0,192.0,0.505,36.0,93.0,0.387,61.0,99.0,0.616,0.599,31.0,42.0,0.738,17.0,57.0,74.0,52.0,19.0,8.0,28.0,29.0,261.0,0.0,
97.0,Harrison Barnes,32.0,SAS,PF,63.0,63.0,1729.0,254.0,507.0,0.501,110.0,256.0,0.43,144.0,251.0,0.574,0.609,122.0,156.0,0.782,86.0,162.0,248.0,107.0,22.0,12.0,37.0,59.0,740.0,0.0,
98.0,Scoot Henderson,20.0,POR,PG,58.0,9.0,1544.0,252.0,590.0,0.427,90.0,251.0,0.359,162.0,339.0,0.478,0.503,143.0,183.0,0.781,42.0,132.0,174.0,298.0,65.0,13.0,153.0,161.0,737.0,0.0,
99.0,John Collins,27.0,UTA,PF,39.0,30.0,1192.0,272.0,519.0,0.524,58.0,145.0,0.4,214.0,374.0,0.572,0.58,134.0,157.0,0.854,87.0,233.0,320.0,80.0,39.0,40.0,102.0,114.0,736.0,0.0,
100.0,Onyeka Okongwu,24.0,ATL,C,58.0,24.0,1536.0,294.0,508.0,0.579,28.0,94.0,0.298,266.0,414.0,0.643,0.606,120.0,164.0,0.732,173.0,313.0,486.0,129.0,50.0,54.0,63.0,140.0,736.0,0.0,
101.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,1948.0,263.0,624.0,0.421,63.0,224.0,0.281,200.0,400.0,0.5,0.472,138.0,185.0,0.746,91.0,203.0,294.0,199.0,78.0,41.0,125.0,139.0,727.0,1.0,
102.0,Ty Jerome,27.0,CLE,SG,60.0,2.0,1175.0,256.0,508.0,0.504,92.0,210.0,0.438,164.0,298.0,0.55,0.594,111.0,123.0,0.902,44.0,113.0,157.0,197.0,73.0,1.0,75.0,90.0,715.0,0.0,
103.0,Jaylen Wells,21.0,MEM,SG,65.0,60.0,1695.0,252.0,577.0,0.437,121.0,330.0,0.367,131.0,247.0,0.53,0.542,89.0,110.0,0.809,75.0,141.0,216.0,110.0,37.0,8.0,62.0,121.0,714.0,0.0,
104.0,Jakob Poeltl,29.0,TOR,C,50.0,49.0,1509.0,310.0,505.0,0.614,0.0,2.0,0.0,310.0,503.0,0.616,0.614,91.0,134.0,0.679,168.0,319.0,487.0,143.0,59.0,60.0,93.0,164.0,711.0,0.0,
105.0,Jonas Valančiūnas,32.0,2TM,C,63.0,17.0,1273.0,289.0,527.0,0.548,8.0,32.0,0.25,281.0,495.0,0.568,0.556,121.0,139.0,0.871,159.0,364.0,523.0,142.0,34.0,40.0,104.0,138.0,707.0,0.0,
105.0,Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,983.0,231.0,422.0,0.547,7.0,27.0,0.259,224.0,395.0,0.567,0.556,95.0,106.0,0.896,120.0,284.0,404.0,108.0,22.0,28.0,88.0,97.0,564.0,0.0,
105.0,Jonas Valančiūnas,32.0,SAC,C,14.0,5.0,290.0,58.0,105.0,0.552,1.0,5.0,0.2,57.0,100.0,0.57,0.557,26.0,33.0,0.788,39.0,80.0,119.0,34.0,12.0,12.0,16.0,41.0,143.0,0.0,
106.0,Jalen Duren,21.0,DET,C,62.0,62.0,1604.0,289.0,414.0,0.698,0.0,0.0,,289.0,414.0,0.698,0.698,123.0,179.0,0.687,214.0,424.0,638.0,161.0,48.0,72.0,113.0,202.0,701.0,0.0,
107.0,Kyle Kuzma,29.0,2TM,PF,46.0,43.0,1361.0,266.0,625.0,0.426,64.0,219.0,0.292,202.0,406.0,0.498,0.477,97.0,154.0,0.63,36.0,252.0,288.0,109.0,26.0,10.0,106.0,79.0,693.0,0.0,
107.0,Kyle Kuzma,29.0,WAS,PF,32.0,30.0,887.0,191.0,455.0,0.42,45.0,160.0,0.281,146.0,295.0,0.495,0.469,59.0,98.0,0.602,27.0,158.0,185.0,79.0,20.0,7.0,73.0,52.0,486.0,0.0,
107.0,Kyle Kuzma,29.0,MIL,PF,14.0,13.0,474.0,75.0,170.0,0.441,19.0,59.0,0.322,56.0,111.0,0.505,0.497,38.0,56.0,0.679,9.0,94.0,103.0,30.0,6.0,3.0,33.0,27.0,207.0,0.0,
108.0,Duncan Robinson,30.0,MIA,SF,61.0,30.0,1500.0,242.0,560.0,0.432,155.0,403.0,0.385,87.0,157.0,0.554,0.571,42.0,47.0,0.894,15.0,131.0,146.0,160.0,33.0,5.0,72.0,117.0,681.0,0.0,
109.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,1284.0,271.0,542.0,0.5,44.0,141.0,0.312,227.0,401.0,0.566,0.541,94.0,126.0,0.746,62.0,297.0,359.0,181.0,56.0,36.0,106.0,67.0,680.0,1.0,
110.0,Jerami Grant,30.0,POR,PF,47.0,47.0,1524.0,214.0,574.0,0.373,108.0,296.0,0.365,106.0,278.0,0.381,0.467,141.0,166.0,0.849,26.0,137.0,163.0,101.0,41.0,46.0,65.0,109.0,677.0,0.0,
111.0,Corey Kispert,25.0,WAS,SF,58.0,0.0,1533.0,246.0,544.0,0.452,117.0,317.0,0.369,129.0,227.0,0.568,0.56,68.0,81.0,0.84,35.0,136.0,171.0,97.0,26.0,14.0,62.0,94.0,677.0,0.0,
112.0,Zaccharie Risacher,19.0,ATL,SF,58.0,56.0,1416.0,254.0,580.0,0.438,86.0,249.0,0.345,168.0,331.0,0.508,0.512,83.0,117.0,0.709,72.0,139.0,211.0,73.0,44.0,29.0,72.0,109.0,677.0,0.0,
113.0,Toumani Camara,24.0,POR,PF,64.0,64.0,2094.0,250.0,555.0,0.45,97.0,267.0,0.363,153.0,288.0,0.531,0.538,79.0,106.0,0.745,145.0,233.0,378.0,137.0,96.0,42.0,95.0,194.0,676.0,0.0,
114.0,Santi Aldama,24.0,MEM,PF,53.0,13.0,1325.0,263.0,540.0,0.487,96.0,256.0,0.375,167.0,284.0,0.588,0.576,49.0,70.0,0.7,84.0,270.0,354.0,150.0,42.0,29.0,53.0,57.0,671.0,0.0,
115.0,Paul George,34.0,PHI,PF,41.0,41.0,1334.0,245.0,570.0,0.43,96.0,268.0,0.358,149.0,302.0,0.493,0.514,79.0,97.0,0.814,24.0,195.0,219.0,178.0,75.0,20.0,106.0,101.0,665.0,0.0,
116.0,Rui Hachimura,26.0,LAL,PF,50.0,50.0,1605.0,253.0,500.0,0.506,84.0,205.0,0.41,169.0,295.0,0.573,0.59,75.0,98.0,0.765,73.0,188.0,261.0,75.0,40.0,24.0,44.0,91.0,665.0,0.0,
117.0,Fred VanVleet,30.0,HOU,PG,46.0,46.0,1631.0,228.0,595.0,0.383,121.0,356.0,0.34,107.0,239.0,0.448,0.485,84.0,102.0,0.824,30.0,150.0,180.0,266.0,75.0,20.0,71.0,111.0,661.0,0.0,
118.0,Spencer Dinwiddie,31.0,DAL,PG,64.0,20.0,1633.0,211.0,518.0,0.407,86.0,258.0,0.333,125.0,260.0,0.481,0.49,150.0,185.0,0.811,13.0,139.0,152.0,241.0,54.0,14.0,75.0,97.0,658.0,0.0,
119.0,P.J. Washington,26.0,DAL,PF,47.0,46.0,1515.0,236.0,546.0,0.432,74.0,198.0,0.374,162.0,348.0,0.466,0.5,111.0,150.0,0.74,74.0,306.0,380.0,110.0,55.0,50.0,88.0,114.0,657.0,0.0,
120.0,Tyus Jones,28.0,PHO,PG,64.0,57.0,1813.0,241.0,545.0,0.442,128.0,311.0,0.412,113.0,234.0,0.483,0.56,46.0,52.0,0.885,32.0,123.0,155.0,371.0,56.0,7.0,84.0,56.0,656.0,0.0,
121.0,Jimmy Butler,35.0,2TM,SF,38.0,38.0,1180.0,210.0,412.0,0.51,18.0,61.0,0.295,192.0,351.0,0.547,0.532,217.0,261.0,0.831,87.0,118.0,205.0,194.0,44.0,13.0,48.0,36.0,655.0,2.0,
121.0,Jimmy Butler,35.0,MIA,PF,25.0,25.0,766.0,142.0,263.0,0.54,13.0,36.0,0.361,129.0,227.0,0.568,0.565,129.0,161.0,0.801,55.0,76.0,131.0,120.0,27.0,10.0,30.0,23.0,426.0,1.0,
121.0,Jimmy Butler,35.0,GSW,SF,13.0,13.0,414.0,68.0,149.0,0.456,5.0,25.0,0.2,63.0,124.0,0.508,0.473,88.0,100.0,0.88,32.0,42.0,74.0,74.0,17.0,3.0,18.0,13.0,229.0,1.0,
122.0,Naji Marshall,27.0,DAL,SF,53.0,19.0,1382.0,254.0,510.0,0.498,49.0,173.0,0.283,205.0,337.0,0.608,0.546,95.0,111.0,0.856,58.0,187.0,245.0,149.0,56.0,7.0,82.0,80.0,652.0,0.0,
123.0,D'Angelo Russell,28.0,2TM,PG,50.0,28.0,1279.0,222.0,550.0,0.404,99.0,303.0,0.327,123.0,247.0,0.498,0.494,106.0,125.0,0.848,16.0,122.0,138.0,256.0,49.0,21.0,94.0,95.0,649.0,0.0,
123.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,763.0,129.0,311.0,0.415,56.0,168.0,0.333,73.0,143.0,0.51,0.505,45.0,53.0,0.849,8.0,72.0,80.0,136.0,23.0,4.0,50.0,53.0,359.0,0.0,
123.0,D'Angelo Russell,28.0,BRK,PG,21.0,18.0,516.0,93.0,239.0,0.389,43.0,135.0,0.319,50.0,104.0,0.481,0.479,61.0,72.0,0.847,8.0,50.0,58.0,120.0,26.0,17.0,44.0,42.0,290.0,0.0,
124.0,Terry Rozier,30.0,MIA,PG,56.0,23.0,1522.0,236.0,588.0,0.401,86.0,282.0,0.305,150.0,306.0,0.49,0.474,90.0,105.0,0.857,39.0,179.0,218.0,150.0,35.0,14.0,74.0,73.0,648.0,0.0,
125.0,Tim Hardaway Jr.,32.0,DET,SG,61.0,61.0,1724.0,210.0,520.0,0.404,126.0,352.0,0.358,84.0,168.0,0.5,0.525,91.0,109.0,0.835,16.0,132.0,148.0,102.0,32.0,5.0,43.0,75.0,637.0,0.0,
126.0,Zion Williamson,24.0,NOP,PF,26.0,26.0,738.0,251.0,446.0,0.563,3.0,13.0,0.231,248.0,433.0,0.573,0.566,131.0,205.0,0.639,70.0,117.0,187.0,131.0,34.0,24.0,77.0,70.0,636.0,1.0,
127.0,Bobby Portis,29.0,MIL,PF,46.0,7.0,1160.0,258.0,557.0,0.463,60.0,165.0,0.364,198.0,392.0,0.505,0.517,55.0,67.0,0.821,83.0,300.0,383.0,102.0,31.0,25.0,56.0,87.0,631.0,0.0,
128.0,Amir Coffey,27.0,LAC,SG,62.0,13.0,1594.0,215.0,456.0,0.471,91.0,222.0,0.41,124.0,234.0,0.53,0.571,108.0,119.0,0.908,29.0,117.0,146.0,68.0,34.0,7.0,42.0,114.0,629.0,0.0,
129.0,Guerschon Yabusele,29.0,PHI,C,60.0,33.0,1588.0,230.0,459.0,0.501,88.0,227.0,0.388,142.0,232.0,0.612,0.597,81.0,109.0,0.743,112.0,212.0,324.0,120.0,47.0,22.0,75.0,144.0,629.0,0.0,
130.0,Daniel Gafford,26.0,DAL,C,51.0,28.0,1115.0,253.0,362.0,0.699,0.0,0.0,,253.0,362.0,0.699,0.699,121.0,173.0,0.699,139.0,211.0,350.0,73.0,21.0,96.0,61.0,136.0,627.0,0.0,
131.0,Keon Johnson,22.0,BRK,SG,62.0,40.0,1475.0,226.0,600.0,0.377,91.0,306.0,0.297,135.0,294.0,0.459,0.453,81.0,104.0,0.779,52.0,173.0,225.0,123.0,65.0,24.0,79.0,157.0,624.0,0.0,
132.0,Nickeil Alexander-Walker,26.0,MIN,SG,66.0,10.0,1681.0,220.0,497.0,0.443,120.0,302.0,0.397,100.0,195.0,0.513,0.563,60.0,79.0,0.759,38.0,164.0,202.0,166.0,43.0,25.0,80.0,114.0,620.0,0.0,
133.0,Rudy Gobert,32.0,MIN,C,56.0,56.0,1851.0,242.0,368.0,0.658,0.0,0.0,,242.0,368.0,0.658,0.658,136.0,199.0,0.683,197.0,384.0,581.0,103.0,40.0,85.0,76.0,136.0,620.0,0.0,
134.0,Derrick Jones Jr.,27.0,LAC,SF,59.0,51.0,1465.0,247.0,473.0,0.522,61.0,166.0,0.367,186.0,307.0,0.606,0.587,61.0,84.0,0.726,76.0,131.0,207.0,48.0,67.0,21.0,53.0,122.0,616.0,0.0,
135.0,Georges Niang,31.0,2TM,PF,63.0,2.0,1374.0,227.0,486.0,0.467,125.0,312.0,0.401,102.0,174.0,0.586,0.596,34.0,44.0,0.773,42.0,202.0,244.0,91.0,22.0,12.0,57.0,162.0,613.0,0.0,
135.0,Georges Niang,31.0,CLE,PF,51.0,1.0,1053.0,166.0,348.0,0.477,90.0,225.0,0.4,76.0,123.0,0.618,0.606,23.0,29.0,0.793,34.0,155.0,189.0,67.0,17.0,7.0,48.0,129.0,445.0,0.0,
135.0,Georges Niang,31.0,ATL,PF,12.0,1.0,321.0,61.0,138.0,0.442,35.0,87.0,0.402,26.0,51.0,0.51,0.569,11.0,15.0,0.733,8.0,47.0,55.0,24.0,5.0,5.0,9.0,33.0,168.0,0.0,
136.0,Kristaps Porziņģis,29.0,BOS,C,32.0,32.0,926.0,206.0,435.0,0.474,77.0,191.0,0.403,129.0,244.0,0.529,0.562,117.0,144.0,0.813,50.0,167.0,217.0,62.0,27.0,51.0,38.0,91.0,606.0,0.0,
137.0,Julian Champagnie,23.0,SAS,SF,63.0,26.0,1465.0,208.0,498.0,0.418,131.0,364.0,0.36,77.0,134.0,0.575,0.549,57.0,63.0,0.905,51.0,187.0,238.0,80.0,49.0,27.0,56.0,83.0,604.0,0.0,
138.0,Obi Toppin,26.0,IND,PF,60.0,0.0,1150.0,231.0,434.0,0.532,71.0,209.0,0.34,160.0,225.0,0.711,0.614,69.0,86.0,0.802,42.0,197.0,239.0,93.0,38.0,20.0,50.0,83.0,602.0,0.0,
139.0,Luguentz Dort,25.0,OKC,SF,60.0,60.0,1742.0,211.0,498.0,0.424,137.0,344.0,0.398,74.0,154.0,0.481,0.561,33.0,42.0,0.786,82.0,167.0,249.0,99.0,68.0,35.0,40.0,179.0,592.0,0.0,
140.0,Max Christie,21.0,2TM,SG,62.0,34.0,1677.0,199.0,457.0,0.435,93.0,248.0,0.375,106.0,209.0,0.507,0.537,99.0,116.0,0.853,32.0,156.0,188.0,119.0,51.0,27.0,62.0,98.0,590.0,0.0,
140.0,Max Christie,21.0,LAL,SG,46.0,25.0,1154.0,128.0,288.0,0.444,60.0,163.0,0.368,68.0,125.0,0.544,0.549,74.0,87.0,0.851,25.0,98.0,123.0,66.0,35.0,21.0,39.0,73.0,390.0,0.0,
140.0,Max Christie,21.0,DAL,SG,16.0,9.0,523.0,71.0,169.0,0.42,33.0,85.0,0.388,38.0,84.0,0.452,0.518,25.0,29.0,0.862,7.0,58.0,65.0,53.0,16.0,6.0,23.0,25.0,200.0,0.0,
141.0,Caris LeVert,30.0,2TM,SG,50.0,3.0,1247.0,213.0,451.0,0.472,83.0,214.0,0.388,130.0,237.0,0.549,0.564,81.0,114.0,0.711,31.0,122.0,153.0,171.0,44.0,26.0,61.0,73.0,590.0,0.0,
141.0,Caris LeVert,30.0,CLE,SF,38.0,3.0,904.0,135.0,298.0,0.453,60.0,148.0,0.405,75.0,150.0,0.5,0.554,58.0,83.0,0.699,22.0,85.0,107.0,140.0,33.0,19.0,51.0,48.0,388.0,0.0,
141.0,Caris LeVert,30.0,ATL,SG,12.0,0.0,343.0,78.0,153.0,0.51,23.0,66.0,0.348,55.0,87.0,0.632,0.585,23.0,31.0,0.742,9.0,37.0,46.0,31.0,11.0,7.0,10.0,25.0,202.0,0.0,
142.0,Gary Trent Jr.,26.0,MIL,SG,56.0,7.0,1398.0,207.0,474.0,0.437,126.0,303.0,0.416,81.0,171.0,0.474,0.57,48.0,57.0,0.842,16.0,117.0,133.0,64.0,55.0,3.0,36.0,101.0,588.0,0.0,
143.0,Cole Anthony,24.0,ORL,PG,60.0,22.0,1129.0,215.0,507.0,0.424,68.0,195.0,0.349,147.0,312.0,0.471,0.491,85.0,104.0,0.817,43.0,142.0,185.0,175.0,42.0,27.0,98.0,141.0,583.0,0.0,
144.0,Scotty Pippen Jr.,24.0,MEM,PG,64.0,17.0,1289.0,215.0,455.0,0.473,60.0,168.0,0.357,155.0,287.0,0.54,0.538,93.0,132.0,0.705,53.0,155.0,208.0,265.0,78.0,22.0,112.0,157.0,583.0,1.0,
145.0,Jalen Wilson,24.0,BRK,PF,63.0,15.0,1657.0,191.0,485.0,0.394,88.0,277.0,0.318,103.0,208.0,0.495,0.485,108.0,129.0,0.837,64.0,148.0,212.0,113.0,33.0,3.0,69.0,137.0,578.0,0.0,
146.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,265.0,468.0,0.566,6.0,32.0,0.188,259.0,436.0,0.594,0.573,40.0,60.0,0.667,124.0,282.0,406.0,64.0,31.0,39.0,69.0,88.0,576.0,0.0,
147.0,Bub Carrington,19.0,WAS,PG,63.0,43.0,1845.0,211.0,530.0,0.398,102.0,299.0,0.341,109.0,231.0,0.472,0.494,50.0,60.0,0.833,27.0,225.0,252.0,255.0,47.0,13.0,97.0,145.0,574.0,0.0,
148.0,Julian Strawther,22.0,DEN,SG,61.0,4.0,1351.0,205.0,472.0,0.434,94.0,263.0,0.357,111.0,209.0,0.531,0.534,68.0,82.0,0.829,16.0,116.0,132.0,81.0,38.0,15.0,57.0,146.0,572.0,0.0,
149.0,Grayson Allen,29.0,PHO,SG,53.0,3.0,1317.0,181.0,402.0,0.45,129.0,297.0,0.434,52.0,105.0,0.495,0.611,77.0,95.0,0.811,29.0,136.0,165.0,116.0,47.0,19.0,57.0,81.0,568.0,0.0,
150.0,Walker Kessler,23.0,UTA,C,49.0,49.0,1492.0,246.0,340.0,0.724,2.0,6.0,0.333,244.0,334.0,0.731,0.726,74.0,138.0,0.536,231.0,372.0,603.0,77.0,29.0,118.0,74.0,108.0,568.0,0.0,
151.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,924.0,198.0,491.0,0.403,104.0,293.0,0.355,94.0,198.0,0.475,0.509,68.0,79.0,0.861,25.0,106.0,131.0,98.0,29.0,20.0,76.0,74.0,568.0,0.0,
152.0,Alex Sarr,19.0,WAS,C,48.0,48.0,1294.0,214.0,550.0,0.389,71.0,230.0,0.309,143.0,320.0,0.447,0.454,68.0,108.0,0.63,88.0,234.0,322.0,109.0,32.0,73.0,65.0,111.0,567.0,0.0,
153.0,Jalen Suggs,23.0,ORL,PG,35.0,35.0,1002.0,197.0,481.0,0.41,76.0,242.0,0.314,121.0,239.0,0.506,0.489,97.0,110.0,0.882,23.0,118.0,141.0,129.0,51.0,33.0,102.0,98.0,567.0,0.0,
154.0,Nic Claxton,25.0,BRK,C,56.0,48.0,1514.0,249.0,454.0,0.548,1.0,15.0,0.067,248.0,439.0,0.565,0.55,67.0,126.0,0.532,125.0,289.0,414.0,123.0,52.0,85.0,69.0,118.0,566.0,0.0,
155.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,1394.0,221.0,449.0,0.492,62.0,189.0,0.328,159.0,260.0,0.612,0.561,62.0,79.0,0.785,26.0,135.0,161.0,208.0,43.0,18.0,69.0,105.0,566.0,1.0,
156.0,T.J. McConnell,32.0,IND,PG,60.0,0.0,1073.0,253.0,486.0,0.521,13.0,42.0,0.31,240.0,444.0,0.541,0.534,47.0,63.0,0.746,31.0,111.0,142.0,266.0,67.0,16.0,87.0,58.0,566.0,0.0,
157.0,Royce O'Neale,31.0,PHO,SF,59.0,18.0,1498.0,198.0,456.0,0.434,145.0,344.0,0.422,53.0,112.0,0.473,0.593,19.0,26.0,0.731,47.0,238.0,285.0,126.0,58.0,27.0,51.0,120.0,560.0,0.0,
158.0,Chris Paul,39.0,SAS,PG,63.0,63.0,1798.0,187.0,448.0,0.417,109.0,293.0,0.372,78.0,155.0,0.503,0.539,77.0,82.0,0.939,27.0,204.0,231.0,498.0,83.0,13.0,91.0,113.0,560.0,0.0,
159.0,Moses Moody,22.0,GSW,SG,57.0,17.0,1198.0,189.0,425.0,0.445,97.0,253.0,0.383,92.0,172.0,0.535,0.559,81.0,104.0,0.779,37.0,103.0,140.0,65.0,34.0,22.0,38.0,84.0,556.0,0.0,
160.0,Anthony Black,21.0,ORL,PG,62.0,9.0,1482.0,193.0,468.0,0.412,43.0,144.0,0.299,150.0,324.0,0.463,0.458,126.0,169.0,0.746,37.0,130.0,167.0,192.0,65.0,33.0,109.0,134.0,555.0,0.0,
161.0,Dalton Knecht,23.0,LAL,SF,60.0,13.0,1222.0,202.0,434.0,0.465,98.0,270.0,0.363,104.0,164.0,0.634,0.578,51.0,67.0,0.761,30.0,148.0,178.0,51.0,22.0,5.0,29.0,74.0,553.0,0.0,
162.0,Cam Thomas,23.0,BRK,SG,23.0,21.0,717.0,181.0,409.0,0.443,61.0,175.0,0.349,120.0,234.0,0.513,0.517,125.0,142.0,0.88,12.0,64.0,76.0,81.0,14.0,1.0,58.0,42.0,548.0,0.0,
163.0,Donte DiVincenzo,28.0,MIN,SG,47.0,9.0,1247.0,184.0,445.0,0.413,133.0,337.0,0.395,51.0,108.0,0.472,0.563,44.0,56.0,0.786,25.0,151.0,176.0,173.0,59.0,9.0,77.0,80.0,545.0,0.0,
164.0,Yves Missi,20.0,NOP,C,62.0,56.0,1673.0,222.0,408.0,0.544,0.0,1.0,0.0,222.0,407.0,0.545,0.544,100.0,157.0,0.637,215.0,281.0,496.0,81.0,35.0,83.0,72.0,130.0,544.0,0.0,
165.0,Dejounte Murray,28.0,NOP,PG,31.0,31.0,1012.0,194.0,494.0,0.393,52.0,174.0,0.299,142.0,320.0,0.444,0.445,102.0,124.0,0.823,17.0,183.0,200.0,228.0,63.0,12.0,106.0,61.0,542.0,1.0,
166.0,Kentavious Caldwell-Pope,31.0,ORL,SG,63.0,63.0,1902.0,193.0,455.0,0.424,84.0,270.0,0.311,109.0,185.0,0.589,0.516,71.0,82.0,0.866,23.0,109.0,132.0,108.0,84.0,29.0,53.0,123.0,541.0,0.0,
167.0,Isaiah Joe,25.0,OKC,SG,58.0,12.0,1194.0,188.0,440.0,0.427,137.0,345.0,0.397,51.0,95.0,0.537,0.583,28.0,37.0,0.757,31.0,115.0,146.0,86.0,39.0,9.0,26.0,96.0,541.0,0.0,
168.0,Ochai Agbaji,24.0,TOR,SG,54.0,38.0,1457.0,215.0,426.0,0.505,81.0,203.0,0.399,134.0,223.0,0.601,0.6,28.0,42.0,0.667,47.0,151.0,198.0,81.0,45.0,28.0,42.0,101.0,539.0,0.0,
169.0,Jonathan Kuminga,22.0,GSW,PF,32.0,10.0,832.0,194.0,423.0,0.459,40.0,116.0,0.345,154.0,307.0,0.502,0.506,108.0,169.0,0.639,44.0,115.0,159.0,70.0,29.0,18.0,50.0,61.0,536.0,0.0,
170.0,Brice Sensabaugh,21.0,UTA,SF,54.0,8.0,1010.0,194.0,432.0,0.449,101.0,260.0,0.388,93.0,172.0,0.541,0.566,46.0,50.0,0.92,33.0,111.0,144.0,76.0,30.0,4.0,77.0,78.0,535.0,0.0,
171.0,Jordan Clarkson,32.0,UTA,SG,32.0,9.0,852.0,180.0,442.0,0.407,76.0,208.0,0.365,104.0,234.0,0.444,0.493,95.0,118.0,0.805,22.0,81.0,103.0,124.0,27.0,8.0,66.0,50.0,531.0,0.0,
172.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,898.0,190.0,413.0,0.46,63.0,154.0,0.409,127.0,259.0,0.49,0.536,85.0,116.0,0.733,40.0,84.0,124.0,119.0,28.0,11.0,89.0,67.0,528.0,0.0,
173.0,Jrue Holiday,34.0,BOS,PG,49.0,49.0,1480.0,194.0,442.0,0.439,84.0,245.0,0.343,110.0,197.0,0.558,0.534,54.0,60.0,0.9,56.0,155.0,211.0,177.0,48.0,21.0,67.0,78.0,526.0,0.0,
174.0,Kevin Porter Jr.,24.0,2TM,SG,57.0,2.0,1075.0,213.0,485.0,0.439,31.0,121.0,0.256,182.0,364.0,0.5,0.471,68.0,99.0,0.687,32.0,163.0,195.0,183.0,59.0,11.0,108.0,84.0,525.0,1.0,
174.0,Kevin Porter Jr.,24.0,LAC,SG,45.0,2.0,884.0,172.0,407.0,0.423,26.0,106.0,0.245,146.0,301.0,0.485,0.455,49.0,76.0,0.645,29.0,131.0,160.0,144.0,43.0,11.0,84.0,70.0,419.0,0.0,
174.0,Kevin Porter Jr.,24.0,MIL,SG,12.0,0.0,191.0,41.0,78.0,0.526,5.0,15.0,0.333,36.0,63.0,0.571,0.558,19.0,23.0,0.826,3.0,32.0,35.0,39.0,16.0,0.0,24.0,14.0,106.0,1.0,
175.0,Jordan Hawkins,22.0,NOP,SG,47.0,7.0,1097.0,176.0,471.0,0.374,92.0,275.0,0.335,84.0,196.0,0.429,0.471,67.0,81.0,0.827,22.0,106.0,128.0,53.0,29.0,19.0,46.0,37.0,511.0,0.0,
176.0,Jabari Smith Jr.,21.0,HOU,PF,43.0,38.0,1323.0,178.0,421.0,0.423,75.0,212.0,0.354,103.0,209.0,0.493,0.512,80.0,98.0,0.816,79.0,206.0,285.0,40.0,14.0,37.0,41.0,99.0,511.0,0.0,
177.0,Tari Eason,23.0,HOU,PF,43.0,9.0,1065.0,199.0,414.0,0.481,48.0,139.0,0.345,151.0,275.0,0.549,0.539,60.0,79.0,0.759,95.0,171.0,266.0,58.0,80.0,37.0,49.0,106.0,506.0,0.0,
178.0,Brandin Podziemski,21.0,GSW,SG,50.0,19.0,1270.0,191.0,447.0,0.427,68.0,213.0,0.319,123.0,234.0,0.526,0.503,56.0,74.0,0.757,52.0,191.0,243.0,171.0,53.0,12.0,54.0,74.0,506.0,0.0,
179.0,Chris Boucher,32.0,TOR,PF,50.0,0.0,862.0,182.0,370.0,0.492,70.0,193.0,0.363,112.0,177.0,0.633,0.586,68.0,87.0,0.782,70.0,154.0,224.0,33.0,24.0,25.0,29.0,68.0,502.0,0.0,
