Rank,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
105.0,Onyeka Okongwu,24.0,ATL,C,58.0,24.0,1536.0,19.4,0.634,0.185,0.323,11.9,22.8,17.2,12.0,1.5,3.2,9.8,17.1,3.8,1.7,5.5,0.172,1.3,0.3,1.6,1.4,
106.0,Corey Kispert,25.0,WAS,SF,58.0,0.0,1533.0,11.0,0.584,0.583,0.149,2.4,9.3,5.8,9.6,0.8,0.8,9.7,17.5,1.0,0.1,1.1,0.033,-1.4,-2.3,-3.7,-0.7,
107.0,Quentin Grimes,24.0,2TM,SG,61.0,23.0,1529.0,15.0,0.606,0.528,0.221,3.4,14.8,9.1,14.9,1.6,1.1,12.7,19.8,1.8,1.1,3.0,0.093,0.8,-0.5,0.3,0.9,
107.0,Quentin Grimes,24.0,DAL,SG,47.0,12.0,1070.0,13.4,0.599,0.551,0.222,3.1,14.8,9.0,13.2,1.4,0.8,13.2,18.5,1.0,0.8,1.9,0.083,0.1,-0.4,-0.3,0.5,
107.0,Quentin Grimes,24.0,PHI,SG,14.0,11.0,459.0,18.8,0.62,0.484,0.219,4.1,14.9,9.3,18.7,2.1,1.7,11.7,22.8,0.8,0.3,1.1,0.117,2.5,-1.0,1.6,0.4,
108.0,Cason Wallace,21.0,OKC,SG,56.0,36.0,1528.0,11.8,0.543,0.452,0.066,4.2,9.1,6.7,11.5,3.1,2.0,9.6,12.4,1.3,2.8,4.1,0.13,-1.9,2.5,0.6,1.0,
109.0,Victor Wembanyama,21.0,SAS,C,46.0,46.0,1527.0,24.2,0.594,0.47,0.221,5.7,29.3,17.6,18.3,1.6,10.2,13.7,30.4,1.1,2.8,3.9,0.122,3.6,2.8,6.4,3.2,
110.0,Cameron Johnson,28.0,BRK,PF,48.0,48.0,1525.0,18.1,0.634,0.556,0.302,3.1,12.4,7.5,16.4,1.4,1.4,9.9,22.8,3.3,1.1,4.4,0.138,3.5,-0.5,3.0,1.9,
111.0,Jerami Grant,30.0,POR,PF,47.0,47.0,1524.0,11.0,0.523,0.516,0.289,1.8,10.0,5.8,9.5,1.3,2.8,9.1,19.5,0.5,1.0,1.5,0.048,-1.3,-0.4,-1.8,0.1,
112.0,Terry Rozier,30.0,MIA,PG,56.0,23.0,1522.0,11.0,0.511,0.48,0.179,2.8,12.7,7.9,14.9,1.1,0.9,10.4,20.7,-0.3,1.4,1.1,0.034,-2.4,-1.0,-3.4,-0.5,
113.0,Norman Powell,31.0,LAC,SG,46.0,46.0,1520.0,19.4,0.631,0.463,0.29,1.3,10.6,5.9,11.2,1.9,0.5,9.7,27.4,2.8,1.8,4.6,0.144,3.0,-0.1,2.9,1.9,
114.0,Buddy Hield,32.0,GSW,SG,65.0,22.0,1515.0,12.0,0.554,0.69,0.077,2.7,12.5,7.4,10.9,1.8,1.3,10.6,20.8,0.2,1.7,2.0,0.062,-0.8,-0.4,-1.2,0.3,
115.0,P.J. Washington,26.0,DAL,PF,47.0,46.0,1515.0,13.7,0.537,0.363,0.275,5.4,21.5,13.6,10.1,1.8,2.8,12.6,19.8,0.3,1.9,2.1,0.067,-1.2,0.5,-0.8,0.5,
116.0,Nic Claxton,25.0,BRK,C,56.0,48.0,1514.0,16.3,0.556,0.033,0.278,9.1,22.9,15.7,13.2,1.7,5.6,11.9,16.7,1.3,2.1,3.3,0.106,-1.2,1.5,0.2,0.9,
117.0,Jakob Poeltl,29.0,TOR,C,50.0,49.0,1509.0,19.6,0.63,0.004,0.265,11.9,23.3,17.6,14.5,1.9,3.8,14.2,18.3,2.8,2.0,4.8,0.152,0.6,1.1,1.6,1.4,
118.0,Duncan Robinson,30.0,MIA,SF,61.0,30.0,1500.0,11.8,0.586,0.72,0.084,1.1,9.5,5.3,16.3,1.1,0.3,11.0,19.3,1.0,1.1,2.1,0.069,-0.9,-1.1,-1.9,0.0,
119.0,Royce O'Neale,31.0,PHO,SF,59.0,18.0,1498.0,13.1,0.599,0.754,0.057,3.6,16.9,10.5,11.7,1.9,1.7,9.8,15.3,1.5,1.1,2.6,0.084,0.5,0.0,0.4,0.9,
120.0,Davion Mitchell,26.0,2TM,PG,57.0,35.0,1495.0,8.9,0.558,0.47,0.15,1.7,6.6,4.2,24.2,1.4,0.7,21.6,13.0,0.6,0.8,1.4,0.045,-3.3,-0.3,-3.6,-0.6,
120.0,Davion Mitchell,26.0,TOR,PG,44.0,22.0,1080.0,8.0,0.536,0.48,0.152,1.6,7.1,4.3,24.8,1.4,0.7,23.1,13.2,0.1,0.5,0.6,0.025,-3.8,-0.5,-4.4,-0.7,
120.0,Davion Mitchell,26.0,MIA,PG,13.0,13.0,415.0,11.2,0.616,0.444,0.144,2.1,5.5,3.8,22.6,1.6,0.7,17.3,12.4,0.5,0.3,0.8,0.096,-1.9,0.2,-1.7,0.0,
121.0,Walker Kessler,23.0,UTA,C,49.0,49.0,1492.0,21.1,0.709,0.018,0.406,17.0,26.7,21.9,7.7,0.9,7.5,15.6,13.3,3.7,1.6,5.3,0.171,1.7,0.7,2.4,1.7,
122.0,Anthony Black,21.0,ORL,PG,62.0,9.0,1482.0,10.8,0.512,0.308,0.361,2.7,10.8,6.5,19.9,2.2,2.1,16.7,19.2,-0.6,2.1,1.5,0.049,-3.7,0.9,-2.7,-0.3,
123.0,Jrue Holiday,34.0,BOS,PG,49.0,49.0,1480.0,12.7,0.561,0.554,0.136,4.1,11.4,7.7,16.4,1.6,1.3,12.5,15.8,1.7,1.8,3.5,0.113,-0.7,0.7,-0.1,0.7,
124.0,Keon Johnson,22.0,BRK,SG,62.0,40.0,1475.0,10.1,0.483,0.51,0.173,3.9,14.1,8.8,13.4,2.2,1.6,10.9,21.5,-1.1,1.4,0.4,0.012,-3.4,-0.2,-3.6,-0.6,
125.0,Anthony Davis,31.0,2TM,PF,43.0,43.0,1471.0,27.4,0.602,0.124,0.421,9.7,28.9,19.6,17.6,1.8,5.9,9.3,30.3,3.8,2.8,6.6,0.217,4.7,1.5,6.3,3.1,
125.0,Anthony Davis,31.0,LAL,C,42.0,42.0,1440.0,27.2,0.601,0.124,0.423,9.6,28.7,19.5,17.1,1.8,5.9,9.4,30.3,3.7,2.7,6.4,0.213,4.5,1.5,6.0,2.9,
125.0,Anthony Davis,31.0,DAL,PF,1.0,1.0,31.0,38.6,0.63,0.111,0.333,14.2,41.2,27.9,41.1,0.0,8.3,4.6,29.9,0.2,0.1,0.2,0.379,15.1,4.3,19.5,0.2,
126.0,Draymond Green,34.0,GSW,PF,51.0,49.0,1470.0,12.9,0.536,0.457,0.327,4.0,19.2,11.4,27.3,2.3,3.2,22.7,15.6,0.6,2.4,3.0,0.096,-1.8,2.6,0.9,1.1,
127.0,Bradley Beal,31.0,PHO,SG,45.0,30.0,1470.0,15.5,0.603,0.366,0.196,2.6,9.1,6.0,17.8,1.6,1.6,11.9,22.3,1.7,0.5,2.2,0.073,0.2,-1.2,-1.0,0.4,
128.0,Devin Vassell,24.0,SAS,SG,48.0,37.0,1468.0,13.5,0.537,0.461,0.136,2.0,10.7,6.4,14.0,2.0,1.5,8.6,22.5,0.3,1.0,1.2,0.04,-0.9,-0.9,-1.9,0.0,
129.0,Aaron Wiggins,26.0,OKC,SG,65.0,20.0,1466.0,16.4,0.607,0.465,0.108,5.3,12.6,9.0,10.1,1.7,1.2,8.4,19.6,2.5,2.3,4.7,0.155,1.6,-0.2,1.5,1.3,
130.0,Julian Champagnie,23.0,SAS,SF,63.0,26.0,1465.0,12.0,0.574,0.731,0.127,3.7,13.5,8.6,7.5,1.6,1.6,9.6,16.9,0.9,1.0,1.8,0.06,-0.5,-0.8,-1.3,0.3,
131.0,Derrick Jones Jr.,27.0,LAC,SF,59.0,51.0,1465.0,13.6,0.604,0.351,0.178,5.8,10.0,7.9,4.9,2.2,1.4,9.4,16.7,1.6,1.9,3.5,0.115,-1.2,0.7,-0.5,0.6,
132.0,Ochai Agbaji,24.0,TOR,SG,54.0,38.0,1457.0,11.9,0.606,0.477,0.099,3.5,11.4,7.4,7.8,1.5,1.8,8.6,14.1,1.5,1.0,2.5,0.082,-0.7,0.1,-0.6,0.5,
133.0,Tristan Da Silva,23.0,ORL,SF,62.0,35.0,1434.0,10.1,0.533,0.505,0.142,5.0,12.7,8.6,10.4,1.0,1.0,10.2,15.0,0.6,1.6,2.2,0.074,-2.1,-0.4,-2.5,-0.2,
134.0,Keon Ellis,25.0,SAC,SG,62.0,14.0,1429.0,13.7,0.65,0.682,0.179,3.7,8.7,6.2,7.3,3.1,3.5,11.3,13.0,2.0,1.8,3.8,0.127,0.1,2.0,2.0,1.5,
135.0,Keldon Johnson,25.0,SAS,SF,60.0,0.0,1422.0,15.0,0.576,0.371,0.259,6.1,14.2,10.2,9.4,1.2,0.8,8.1,21.1,1.7,0.7,2.4,0.08,-0.1,-1.7,-1.9,0.0,
136.0,Zaccharie Risacher,19.0,ATL,SF,58.0,56.0,1416.0,11.4,0.536,0.429,0.202,5.4,11.0,8.1,7.2,1.4,1.9,10.2,20.3,0.1,0.9,1.0,0.033,-2.3,-1.7,-3.9,-0.7,
137.0,Isaiah Collier,20.0,UTA,PG,57.0,32.0,1410.0,8.6,0.474,0.315,0.247,1.8,11.8,6.8,34.6,1.7,0.8,26.8,18.3,-1.4,0.5,-0.9,-0.031,-4.3,-1.6,-5.9,-1.4,
138.0,Collin Sexton,26.0,UTA,SG,50.0,48.0,1407.0,16.3,0.592,0.332,0.291,4.0,6.8,5.4,24.6,1.2,0.3,14.5,26.5,2.1,0.0,2.1,0.071,1.7,-2.4,-0.6,0.5,
139.0,Gary Trent Jr.,26.0,MIL,SG,56.0,7.0,1398.0,11.3,0.589,0.639,0.12,1.3,8.6,5.1,6.3,1.9,0.2,6.7,16.6,1.0,1.4,2.4,0.082,-1.7,-0.2,-1.9,0.0,
140.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,1394.0,12.8,0.585,0.421,0.176,2.0,10.0,6.0,20.5,1.4,1.1,12.5,16.6,1.6,0.8,2.4,0.083,-1.5,-0.4,-1.9,0.0,
141.0,Haywood Highsmith,28.0,MIA,SF,57.0,39.0,1393.0,10.3,0.608,0.583,0.122,3.9,10.3,7.1,8.0,1.9,2.3,11.4,11.2,1.2,1.6,2.7,0.094,-2.5,0.9,-1.6,0.1,
142.0,Mike Conley,37.0,MIN,PG,56.0,50.0,1390.0,13.4,0.566,0.675,0.196,2.2,9.4,5.8,24.7,2.3,0.7,12.6,14.6,2.3,1.7,4.0,0.139,-0.1,1.3,1.2,1.1,
143.0,Naji Marshall,27.0,DAL,SF,53.0,19.0,1382.0,15.3,0.583,0.339,0.218,4.6,14.4,9.6,15.7,2.0,0.4,12.8,19.9,1.5,1.2,2.7,0.094,-0.2,-0.2,-0.4,0.6,
144.0,Lauri Markkanen,27.0,UTA,PF,43.0,43.0,1379.0,16.1,0.574,0.564,0.278,5.6,15.0,10.4,7.6,1.2,1.1,7.5,23.7,2.1,0.4,2.5,0.088,2.1,-2.0,0.1,0.7,
145.0,Georges Niang,31.0,2TM,PF,63.0,2.0,1374.0,11.6,0.606,0.642,0.091,3.4,15.7,9.6,8.8,0.8,0.8,10.1,17.2,1.5,1.3,2.8,0.098,-0.9,-0.8,-1.7,0.1,
145.0,Georges Niang,31.0,CLE,PF,51.0,1.0,1053.0,11.1,0.617,0.647,0.083,3.6,15.5,9.7,8.2,0.8,0.6,11.7,16.5,1.1,1.1,2.2,0.102,-1.2,-0.5,-1.7,0.1,
145.0,Georges Niang,31.0,ATL,PF,12.0,1.0,321.0,13.2,0.581,0.63,0.109,2.6,16.4,9.3,10.7,0.7,1.4,5.9,19.5,0.4,0.2,0.6,0.085,0.0,-1.6,-1.6,0.0,
146.0,Kris Dunn,30.0,LAC,PG,57.0,41.0,1365.0,11.4,0.51,0.51,0.048,3.9,12.7,8.3,17.3,3.7,1.6,14.9,12.8,0.4,2.5,2.9,0.101,-3.1,3.6,0.5,0.9,
147.0,De'Andre Hunter,27.0,2TM,SF,49.0,7.0,1363.0,16.0,0.628,0.507,0.368,2.7,13.1,7.8,7.6,1.2,0.6,8.9,23.0,2.5,0.9,3.4,0.12,1.4,-1.1,0.3,0.8,
147.0,De'Andre Hunter,27.0,ATL,SF,37.0,4.0,1064.0,15.8,0.616,0.502,0.358,2.7,12.4,7.4,7.9,1.4,0.4,9.4,24.1,1.6,0.6,2.2,0.1,0.9,-1.4,-0.5,0.4,
147.0,De'Andre Hunter,27.0,CLE,SF,12.0,3.0,299.0,16.9,0.682,0.528,0.415,3.0,15.5,9.4,6.7,0.5,1.2,6.7,19.1,0.9,0.3,1.2,0.19,3.2,0.1,3.2,0.4,
148.0,Al Horford,38.0,BOS,C,50.0,34.0,1362.0,12.0,0.556,0.681,0.078,4.6,18.3,11.5,9.3,1.2,2.9,8.8,13.1,1.4,1.9,3.3,0.116,-0.4,1.1,0.7,0.9,
149.0,Kyle Kuzma,29.0,2TM,PF,46.0,43.0,1361.0,10.4,0.5,0.35,0.246,2.8,19.3,11.1,12.7,0.9,0.7,13.3,24.8,-2.0,0.9,-1.1,-0.039,-3.1,-1.9,-5.0,-1.0,
149.0,Kyle Kuzma,29.0,WAS,PF,32.0,30.0,887.0,10.6,0.488,0.352,0.215,3.2,18.7,10.9,14.7,1.1,0.7,12.8,26.9,-1.6,0.4,-1.2,-0.064,-2.9,-2.3,-5.3,-0.7,
149.0,Kyle Kuzma,29.0,MIL,PF,14.0,13.0,474.0,9.9,0.532,0.347,0.329,2.1,20.4,11.6,8.9,0.6,0.6,14.5,20.9,-0.4,0.5,0.1,0.01,-3.4,-1.1,-4.5,-0.3,
150.0,Wendell Carter Jr.,25.0,ORL,C,53.0,36.0,1359.0,13.7,0.54,0.314,0.394,9.0,25.4,16.7,12.9,1.5,1.8,12.1,16.0,1.2,2.2,3.5,0.122,-2.2,0.9,-1.3,0.2,
151.0,Andrew Nembhard,25.0,IND,SG,47.0,47.0,1356.0,12.2,0.555,0.303,0.267,2.1,10.3,6.3,23.2,2.3,0.5,16.8,16.7,0.9,1.1,2.0,0.071,-2.5,0.3,-2.1,0.0,
152.0,Julian Strawther,22.0,DEN,SG,61.0,4.0,1351.0,9.5,0.563,0.557,0.174,1.4,9.0,5.4,7.5,1.3,1.0,10.1,17.7,0.5,0.7,1.3,0.045,-3.1,-1.5,-4.6,-0.9,
153.0,Paul George,34.0,PHI,PF,41.0,41.0,1334.0,14.6,0.543,0.47,0.17,2.0,17.6,9.4,21.1,2.8,1.5,14.7,23.6,-0.2,1.3,1.1,0.041,-0.4,0.1,-0.3,0.6,
154.0,Dorian Finney-Smith,31.0,2TM,PF,47.0,31.0,1328.0,9.8,0.587,0.693,0.104,5.6,10.6,8.1,6.6,1.6,1.1,11.5,12.3,0.9,1.1,2.0,0.073,-1.7,0.1,-1.6,0.2,
154.0,Dorian Finney-Smith,31.0,BRK,PF,20.0,20.0,579.0,12.3,0.613,0.679,0.151,5.9,12.4,9.0,8.2,1.6,2.1,9.6,14.2,0.7,0.5,1.2,0.097,-0.1,0.0,-0.1,0.3,
154.0,Dorian Finney-Smith,31.0,LAL,PF,27.0,11.0,749.0,7.9,0.559,0.707,0.057,5.4,9.1,7.4,5.4,1.7,0.4,13.4,10.9,0.2,0.6,0.9,0.054,-2.9,0.2,-2.7,-0.1,
155.0,Santi Aldama,24.0,MEM,PF,53.0,13.0,1325.0,17.8,0.588,0.474,0.13,6.8,21.2,14.1,15.3,1.5,2.0,8.5,18.8,2.7,1.8,4.4,0.16,3.0,0.7,3.7,1.9,
156.0,LaMelo Ball,23.0,CHO,PG,41.0,41.0,1324.0,19.1,0.532,0.529,0.228,3.2,14.5,8.7,41.9,1.8,0.9,12.8,36.1,0.7,1.2,1.9,0.07,4.0,-0.7,3.3,1.8,
157.0,Jabari Smith Jr.,21.0,HOU,PF,43.0,38.0,1323.0,11.7,0.551,0.504,0.233,6.2,16.8,11.4,4.1,0.5,2.5,8.1,15.7,1.4,1.7,3.1,0.112,-1.1,0.1,-1.0,0.3,
158.0,Grayson Allen,29.0,PHO,SG,53.0,3.0,1317.0,14.0,0.64,0.739,0.236,2.5,11.0,6.9,12.3,1.8,1.3,11.4,16.8,1.9,0.6,2.5,0.092,1.0,-0.8,0.1,0.7,
159.0,Miles McBride,24.0,NYK,PG,54.0,3.0,1299.0,12.7,0.543,0.578,0.139,3.7,8.1,5.9,14.7,1.9,0.9,6.9,16.4,1.7,1.0,2.7,0.1,-0.1,0.1,0.0,0.6,
160.0,Alex Sarr,19.0,WAS,C,48.0,48.0,1294.0,12.6,0.474,0.418,0.196,7.1,19.0,13.0,12.9,1.2,5.1,9.8,21.4,-0.8,1.0,0.2,0.007,-2.5,-0.8,-3.3,-0.4,
161.0,Scotty Pippen Jr.,24.0,MEM,PG,64.0,17.0,1289.0,15.1,0.568,0.369,0.29,4.4,12.5,8.5,26.7,2.8,1.5,17.9,19.3,1.5,1.8,3.3,0.122,-0.7,1.6,1.0,1.0,
162.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,1284.0,17.3,0.569,0.26,0.232,5.1,25.8,15.2,20.7,2.0,2.6,15.1,22.4,0.8,1.6,2.4,0.088,0.4,1.3,1.7,1.2,
163.0,A.J. Green,25.0,MIL,SG,56.0,6.0,1279.0,9.3,0.618,0.855,0.062,1.1,9.4,5.4,7.7,1.2,0.4,8.0,12.8,1.2,1.1,2.3,0.086,-1.8,-0.4,-2.2,-0.1,
164.0,D'Angelo Russell,28.0,2TM,PG,50.0,28.0,1279.0,14.9,0.536,0.551,0.227,1.4,10.8,6.1,31.3,1.9,1.6,13.4,24.0,0.9,1.2,2.1,0.08,0.5,-0.4,0.1,0.7,
164.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,763.0,13.0,0.537,0.54,0.17,1.2,10.3,5.9,26.1,1.5,0.5,13.0,22.1,0.4,0.6,1.1,0.066,-0.7,-1.0,-1.7,0.1,
164.0,D'Angelo Russell,28.0,BRK,PG,21.0,18.0,516.0,17.6,0.536,0.565,0.301,1.7,11.6,6.5,38.9,2.5,3.3,14.0,26.7,0.5,0.6,1.1,0.1,2.4,0.5,2.9,0.6,
165.0,Jonas Valančiūnas,32.0,2TM,C,63.0,17.0,1273.0,20.9,0.601,0.061,0.264,13.2,30.4,21.7,18.4,1.3,2.9,15.0,22.8,2.1,1.4,3.6,0.134,1.0,0.0,0.9,1.0,
165.0,Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,983.0,20.6,0.602,0.064,0.251,12.7,30.3,21.4,18.8,1.1,2.6,15.8,23.6,1.4,1.0,2.3,0.113,0.9,-0.5,0.4,0.6,
165.0,Jonas Valančiūnas,32.0,SAC,C,14.0,5.0,290.0,22.2,0.598,0.048,0.314,14.9,30.7,22.8,16.9,2.0,4.0,11.8,20.0,0.8,0.5,1.2,0.204,1.2,1.6,2.9,0.4,
166.0,Brandin Podziemski,21.0,GSW,SG,50.0,19.0,1270.0,13.5,0.528,0.477,0.166,4.2,16.5,10.2,19.1,2.0,0.9,10.1,17.6,1.1,1.6,2.8,0.104,-1.0,0.9,-0.1,0.6,
167.0,Donte DiVincenzo,28.0,MIN,SG,47.0,9.0,1247.0,13.9,0.58,0.757,0.126,2.2,13.2,7.8,20.2,2.3,0.7,14.1,19.0,1.2,1.7,2.9,0.11,0.6,1.0,1.6,1.2,
168.0,Caris LeVert,30.0,2TM,SG,50.0,3.0,1247.0,15.2,0.589,0.475,0.253,2.7,10.5,6.7,18.1,1.7,1.9,10.9,18.9,2.0,1.3,3.3,0.127,0.9,0.3,1.2,1.0,
168.0,Caris LeVert,30.0,CLE,SF,38.0,3.0,904.0,14.4,0.58,0.497,0.279,2.7,9.9,6.4,19.9,1.8,1.9,13.2,18.1,1.3,1.1,2.4,0.128,0.6,0.7,1.3,0.8,
168.0,Caris LeVert,30.0,ATL,SG,12.0,0.0,343.0,17.1,0.606,0.431,0.203,2.8,12.0,7.3,13.6,1.5,1.9,5.7,21.0,0.6,0.2,0.9,0.123,1.7,-0.7,1.0,0.3,
169.0,Isaiah Hartenstein,26.0,OKC,C,44.0,42.0,1243.0,18.7,0.591,0.04,0.245,11.3,30.7,21.2,18.4,1.3,3.6,15.2,16.6,2.4,2.8,5.3,0.203,0.4,2.4,2.7,1.5,
170.0,Peyton Watson,22.0,DEN,SF,52.0,12.0,1229.0,11.9,0.577,0.332,0.326,3.7,11.2,7.6,7.4,1.6,4.5,11.1,14.0,1.0,1.1,2.1,0.083,-1.6,0.3,-1.3,0.2,
171.0,Ja Morant,25.0,MEM,PG,41.0,41.0,1224.0,18.1,0.549,0.311,0.378,2.2,12.0,7.2,36.3,1.9,0.8,16.2,31.5,1.3,1.3,2.6,0.101,2.2,-0.7,1.5,1.1,
172.0,Dalton Knecht,23.0,LAL,SF,60.0,13.0,1222.0,12.5,0.597,0.622,0.154,2.9,13.2,8.2,6.1,0.9,0.4,5.9,17.7,1.4,0.9,2.3,0.091,-0.4,-1.5,-1.9,0.0,
173.0,Goga Bitadze,25.0,ORL,C,55.0,41.0,1220.0,19.2,0.642,0.079,0.376,12.3,26.0,18.7,14.4,1.6,6.9,15.9,14.4,2.3,2.5,4.8,0.189,-0.3,2.7,2.4,1.4,
174.0,Ziaire Williams,23.0,BRK,SF,50.0,32.0,1211.0,12.1,0.537,0.555,0.255,5.1,18.0,11.3,9.0,2.0,1.8,9.9,18.3,0.5,1.3,1.8,0.07,-2.2,-0.2,-2.5,-0.2,
175.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,17.7,0.583,0.068,0.128,11.0,25.9,18.4,8.6,1.2,3.0,12.2,19.5,1.3,1.4,2.7,0.108,-0.3,-0.6,-0.8,0.4,
176.0,Jake LaRavia,23.0,2TM,PF,59.0,0.0,1200.0,12.5,0.579,0.405,0.351,7.8,13.7,10.8,15.3,2.1,1.7,19.0,14.2,1.2,1.4,2.6,0.104,-0.8,1.1,0.4,0.7,
176.0,Jake LaRavia,23.0,MEM,PF,47.0,0.0,982.0,13.5,0.605,0.373,0.398,7.3,14.6,11.0,16.6,2.1,1.8,19.6,14.3,1.2,1.2,2.5,0.122,-0.2,1.5,1.3,0.8,
176.0,Jake LaRavia,23.0,SAC,PF,12.0,0.0,218.0,7.9,0.453,0.545,0.145,9.7,9.7,9.7,9.7,2.2,0.9,15.8,13.6,-0.1,0.2,0.1,0.026,-3.5,-0.4,-3.9,-0.1,
177.0,Moses Moody,22.0,GSW,SG,57.0,17.0,1198.0,12.7,0.591,0.595,0.245,3.2,9.4,6.2,7.8,1.4,1.7,7.5,17.8,1.5,1.1,2.6,0.104,-0.4,-0.5,-0.9,0.3,
178.0,Isaiah Joe,25.0,OKC,SG,58.0,12.0,1194.0,13.2,0.593,0.784,0.084,2.8,10.1,6.5,9.4,1.6,0.8,5.4,17.1,1.8,1.7,3.5,0.141,0.8,0.1,0.9,0.9,
179.0,Luka Dončić,25.0,2TM,PG,34.0,34.0,1194.0,23.0,0.567,0.468,0.345,2.6,23.0,13.0,37.1,2.7,1.0,13.4,33.7,1.7,1.7,3.5,0.139,4.5,1.5,5.9,2.4,
179.0,Luka Dončić,25.0,DAL,PG,22.0,22.0,785.0,24.4,0.584,0.455,0.313,2.2,22.6,12.6,36.7,2.7,1.0,12.4,33.0,1.6,1.1,2.7,0.163,5.5,1.4,7.0,1.8,
179.0,Luka Dončić,25.0,LAL,PG,12.0,12.0,409.0,20.2,0.535,0.494,0.408,3.4,23.6,13.9,37.7,2.6,1.1,15.4,34.9,0.1,0.7,0.8,0.092,2.5,1.5,4.0,0.6,
180.0,John Collins,27.0,UTA,PF,39.0,30.0,1192.0,19.0,0.626,0.279,0.303,8.0,21.0,14.6,11.0,1.6,3.2,14.8,24.2,1.7,0.9,2.6,0.104,1.4,-0.3,1.1,0.9,
181.0,Patrick Williams,23.0,CHI,PF,46.0,35.0,1191.0,8.6,0.492,0.523,0.172,3.1,12.9,8.1,10.2,1.3,2.0,13.1,16.9,-0.9,0.8,0.0,-0.001,-3.3,-0.8,-4.1,-0.6,
182.0,Kevin Huerter,26.0,2TM,SG,54.0,16.0,1186.0,10.3,0.517,0.672,0.096,2.3,11.7,7.0,10.9,2.1,1.5,10.3,17.8,-0.1,1.1,0.9,0.038,-2.5,-0.1,-2.6,-0.2,
182.0,Kevin Huerter,26.0,SAC,SG,43.0,15.0,899.0,10.6,0.524,0.661,0.09,2.3,12.5,7.4,11.0,1.9,1.7,10.3,17.1,0.1,0.8,0.9,0.049,-2.3,0.0,-2.4,-0.1,
182.0,Kevin Huerter,26.0,CHI,SG,11.0,1.0,287.0,9.4,0.497,0.701,0.111,2.2,9.0,5.7,10.8,2.6,0.6,10.2,19.9,-0.2,0.2,0.0,0.003,-3.2,-0.2,-3.4,-0.1,
183.0,Jimmy Butler,35.0,2TM,SF,38.0,38.0,1180.0,22.3,0.622,0.148,0.633,8.0,10.9,9.4,25.2,1.8,1.1,8.4,21.2,4.4,1.2,5.6,0.229,3.8,0.5,4.2,1.8,
183.0,Jimmy Butler,35.0,MIA,PF,25.0,25.0,766.0,22.8,0.638,0.137,0.612,8.0,10.7,9.4,24.9,1.8,1.3,8.2,21.1,2.9,0.8,3.7,0.232,4.1,0.6,4.7,1.3,
183.0,Jimmy Butler,35.0,GSW,SF,13.0,13.0,414.0,21.4,0.593,0.168,0.671,8.0,11.1,9.5,25.9,2.0,0.7,8.5,21.3,1.5,0.4,1.9,0.224,3.1,0.3,3.4,0.6,
184.0,Clint Capela,30.0,ATL,C,55.0,41.0,1176.0,17.7,0.564,0.003,0.249,15.6,28.0,21.6,7.5,1.3,4.1,9.8,16.7,1.7,1.5,3.2,0.13,-0.7,-0.5,-1.2,0.3,
185.0,Ty Jerome,27.0,CLE,SG,60.0,2.0,1175.0,20.7,0.636,0.413,0.242,4.2,10.1,7.3,23.6,3.0,0.1,11.8,23.0,3.5,1.7,5.1,0.209,3.0,1.2,4.2,1.8,
186.0,Isaiah Stewart,23.0,DET,C,59.0,3.0,1169.0,14.1,0.595,0.164,0.293,10.7,20.6,15.7,10.9,0.8,6.8,16.5,12.5,1.5,1.8,3.3,0.136,-1.9,1.9,-0.1,0.6,
187.0,Mason Plumlee,34.0,PHO,C,64.0,18.0,1166.0,14.7,0.64,0.016,0.614,10.4,27.6,19.3,13.6,1.2,3.4,18.2,10.8,2.2,1.2,3.4,0.14,-1.5,0.9,-0.6,0.4,
188.0,Bobby Portis,29.0,MIL,PF,46.0,7.0,1160.0,17.5,0.538,0.296,0.12,8.0,26.6,17.7,13.5,1.3,2.0,8.7,24.1,0.8,1.8,2.5,0.105,0.4,-0.4,0.0,0.6,
189.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,13.8,0.595,0.557,0.231,2.5,14.4,8.5,17.0,1.6,1.1,12.6,18.3,1.2,1.3,2.4,0.102,-0.4,0.5,0.1,0.6,
190.0,Obi Toppin,26.0,IND,PF,60.0,0.0,1150.0,17.2,0.638,0.482,0.198,4.2,19.0,11.7,11.6,1.6,1.6,9.6,19.6,2.0,1.1,3.1,0.129,1.3,-0.2,1.1,0.9,
191.0,Gabe Vincent,28.0,LAL,PG,55.0,9.0,1148.0,7.1,0.524,0.711,0.052,1.3,4.9,3.2,9.5,1.7,1.0,9.6,13.2,0.1,0.9,0.9,0.038,-4.3,0.0,-4.3,-0.7,
192.0,Sam Hauser,27.0,BOS,PF,55.0,13.0,1142.0,12.4,0.616,0.852,0.017,3.6,12.6,8.1,6.1,1.4,0.8,5.2,14.0,1.7,1.3,3.0,0.127,0.6,0.0,0.5,0.7,
