Rank,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
16.0,James Harden,35.0,LAC,PG,61.0,61.0,2131.0,18.8,0.566,0.527,0.439,2.1,16.4,9.3,37.3,2.1,1.8,18.7,30.0,1.8,3.2,5.0,0.113,2.7,0.5,3.2,2.8,
17.0,OG Anunoby,27.0,NYK,PF,58.0,58.0,2124.0,14.1,0.583,0.464,0.197,4.3,10.4,7.4,8.0,1.9,2.2,8.8,18.4,2.5,2.0,4.5,0.101,0.1,-0.2,-0.1,1.0,
18.0,DeMar DeRozan,35.0,SAC,SF,59.0,59.0,2120.0,17.9,0.578,0.184,0.334,1.9,10.5,6.2,17.1,1.3,1.1,6.8,24.4,4.4,1.4,5.8,0.131,1.0,-1.0,0.1,1.1,
19.0,Cade Cunningham,23.0,DET,PG,60.0,60.0,2118.0,20.1,0.563,0.302,0.25,2.5,16.4,9.5,42.8,1.4,2.0,16.7,32.6,2.4,2.5,5.0,0.112,3.5,-0.1,3.4,2.9,
20.0,Keegan Murray,24.0,SAC,PF,61.0,61.0,2111.0,11.7,0.55,0.53,0.099,6.5,15.2,10.9,5.5,1.1,2.4,6.9,14.9,1.9,1.8,3.6,0.083,-1.1,-0.9,-2.0,0.0,
21.0,Jamal Murray,27.0,DEN,PG,58.0,58.0,2109.0,17.8,0.586,0.353,0.222,2.0,8.9,5.6,22.8,1.9,1.3,10.3,23.8,4.1,1.5,5.6,0.127,1.7,-1.0,0.8,1.5,
22.0,Toumani Camara,24.0,POR,PF,64.0,64.0,2094.0,11.8,0.562,0.481,0.191,7.4,12.3,9.8,9.1,2.2,1.8,13.6,13.9,1.6,1.9,3.5,0.081,-1.5,0.6,-0.8,0.6,
23.0,Derrick White,30.0,BOS,SG,62.0,62.0,2092.0,16.6,0.61,0.709,0.168,2.7,11.0,6.9,18.7,1.4,2.8,10.3,19.6,4.3,2.6,6.9,0.158,2.7,0.6,3.3,2.8,
24.0,Michael Porter Jr.,26.0,DEN,SF,62.0,62.0,2088.0,16.5,0.619,0.46,0.177,6.2,15.8,11.3,8.5,0.9,1.2,8.1,20.4,3.9,1.4,5.3,0.122,1.9,-1.8,0.1,1.1,
25.0,Pascal Siakam,30.0,IND,PF,63.0,63.0,2067.0,19.8,0.607,0.282,0.273,5.9,18.3,12.2,15.2,1.3,1.3,7.2,24.2,4.6,1.8,6.4,0.15,2.5,-0.7,1.8,2.0,
26.0,Kelly Oubre Jr.,29.0,PHI,SF,59.0,56.0,2053.0,13.6,0.553,0.329,0.246,5.1,15.7,10.1,8.1,2.1,1.4,9.0,19.0,1.3,1.5,2.9,0.067,-1.6,-0.6,-2.3,-0.1,
27.0,Dyson Daniels,21.0,ATL,SG,60.0,60.0,2039.0,15.2,0.54,0.256,0.16,4.9,13.3,8.9,17.1,4.1,1.9,12.6,18.0,1.0,2.9,3.8,0.09,-1.5,2.6,1.1,1.6,
28.0,Anfernee Simons,25.0,POR,SG,62.0,62.0,2037.0,15.3,0.565,0.52,0.174,1.1,8.2,4.6,23.5,1.3,0.2,10.8,24.7,2.7,0.8,3.6,0.085,1.8,-1.7,0.1,1.1,
29.0,LeBron James,40.0,LAL,SF,58.0,58.0,2023.0,23.4,0.608,0.321,0.252,3.4,22.4,13.2,42.5,1.3,1.6,15.9,30.8,4.2,2.5,6.7,0.16,5.3,0.9,6.2,4.2,
30.0,Ivica Zubac,27.0,LAC,C,62.0,62.0,2017.0,21.4,0.627,0.0,0.247,12.7,30.5,21.6,12.3,1.2,3.5,11.2,19.1,4.6,3.6,8.2,0.196,1.6,0.7,2.3,2.2,
31.0,Tyrese Haliburton,24.0,IND,PG,59.0,59.0,2007.0,21.0,0.612,0.565,0.212,1.9,9.5,5.7,36.9,2.1,1.7,10.3,21.5,6.1,1.6,7.8,0.185,5.2,-0.2,5.0,3.6,
32.0,Karl-Anthony Towns,29.0,NYK,C,57.0,57.0,1998.0,23.7,0.632,0.292,0.342,10.0,32.8,21.6,13.5,1.4,1.9,11.8,26.9,5.4,3.0,8.3,0.2,3.7,0.0,3.6,2.9,
33.0,Jalen Williams,23.0,OKC,SG,61.0,61.0,1987.0,20.1,0.568,0.298,0.246,2.8,14.8,8.9,24.0,2.4,2.2,10.5,27.2,3.2,3.8,6.9,0.167,2.5,1.5,4.0,3.0,
34.0,Zach LaVine,29.0,2TM,SF,57.0,57.0,1984.0,18.2,0.639,0.432,0.247,0.9,13.2,7.1,19.5,1.2,0.5,13.2,25.9,2.9,1.2,4.1,0.099,2.5,-1.4,1.2,1.6,
34.0,Zach LaVine,29.0,CHI,SF,42.0,42.0,1432.0,18.5,0.637,0.43,0.256,0.9,13.7,7.4,20.9,1.3,0.6,13.3,26.6,2.0,0.9,2.9,0.097,2.6,-1.3,1.4,1.2,
34.0,Zach LaVine,29.0,SAC,SG,15.0,15.0,552.0,17.4,0.642,0.438,0.221,0.8,11.7,6.2,15.9,1.1,0.4,13.0,24.3,0.9,0.3,1.2,0.105,2.2,-1.6,0.6,0.4,
35.0,Domantas Sabonis,28.0,SAC,C,56.0,56.0,1974.0,23.0,0.662,0.183,0.328,12.4,32.2,22.3,25.9,0.8,1.1,16.8,21.5,6.1,2.3,8.4,0.205,4.2,0.9,5.1,3.5,
36.0,Dillon Brooks,29.0,HOU,SF,61.0,61.0,1962.0,10.6,0.544,0.525,0.14,3.7,9.3,6.4,7.1,1.2,0.6,7.4,17.5,2.0,2.1,4.1,0.1,-1.6,0.0,-1.6,0.2,
37.0,Brook Lopez,36.0,MIL,C,62.0,62.0,1961.0,14.0,0.6,0.515,0.171,4.7,11.9,8.5,7.5,1.0,5.7,8.7,15.5,2.3,2.4,4.8,0.117,-0.1,0.6,0.5,1.3,
38.0,Tobias Harris,32.0,DET,PF,61.0,61.0,1960.0,13.8,0.568,0.327,0.206,3.3,17.5,10.5,9.8,1.3,2.4,8.3,17.6,2.1,2.4,4.5,0.11,-0.6,0.4,-0.2,0.9,
39.0,Tyrese Maxey,24.0,PHI,PG,52.0,52.0,1960.0,19.7,0.562,0.438,0.265,0.8,9.7,5.1,28.2,2.3,1.1,9.2,30.0,3.0,1.1,4.1,0.101,3.2,-1.2,2.1,2.0,
40.0,Amen Thompson,22.0,HOU,SF,60.0,33.0,1952.0,18.1,0.601,0.13,0.381,8.8,18.5,13.5,16.0,2.0,3.4,15.3,17.4,3.3,3.5,6.7,0.165,1.0,2.3,3.3,2.6,
41.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,1948.0,10.8,0.515,0.359,0.296,4.8,10.9,7.9,14.9,1.9,1.9,15.1,17.8,-0.5,0.9,0.4,0.011,-3.0,-0.7,-3.7,-0.9,
42.0,Kevin Durant,36.0,PHO,PF,52.0,52.0,1930.0,21.3,0.638,0.331,0.321,1.2,16.5,9.2,19.9,1.1,3.3,12.5,28.7,3.5,1.2,4.6,0.115,3.8,-0.7,3.1,2.5,
43.0,Austin Reaves,26.0,LAL,SG,56.0,56.0,1925.0,17.0,0.593,0.514,0.369,3.0,10.8,7.1,25.2,1.6,0.8,13.2,23.3,3.5,1.7,5.2,0.13,1.7,-0.5,1.2,1.6,
44.0,Alperen Şengün,22.0,HOU,C,61.0,61.0,1918.0,21.6,0.547,0.087,0.368,11.1,24.2,17.5,24.8,1.8,2.3,12.9,26.3,3.3,3.5,6.8,0.17,2.8,1.9,4.7,3.2,
45.0,Damian Lillard,34.0,MIL,PG,53.0,53.0,1917.0,21.7,0.625,0.525,0.389,1.6,11.9,7.0,29.9,1.7,0.4,12.5,28.0,5.4,2.0,7.3,0.183,4.7,-0.7,4.0,2.9,
46.0,Jaylen Brown,28.0,BOS,SF,54.0,54.0,1911.0,18.1,0.552,0.315,0.291,4.5,14.2,9.3,22.0,1.8,0.8,11.4,29.4,2.1,2.5,4.6,0.114,0.5,-0.5,0.0,1.0,
47.0,Coby White,24.0,CHI,SG,58.0,57.0,1909.0,14.3,0.582,0.557,0.233,1.1,9.9,5.5,19.8,1.4,0.5,12.4,23.7,1.6,1.0,2.6,0.065,-0.2,-1.6,-1.7,0.1,
48.0,Kentavious Caldwell-Pope,31.0,ORL,SG,63.0,63.0,1902.0,9.0,0.551,0.593,0.18,1.3,7.0,4.0,8.3,2.2,1.5,9.7,12.5,0.7,2.5,3.1,0.079,-3.8,1.4,-2.4,-0.2,
49.0,Donovan Mitchell,28.0,CLE,SG,60.0,60.0,1875.0,21.1,0.585,0.486,0.263,2.6,12.1,7.5,23.0,2.0,0.6,9.1,31.0,4.3,2.4,6.7,0.171,4.1,-0.2,3.9,2.8,
50.0,Rudy Gobert,32.0,MIN,C,56.0,56.0,1851.0,17.1,0.68,0.0,0.541,11.8,22.6,17.3,7.9,1.1,4.3,14.3,12.5,4.2,2.9,7.1,0.185,0.1,1.3,1.4,1.6,
51.0,Bub Carrington,19.0,WAS,PG,63.0,43.0,1845.0,8.8,0.516,0.564,0.113,1.5,12.8,7.1,19.6,1.2,0.6,14.8,14.8,-0.1,0.5,0.4,0.011,-3.5,-1.1,-4.6,-1.2,
52.0,Jarrett Allen,26.0,CLE,C,64.0,64.0,1827.0,22.1,0.726,0.006,0.409,10.5,27.8,19.4,9.3,1.7,2.9,11.3,15.5,6.1,3.4,9.5,0.25,3.1,1.4,4.4,3.0,
53.0,Nikola Vučević,34.0,CHI,C,57.0,56.0,1823.0,19.9,0.614,0.31,0.145,7.7,25.7,16.8,16.3,1.3,1.8,10.0,22.4,3.5,1.9,5.4,0.142,2.1,-0.2,1.9,1.8,
54.0,Naz Reid,25.0,MIN,C,65.0,17.0,1822.0,16.5,0.585,0.497,0.161,4.6,19.4,12.1,12.3,1.3,3.2,9.3,21.8,2.3,2.7,5.0,0.132,1.2,0.8,2.0,1.8,
55.0,Darius Garland,25.0,CLE,PG,60.0,60.0,1817.0,20.5,0.611,0.453,0.229,2.2,6.9,4.6,32.1,1.8,0.5,12.4,27.4,5.2,1.9,7.0,0.186,4.4,-0.9,3.5,2.6,
56.0,Tyus Jones,28.0,PHO,PG,64.0,57.0,1813.0,13.9,0.578,0.571,0.095,2.0,7.2,4.7,28.5,1.5,0.4,12.9,15.9,3.0,0.3,3.4,0.089,0.9,-1.5,-0.6,0.6,
57.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,1804.0,20.0,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.3,3.7,1.3,4.9,0.132,3.9,-0.5,3.4,2.5,
58.0,Stephen Curry,36.0,GSW,PG,56.0,56.0,1803.0,21.5,0.618,0.625,0.231,1.8,13.0,7.3,31.6,1.6,1.2,12.7,29.6,4.2,2.0,6.2,0.165,6.5,-0.3,6.2,3.8,
59.0,Chris Paul,39.0,SAS,PG,63.0,63.0,1798.0,15.3,0.578,0.654,0.183,1.6,12.0,6.8,36.3,2.2,0.6,15.8,13.6,3.8,1.3,5.1,0.135,0.6,0.5,1.1,1.4,
60.0,Payton Pritchard,27.0,BOS,PG,64.0,0.0,1796.0,18.0,0.645,0.744,0.104,5.1,9.4,7.3,18.1,1.5,0.7,7.7,18.5,5.3,1.9,7.2,0.193,3.7,0.2,3.9,2.7,
61.0,Malik Beasley,28.0,DET,SG,65.0,14.0,1787.0,15.2,0.598,0.719,0.126,2.3,8.7,5.5,9.0,1.7,0.2,7.0,22.8,2.5,1.6,4.1,0.11,2.3,-1.0,1.3,1.5,
62.0,Josh Giddey,22.0,CHI,PG,60.0,60.0,1781.0,17.1,0.566,0.36,0.252,6.1,20.7,13.5,31.5,1.7,1.9,18.4,21.0,2.1,1.8,3.9,0.105,1.4,0.7,2.1,1.8,
63.0,Bennedict Mathurin,22.0,IND,SF,57.0,45.0,1758.0,13.5,0.583,0.334,0.343,4.5,15.2,9.9,8.8,0.9,1.1,12.0,22.2,1.1,1.2,2.3,0.063,-1.2,-1.7,-2.9,-0.4,
64.0,Shaedon Sharpe,21.0,POR,SG,58.0,38.0,1756.0,14.0,0.55,0.424,0.212,2.9,11.7,7.2,14.0,1.2,0.7,10.9,24.6,0.9,1.0,1.9,0.052,-0.2,-1.6,-1.8,0.1,
65.0,Trey Murphy III,24.0,NOP,SF,49.0,47.0,1746.0,17.7,0.6,0.525,0.278,2.7,13.3,7.8,16.1,1.5,2.1,9.7,23.7,3.1,0.5,3.6,0.1,2.4,-1.3,1.1,1.4,
66.0,Luguentz Dort,25.0,OKC,SF,60.0,60.0,1742.0,11.3,0.573,0.691,0.084,5.1,10.1,7.6,7.1,1.9,2.0,7.2,13.5,2.0,2.7,4.7,0.13,-0.8,0.7,-0.1,0.9,
67.0,Scottie Barnes,23.0,TOR,PF,51.0,51.0,1739.0,17.9,0.523,0.277,0.281,5.4,19.9,12.5,27.5,2.1,3.0,13.2,26.7,0.7,2.1,2.8,0.077,1.6,0.8,2.4,1.9,
68.0,Jaren Jackson Jr.,25.0,MEM,C,59.0,59.0,1732.0,20.9,0.598,0.313,0.352,4.8,16.1,10.5,11.1,2.0,5.0,10.2,28.8,3.1,2.6,5.7,0.159,2.2,1.0,3.2,2.3,
69.0,Giannis Antetokounmpo,30.0,MIL,PF,51.0,51.0,1730.0,30.2,0.621,0.041,0.507,7.7,29.5,19.0,33.8,1.1,3.3,11.7,36.1,5.2,2.9,8.0,0.223,6.4,2.2,8.6,4.6,
70.0,Harrison Barnes,32.0,SAS,PF,63.0,63.0,1729.0,14.1,0.643,0.505,0.308,5.3,9.9,7.6,8.6,0.6,0.6,6.0,15.1,3.7,0.3,4.1,0.113,1.3,-1.8,-0.5,0.7,
71.0,Deni Avdija,24.0,POR,SF,60.0,42.0,1726.0,16.2,0.592,0.403,0.448,4.7,20.4,12.4,18.7,1.6,1.6,16.4,22.2,1.9,1.7,3.6,0.101,0.5,0.3,0.8,1.2,
72.0,Julius Randle,30.0,MIN,PF,53.0,53.0,1726.0,17.3,0.579,0.33,0.37,7.6,16.9,12.3,22.8,1.0,0.6,14.9,25.3,2.6,1.9,4.6,0.127,1.3,-0.4,0.9,1.3,
73.0,Tim Hardaway Jr.,32.0,DET,SG,61.0,61.0,1724.0,9.3,0.561,0.677,0.21,1.0,8.4,4.8,7.8,0.9,0.3,7.0,14.9,1.4,1.2,2.6,0.072,-1.6,-0.9,-2.5,-0.2,
74.0,Myles Turner,28.0,IND,C,56.0,56.0,1722.0,15.5,0.604,0.471,0.276,4.3,19.1,11.8,7.3,1.3,5.4,12.2,20.6,1.1,2.1,3.2,0.09,-0.3,0.2,-0.1,0.8,
75.0,Evan Mobley,23.0,CLE,PF,57.0,57.0,1719.0,22.7,0.639,0.233,0.346,8.6,24.4,16.8,14.6,1.4,4.6,12.1,23.2,4.5,3.1,7.6,0.212,3.1,1.6,4.7,3.0,
76.0,Malik Monk,26.0,SAC,SG,53.0,40.0,1718.0,15.4,0.551,0.458,0.188,1.4,11.5,6.5,26.1,1.5,1.9,12.6,24.2,1.6,1.4,2.9,0.082,0.6,-0.7,-0.2,0.8,
77.0,Jaylen Wells,21.0,MEM,SG,65.0,60.0,1695.0,10.9,0.571,0.572,0.191,4.8,8.7,6.7,8.2,1.0,0.4,9.0,16.2,2.0,1.2,3.2,0.09,-0.8,-1.1,-1.9,0.0,
78.0,RJ Barrett,24.0,TOR,SF,51.0,51.0,1687.0,16.9,0.553,0.309,0.32,3.4,18.4,10.8,27.9,1.2,0.9,13.3,28.6,0.9,1.3,2.2,0.064,1.6,-0.8,0.8,1.2,
79.0,Nickeil Alexander-Walker,26.0,MIN,SG,66.0,10.0,1681.0,11.2,0.583,0.608,0.159,2.5,10.6,6.6,14.0,1.3,1.4,13.1,15.8,1.4,1.7,3.1,0.089,-1.0,0.2,-0.8,0.5,
80.0,Max Christie,21.0,2TM,SG,62.0,34.0,1677.0,10.8,0.581,0.543,0.254,2.2,10.0,6.2,9.6,1.5,1.5,10.9,14.8,1.3,1.4,2.7,0.077,-1.9,-0.3,-2.2,-0.1,
80.0,Max Christie,21.0,LAL,SG,46.0,25.0,1154.0,10.6,0.598,0.566,0.302,2.5,9.2,6.0,7.7,1.5,1.7,10.7,13.9,1.0,1.0,2.1,0.085,-1.8,0.0,-1.9,0.0,
80.0,Max Christie,21.0,DAL,SG,16.0,9.0,523.0,11.3,0.55,0.503,0.172,1.5,11.8,6.7,13.8,1.5,1.0,11.2,16.8,0.3,0.4,0.6,0.059,-1.9,-1.0,-2.9,-0.1,
81.0,Yves Missi,20.0,NOP,C,62.0,56.0,1673.0,14.9,0.57,0.002,0.385,13.3,18.7,15.9,6.8,1.0,4.7,13.1,13.8,2.1,0.9,3.0,0.085,-2.0,-1.3,-3.4,-0.6,
82.0,Desmond Bane,26.0,MEM,SG,53.0,52.0,1672.0,17.8,0.599,0.404,0.21,3.2,17.4,10.4,24.1,1.7,1.3,14.0,23.0,3.0,2.1,5.1,0.146,2.4,0.8,3.2,2.2,
83.0,Keyonte George,21.0,UTA,PG,53.0,32.0,1665.0,13.3,0.539,0.56,0.309,1.4,11.6,6.5,28.3,1.1,0.5,15.2,24.5,1.0,0.3,1.2,0.036,0.2,-2.3,-2.1,0.0,
84.0,Josh Green,24.0,CHO,SG,58.0,57.0,1658.0,7.7,0.552,0.592,0.175,3.2,7.1,5.1,7.9,1.9,0.8,12.8,11.2,0.5,1.1,1.6,0.046,-4.5,0.3,-4.2,-0.9,
85.0,Jalen Wilson,24.0,BRK,PF,63.0,15.0,1657.0,8.8,0.533,0.571,0.266,4.3,10.7,7.4,10.3,1.0,0.2,11.3,16.1,0.5,0.8,1.3,0.038,-3.1,-1.4,-4.5,-1.0,
86.0,Jordan Poole,25.0,WAS,SG,53.0,53.0,1649.0,16.2,0.581,0.575,0.267,1.7,9.2,5.4,25.4,2.2,1.4,15.0,28.8,0.7,0.7,1.4,0.042,1.5,-1.4,0.1,0.9,
87.0,Taurean Prince,30.0,MIL,SF,62.0,55.0,1646.0,9.5,0.608,0.662,0.079,2.0,12.6,7.5,10.0,1.5,0.4,13.8,12.4,1.0,1.7,2.7,0.078,-2.0,0.1,-1.9,0.0,
88.0,Dennis Schröder,31.0,3TM,PG,59.0,41.0,1644.0,13.0,0.537,0.461,0.22,1.2,9.5,5.3,29.5,1.7,0.6,14.2,22.4,1.0,1.3,2.4,0.069,-1.3,-1.0,-2.2,-0.1,
88.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,772.0,16.2,0.588,0.462,0.249,0.6,10.0,5.1,33.5,1.7,0.5,14.1,23.8,1.2,0.5,1.6,0.103,1.1,-1.2,-0.1,0.4,
88.0,Dennis Schröder,31.0,GSW,SG,24.0,18.0,628.0,8.5,0.474,0.458,0.155,1.6,8.0,4.7,23.7,1.9,0.5,15.2,21.1,-0.5,0.6,0.1,0.01,-4.5,-0.7,-5.2,-0.5,
88.0,Dennis Schröder,31.0,DET,PG,12.0,0.0,244.0,14.5,0.526,0.464,0.289,2.3,12.2,7.3,31.8,1.2,1.2,12.1,21.5,0.4,0.2,0.6,0.115,-0.3,-1.0,-1.3,0.0,
89.0,Spencer Dinwiddie,31.0,DAL,PG,64.0,20.0,1633.0,12.4,0.549,0.498,0.357,0.9,9.1,5.0,19.9,1.6,0.7,11.1,17.7,1.7,1.0,2.7,0.079,-1.3,-0.6,-1.8,0.1,
90.0,Fred VanVleet,30.0,HOU,PG,46.0,46.0,1631.0,13.3,0.517,0.598,0.171,1.9,9.9,5.8,22.4,2.2,1.1,10.0,17.9,1.9,2.3,4.2,0.124,-0.2,1.4,1.2,1.3,
91.0,Miles Bridges,26.0,CHO,PF,50.0,50.0,1623.0,18.4,0.551,0.405,0.235,3.7,22.6,12.8,20.9,1.2,2.1,9.9,27.8,1.6,1.7,3.3,0.098,2.8,-0.2,2.5,1.9,
92.0,CJ McCollum,33.0,NOP,PG,49.0,49.0,1615.0,16.0,0.556,0.455,0.176,2.3,10.1,6.1,19.4,1.0,1.4,8.6,26.9,1.5,0.1,1.6,0.046,1.4,-2.7,-1.2,0.3,
93.0,Russell Westbrook,36.0,DEN,PG,58.0,30.0,1608.0,14.9,0.542,0.349,0.278,6.2,13.4,10.0,28.3,2.4,1.7,20.3,22.7,0.5,1.6,2.2,0.064,-0.2,0.0,-0.2,0.7,
94.0,Rui Hachimura,26.0,LAL,PF,50.0,50.0,1605.0,13.7,0.612,0.41,0.196,5.3,12.7,9.1,6.7,1.2,1.4,7.5,16.1,2.3,1.4,3.8,0.113,-0.3,-0.6,-0.8,0.5,
95.0,Jalen Duren,21.0,DET,C,62.0,62.0,1604.0,21.1,0.711,0.0,0.432,15.0,29.0,22.1,14.3,1.4,4.3,18.7,15.9,4.4,2.8,7.2,0.215,1.2,1.6,2.9,2.0,
96.0,Klay Thompson,34.0,DAL,SF,58.0,58.0,1602.0,13.6,0.56,0.637,0.086,2.7,10.9,6.9,10.9,1.4,1.5,9.2,22.1,0.9,1.0,1.9,0.057,1.2,-1.4,-0.2,0.7,
97.0,Amir Coffey,27.0,LAC,SG,62.0,13.0,1594.0,11.1,0.619,0.487,0.261,2.1,8.2,5.1,6.0,1.0,0.4,7.6,15.0,2.2,1.4,3.6,0.108,-1.7,-0.3,-2.1,0.0,
98.0,Guerschon Yabusele,29.0,PHI,C,60.0,33.0,1588.0,14.4,0.62,0.495,0.237,7.7,16.0,11.7,11.2,1.5,1.4,12.9,16.1,2.4,0.9,3.4,0.102,0.0,-1.0,-1.0,0.4,
99.0,Gradey Dick,21.0,TOR,SG,54.0,54.0,1587.0,11.0,0.543,0.504,0.24,3.0,10.4,6.6,9.0,1.5,0.6,10.4,21.2,0.3,0.9,1.2,0.037,-1.8,-1.5,-3.3,-0.5,
100.0,Stephon Castle,20.0,SAS,PG,62.0,29.0,1581.0,12.9,0.516,0.348,0.321,4.2,9.0,6.6,20.6,1.8,0.8,12.7,25.1,-0.2,0.8,0.6,0.018,-2.1,-1.7,-3.7,-0.7,
101.0,Andrew Wiggins,29.0,2TM,SF,51.0,51.0,1571.0,15.9,0.56,0.418,0.314,5.3,11.0,8.0,12.2,1.5,2.5,8.6,23.8,1.7,1.7,3.4,0.104,1.2,-0.5,0.7,1.1,
101.0,Andrew Wiggins,29.0,GSW,SF,43.0,43.0,1296.0,16.4,0.566,0.422,0.304,5.3,11.1,8.1,12.1,1.5,2.4,7.7,23.4,1.8,1.4,3.2,0.118,1.5,-0.5,1.0,1.0,
101.0,Andrew Wiggins,29.0,MIA,SF,8.0,8.0,275.0,13.8,0.533,0.4,0.358,5.2,10.2,7.8,13.1,1.3,2.8,12.6,25.7,-0.1,0.3,0.2,0.038,-0.4,-0.5,-0.9,0.1,
102.0,Franz Wagner,23.0,ORL,SF,46.0,46.0,1547.0,20.8,0.56,0.302,0.279,3.2,16.6,9.5,27.3,2.0,1.2,9.3,31.3,2.1,2.3,4.4,0.138,3.1,0.6,3.7,2.2,
103.0,Scoot Henderson,20.0,POR,PG,58.0,9.0,1544.0,13.2,0.55,0.425,0.31,2.9,9.5,6.1,28.6,2.0,0.8,18.6,22.3,0.7,1.1,1.8,0.055,-1.0,-0.7,-1.7,0.1,
104.0,Kyshawn George,21.0,WAS,SG,57.0,27.0,1537.0,8.1,0.493,0.668,0.168,2.8,13.3,8.0,12.8,1.6,2.7,15.0,15.5,-1.0,0.8,-0.2,-0.006,-4.1,-0.5,-4.7,-1.0,
