Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
96.0,Naz Reid,25.0,MIN,C,65.0,17.0,28.0,5.5,11.9,0.465,2.3,5.9,0.392,3.2,6.0,0.537,0.563,1.5,1.9,0.792,1.2,5.0,6.1,2.2,0.7,1.0,1.3,2.4,14.9,
97.0,Chet Holmgren,22.0,OKC,C,20.0,20.0,26.5,5.2,10.6,0.488,1.2,3.6,0.338,4.0,7.0,0.564,0.545,3.1,4.1,0.756,1.7,6.6,8.3,1.9,0.9,2.8,1.9,2.1,14.6,
98.0,Josh Hart,29.0,NYK,SG,61.0,61.0,37.8,5.6,10.2,0.545,1.1,3.3,0.337,4.5,6.9,0.643,0.599,2.3,2.9,0.795,2.1,7.6,9.7,5.6,1.4,0.4,2.1,2.6,14.5,
99.0,Klay Thompson,34.0,DAL,SF,58.0,58.0,27.6,5.2,12.5,0.416,3.2,7.9,0.399,2.0,4.5,0.445,0.543,1.0,1.1,0.903,0.7,2.8,3.5,2.1,0.8,0.5,1.3,1.2,14.5,
100.0,Deandre Ayton,26.0,POR,C,40.0,40.0,30.2,6.6,11.7,0.566,0.2,0.8,0.188,6.5,10.9,0.594,0.573,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,
101.0,Gradey Dick,21.0,TOR,SG,54.0,54.0,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,
102.0,Jerami Grant,30.0,POR,PF,47.0,47.0,32.4,4.6,12.2,0.373,2.3,6.3,0.365,2.3,5.9,0.381,0.467,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,
103.0,Fred VanVleet,30.0,HOU,PG,46.0,46.0,35.5,5.0,12.9,0.383,2.6,7.7,0.34,2.3,5.2,0.448,0.485,1.8,2.2,0.824,0.7,3.3,3.9,5.8,1.6,0.4,1.5,2.4,14.4,
104.0,Jakob Poeltl,29.0,TOR,C,50.0,49.0,30.2,6.2,10.1,0.614,0.0,0.0,0.0,6.2,10.1,0.616,0.614,1.8,2.7,0.679,3.4,6.4,9.7,2.9,1.2,1.2,1.9,3.3,14.2,
105.0,Payton Pritchard,27.0,BOS,PG,64.0,0.0,28.1,5.0,10.5,0.473,3.3,7.8,0.42,1.7,2.7,0.628,0.629,0.9,1.1,0.857,1.3,2.4,3.8,3.5,0.9,0.2,0.9,1.5,14.2,
106.0,Dyson Daniels,21.0,ATL,SG,60.0,60.0,34.0,5.9,12.2,0.486,1.1,3.1,0.351,4.8,9.1,0.532,0.531,1.2,2.0,0.598,1.6,4.0,5.6,4.2,3.0,0.7,1.9,2.5,14.1,
107.0,Tre Mann,23.0,CHO,PG,13.0,0.0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,
108.0,Amen Thompson,22.0,HOU,SF,60.0,33.0,32.5,5.5,10.0,0.553,0.3,1.3,0.256,5.2,8.7,0.597,0.569,2.6,3.8,0.693,2.8,5.6,8.3,3.6,1.3,1.3,2.1,2.3,14.0,
109.0,P.J. Washington,26.0,DAL,PF,47.0,46.0,32.2,5.0,11.6,0.432,1.6,4.2,0.374,3.4,7.4,0.466,0.5,2.4,3.2,0.74,1.6,6.5,8.1,2.3,1.2,1.1,1.9,2.4,14.0,
110.0,Tobias Harris,32.0,DET,PF,61.0,61.0,32.1,5.3,11.2,0.475,1.2,3.7,0.335,4.1,7.6,0.543,0.53,2.0,2.3,0.872,0.9,5.1,6.1,2.2,0.9,0.8,1.1,1.9,13.9,
111.0,Dillon Brooks,29.0,HOU,SF,61.0,61.0,32.2,5.0,11.9,0.417,2.5,6.3,0.393,2.5,5.7,0.443,0.52,1.4,1.7,0.824,1.2,2.8,3.9,1.6,0.8,0.2,1.0,3.4,13.8,
112.0,Josh Giddey,22.0,CHI,PG,60.0,60.0,29.7,5.1,11.0,0.462,1.5,4.0,0.376,3.6,7.0,0.511,0.53,2.2,2.8,0.789,1.7,6.0,7.7,6.7,1.1,0.6,2.8,1.7,13.8,
113.0,Bobby Portis,29.0,MIL,PF,46.0,7.0,25.2,5.6,12.1,0.463,1.3,3.6,0.364,4.3,8.5,0.505,0.517,1.2,1.5,0.821,1.8,6.5,8.3,2.2,0.7,0.5,1.2,1.9,13.7,
114.0,Stephon Castle,20.0,SAS,PG,62.0,29.0,25.5,4.9,11.5,0.425,1.1,4.0,0.282,3.8,7.5,0.501,0.474,2.6,3.7,0.712,1.0,2.2,3.2,3.5,0.9,0.2,1.9,1.9,13.5,
115.0,Dennis Schröder,31.0,3TM,PG,59.0,41.0,27.9,4.7,11.4,0.416,1.8,5.3,0.352,2.9,6.2,0.471,0.497,2.1,2.5,0.838,0.3,2.3,2.6,5.3,1.0,0.2,2.1,2.5,13.4,
115.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,
115.0,Dennis Schröder,31.0,GSW,SG,24.0,18.0,26.2,3.9,10.5,0.375,1.5,4.8,0.322,2.4,5.7,0.419,0.448,1.2,1.6,0.744,0.4,1.9,2.3,4.4,1.0,0.1,2.0,2.8,10.6,
115.0,Dennis Schröder,31.0,DET,PG,12.0,0.0,20.3,3.3,8.1,0.402,1.2,3.8,0.311,2.1,4.3,0.481,0.474,1.9,2.3,0.821,0.4,2.3,2.7,4.7,0.5,0.3,1.3,2.0,9.6,
116.0,Jarrett Allen,26.0,CLE,C,64.0,64.0,28.5,5.5,7.8,0.703,0.0,0.0,0.0,5.5,7.8,0.707,0.703,2.4,3.2,0.751,2.7,7.6,10.2,2.0,1.0,0.9,1.2,1.5,13.4,
117.0,Rui Hachimura,26.0,LAL,PF,50.0,50.0,32.1,5.1,10.0,0.506,1.7,4.1,0.41,3.4,5.9,0.573,0.59,1.5,2.0,0.765,1.5,3.8,5.2,1.5,0.8,0.5,0.9,1.8,13.3,
118.0,Aaron Gordon,29.0,DEN,PF,38.0,29.0,26.8,4.7,9.1,0.516,1.4,3.1,0.444,3.3,6.0,0.553,0.591,2.3,2.9,0.793,1.6,3.2,4.8,3.0,0.5,0.2,1.2,1.5,13.1,
119.0,D'Angelo Russell,28.0,2TM,PG,50.0,28.0,25.6,4.4,11.0,0.404,2.0,6.1,0.327,2.5,4.9,0.498,0.494,2.1,2.5,0.848,0.3,2.4,2.8,5.1,1.0,0.4,1.9,1.9,13.0,
119.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,26.3,4.4,10.7,0.415,1.9,5.8,0.333,2.5,4.9,0.51,0.505,1.6,1.8,0.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,
119.0,D'Angelo Russell,28.0,BRK,PG,21.0,18.0,24.6,4.4,11.4,0.389,2.0,6.4,0.319,2.4,5.0,0.481,0.479,2.9,3.4,0.847,0.4,2.4,2.8,5.7,1.2,0.8,2.1,2.0,13.8,
120.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,
121.0,Russell Westbrook,36.0,DEN,PG,58.0,30.0,27.7,4.9,10.5,0.462,1.2,3.7,0.338,3.6,6.9,0.528,0.52,1.9,2.9,0.635,1.5,3.6,5.0,6.1,1.4,0.5,3.0,2.5,12.8,
122.0,Santi Aldama,24.0,MEM,PF,53.0,13.0,25.0,5.0,10.2,0.487,1.8,4.8,0.375,3.2,5.4,0.588,0.576,0.9,1.3,0.7,1.6,5.1,6.7,2.8,0.8,0.5,1.0,1.1,12.7,
123.0,Malcolm Brogdon,32.0,WAS,PG,24.0,13.0,23.5,4.3,10.0,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,
124.0,Scoot Henderson,20.0,POR,PG,58.0,9.0,26.6,4.3,10.2,0.427,1.6,4.3,0.359,2.8,5.8,0.478,0.503,2.5,3.2,0.781,0.7,2.3,3.0,5.1,1.1,0.2,2.6,2.8,12.7,
125.0,Onyeka Okongwu,24.0,ATL,C,58.0,24.0,26.5,5.1,8.8,0.579,0.5,1.6,0.298,4.6,7.1,0.643,0.606,2.1,2.8,0.732,3.0,5.4,8.4,2.2,0.9,0.9,1.1,2.4,12.7,
126.0,Jaden McDaniels,24.0,MIN,PF,66.0,66.0,32.6,5.0,10.4,0.478,1.3,3.9,0.332,3.7,6.4,0.567,0.541,1.4,1.6,0.833,1.6,4.3,5.9,2.1,1.5,0.8,1.1,2.9,12.6,
127.0,Khris Middleton,33.0,2TM,SF,30.0,14.0,23.5,4.6,9.2,0.498,1.4,3.7,0.373,3.2,5.5,0.582,0.573,2.0,2.4,0.847,0.3,3.5,3.8,4.4,1.0,0.3,1.7,2.2,12.5,
127.0,Khris Middleton,33.0,MIL,SF,23.0,7.0,23.2,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2.0,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,
127.0,Khris Middleton,33.0,WAS,SF,7.0,7.0,24.4,4.1,9.1,0.453,0.9,3.4,0.25,3.3,5.7,0.575,0.5,3.1,3.7,0.846,0.4,3.7,4.1,4.1,1.7,0.4,1.9,2.1,12.3,
128.0,Keldon Johnson,25.0,SAS,SF,60.0,0.0,23.7,4.7,9.7,0.483,1.2,3.6,0.329,3.5,6.1,0.574,0.544,1.9,2.5,0.755,1.4,3.2,4.5,1.5,0.6,0.2,1.0,1.5,12.5,
129.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,33.0,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,
130.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,
131.0,Daniel Gafford,26.0,DAL,C,51.0,28.0,21.9,5.0,7.1,0.699,0.0,0.0,,5.0,7.1,0.699,0.699,2.4,3.4,0.699,2.7,4.1,6.9,1.4,0.4,1.9,1.2,2.7,12.3,
132.0,Brook Lopez,36.0,MIL,C,62.0,62.0,31.6,4.6,9.5,0.48,1.8,4.9,0.364,2.8,4.6,0.603,0.573,1.4,1.6,0.842,1.3,3.7,5.0,1.7,0.7,1.9,1.0,2.2,12.3,
133.0,Naji Marshall,27.0,DAL,SF,53.0,19.0,26.1,4.8,9.6,0.498,0.9,3.3,0.283,3.9,6.4,0.608,0.546,1.8,2.1,0.856,1.1,3.5,4.6,2.8,1.1,0.1,1.5,1.5,12.3,
134.0,Keegan Murray,24.0,SAC,PF,61.0,61.0,34.6,4.8,10.8,0.444,1.9,5.7,0.336,2.9,5.0,0.565,0.533,0.9,1.1,0.831,2.0,4.7,6.8,1.4,0.8,0.9,0.8,2.6,12.3,
135.0,Quentin Grimes,24.0,2TM,SG,61.0,23.0,25.1,4.4,9.1,0.478,1.9,4.8,0.395,2.5,4.3,0.57,0.582,1.5,2.0,0.756,0.8,3.4,4.1,2.5,0.8,0.3,1.5,1.8,12.1,
135.0,Quentin Grimes,24.0,DAL,SG,47.0,12.0,22.8,3.6,7.8,0.463,1.7,4.3,0.398,1.9,3.5,0.543,0.573,1.3,1.7,0.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,
135.0,Quentin Grimes,24.0,PHI,SG,14.0,11.0,32.8,6.9,13.7,0.505,2.6,6.6,0.387,4.4,7.1,0.616,0.599,2.2,3.0,0.738,1.2,4.1,5.3,3.7,1.4,0.6,2.0,2.1,18.6,
136.0,Daeqwon Plowden,26.0,ATL,SG,2.0,0.0,16.5,4.0,5.0,0.8,3.0,4.0,0.75,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,
137.0,Ty Jerome,27.0,CLE,SG,60.0,2.0,19.6,4.3,8.5,0.504,1.5,3.5,0.438,2.7,5.0,0.55,0.594,1.9,2.1,0.902,0.7,1.9,2.6,3.3,1.2,0.0,1.3,1.5,11.9,
138.0,Jabari Smith Jr.,21.0,HOU,PF,43.0,38.0,30.8,4.1,9.8,0.423,1.7,4.9,0.354,2.4,4.9,0.493,0.512,1.9,2.3,0.816,1.8,4.8,6.6,0.9,0.3,0.9,1.0,2.3,11.9,
139.0,Caris LeVert,30.0,2TM,SG,50.0,3.0,24.9,4.3,9.0,0.472,1.7,4.3,0.388,2.6,4.7,0.549,0.564,1.6,2.3,0.711,0.6,2.4,3.1,3.4,0.9,0.5,1.2,1.5,11.8,
139.0,Caris LeVert,30.0,CLE,SF,38.0,3.0,23.8,3.6,7.8,0.453,1.6,3.9,0.405,2.0,3.9,0.5,0.554,1.5,2.2,0.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,
139.0,Caris LeVert,30.0,ATL,SG,12.0,0.0,28.6,6.5,12.8,0.51,1.9,5.5,0.348,4.6,7.3,0.632,0.585,1.9,2.6,0.742,0.8,3.1,3.8,2.6,0.9,0.6,0.8,2.1,16.8,
140.0,Tari Eason,23.0,HOU,PF,43.0,9.0,24.8,4.6,9.6,0.481,1.1,3.2,0.345,3.5,6.4,0.549,0.539,1.4,1.8,0.759,2.2,4.0,6.2,1.3,1.9,0.9,1.1,2.5,11.8,
141.0,Alex Sarr,19.0,WAS,C,48.0,48.0,27.0,4.5,11.5,0.389,1.5,4.8,0.309,3.0,6.7,0.447,0.454,1.4,2.3,0.63,1.8,4.9,6.7,2.3,0.7,1.5,1.4,2.3,11.8,
142.0,Harrison Barnes,32.0,SAS,PF,63.0,63.0,27.4,4.0,8.0,0.501,1.7,4.1,0.43,2.3,4.0,0.574,0.609,1.9,2.5,0.782,1.4,2.6,3.9,1.7,0.3,0.2,0.6,0.9,11.7,
143.0,Corey Kispert,25.0,WAS,SF,58.0,0.0,26.4,4.2,9.4,0.452,2.0,5.5,0.369,2.2,3.9,0.568,0.56,1.2,1.4,0.84,0.6,2.3,2.9,1.7,0.4,0.2,1.1,1.6,11.7,
144.0,Zaccharie Risacher,19.0,ATL,SF,58.0,56.0,24.4,4.4,10.0,0.438,1.5,4.3,0.345,2.9,5.7,0.508,0.512,1.4,2.0,0.709,1.2,2.4,3.6,1.3,0.8,0.5,1.2,1.9,11.7,
145.0,Donte DiVincenzo,28.0,MIN,SG,47.0,9.0,26.5,3.9,9.5,0.413,2.8,7.2,0.395,1.1,2.3,0.472,0.563,0.9,1.2,0.786,0.5,3.2,3.7,3.7,1.3,0.2,1.6,1.7,11.6,
146.0,Walker Kessler,23.0,UTA,C,49.0,49.0,30.4,5.0,6.9,0.724,0.0,0.1,0.333,5.0,6.8,0.731,0.726,1.5,2.8,0.536,4.7,7.6,12.3,1.6,0.6,2.4,1.5,2.2,11.6,
147.0,Terry Rozier,30.0,MIA,PG,56.0,23.0,27.2,4.2,10.5,0.401,1.5,5.0,0.305,2.7,5.5,0.49,0.474,1.6,1.9,0.857,0.7,3.2,3.9,2.7,0.6,0.3,1.3,1.3,11.6,
148.0,Aaron Wiggins,26.0,OKC,SG,65.0,20.0,22.6,4.6,9.1,0.499,1.7,4.2,0.395,2.9,4.9,0.59,0.591,0.8,1.0,0.828,1.1,2.7,3.8,1.6,0.8,0.3,0.9,1.3,11.6,
149.0,Buddy Hield,32.0,GSW,SG,65.0,22.0,23.3,4.2,10.0,0.416,2.5,6.9,0.367,1.6,3.1,0.525,0.542,0.6,0.8,0.8,0.6,2.6,3.2,1.7,0.9,0.3,1.2,1.7,11.5,
150.0,Jalen Duren,21.0,DET,C,62.0,62.0,25.9,4.7,6.7,0.698,0.0,0.0,,4.7,6.7,0.698,0.698,2.0,2.9,0.687,3.5,6.8,10.3,2.6,0.8,1.2,1.8,3.3,11.3,
151.0,Jonas Valančiūnas,32.0,2TM,C,63.0,17.0,20.2,4.6,8.4,0.548,0.1,0.5,0.25,4.5,7.9,0.568,0.556,1.9,2.2,0.871,2.5,5.8,8.3,2.3,0.5,0.6,1.7,2.2,11.2,
151.0,Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,20.1,4.7,8.6,0.547,0.1,0.6,0.259,4.6,8.1,0.567,0.556,1.9,2.2,0.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2.0,11.5,
151.0,Jonas Valančiūnas,32.0,SAC,C,14.0,5.0,20.7,4.1,7.5,0.552,0.1,0.4,0.2,4.1,7.1,0.57,0.557,1.9,2.4,0.788,2.8,5.7,8.5,2.4,0.9,0.9,1.1,2.9,10.2,
152.0,Duncan Robinson,30.0,MIA,SF,61.0,30.0,24.6,4.0,9.2,0.432,2.5,6.6,0.385,1.4,2.6,0.554,0.571,0.7,0.8,0.894,0.2,2.1,2.4,2.6,0.5,0.1,1.2,1.9,11.2,
153.0,Rudy Gobert,32.0,MIN,C,56.0,56.0,33.1,4.3,6.6,0.658,0.0,0.0,,4.3,6.6,0.658,0.658,2.4,3.6,0.683,3.5,6.9,10.4,1.8,0.7,1.5,1.4,2.4,11.1,
154.0,Isaiah Hartenstein,26.0,OKC,C,44.0,42.0,28.3,4.8,8.5,0.573,0.0,0.3,0.0,4.8,8.1,0.597,0.573,1.4,2.1,0.67,3.0,8.3,11.2,3.9,0.8,1.0,1.7,3.0,11.1,
155.0,Jeremy Sochan,21.0,SAS,PF,43.0,19.0,25.3,4.6,8.3,0.546,0.5,1.5,0.333,4.1,6.9,0.591,0.575,1.5,2.3,0.68,2.3,4.5,6.8,2.5,0.8,0.5,1.6,2.4,11.1,
156.0,Jaylen Wells,21.0,MEM,SG,65.0,60.0,26.1,3.9,8.9,0.437,1.9,5.1,0.367,2.0,3.8,0.53,0.542,1.4,1.7,0.809,1.2,2.2,3.3,1.7,0.6,0.1,1.0,1.9,11.0,
157.0,Jordan Hawkins,22.0,NOP,SG,47.0,7.0,23.3,3.7,10.0,0.374,2.0,5.9,0.335,1.8,4.2,0.429,0.471,1.4,1.7,0.827,0.5,2.3,2.7,1.1,0.6,0.4,1.0,0.8,10.9,
158.0,Grayson Allen,29.0,PHO,SG,53.0,3.0,24.8,3.4,7.6,0.45,2.4,5.6,0.434,1.0,2.0,0.495,0.611,1.5,1.8,0.811,0.5,2.6,3.1,2.2,0.9,0.4,1.1,1.5,10.7,
159.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,
160.0,Jrue Holiday,34.0,BOS,PG,49.0,49.0,30.2,4.0,9.0,0.439,1.7,5.0,0.343,2.2,4.0,0.558,0.534,1.1,1.2,0.9,1.1,3.2,4.3,3.6,1.0,0.4,1.4,1.6,10.7,
161.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,
162.0,Toumani Camara,24.0,POR,PF,64.0,64.0,32.7,3.9,8.7,0.45,1.5,4.2,0.363,2.4,4.5,0.531,0.538,1.2,1.7,0.745,2.3,3.6,5.9,2.1,1.5,0.7,1.5,3.0,10.6,
163.0,Bogdan Bogdanović,32.0,2TM,SG,36.0,3.0,25.6,3.8,9.7,0.388,1.9,6.1,0.312,1.9,3.6,0.515,0.486,1.1,1.3,0.851,0.5,2.3,2.8,2.4,0.8,0.3,1.5,2.5,10.5,
163.0,Bogdan Bogdanović,32.0,ATL,SG,24.0,0.0,24.9,3.5,9.3,0.371,1.8,6.1,0.301,1.6,3.3,0.5,0.469,1.3,1.4,0.882,0.5,2.3,2.8,2.0,0.8,0.3,1.5,2.4,10.0,
163.0,Bogdan Bogdanović,32.0,LAC,SG,12.0,3.0,27.1,4.3,10.3,0.419,2.0,6.0,0.333,2.3,4.3,0.538,0.516,0.8,1.1,0.769,0.4,2.5,2.9,3.2,0.8,0.3,1.3,2.7,11.5,
164.0,Gary Trent Jr.,26.0,MIL,SG,56.0,7.0,25.0,3.7,8.5,0.437,2.3,5.4,0.416,1.4,3.1,0.474,0.57,0.9,1.0,0.842,0.3,2.1,2.4,1.1,1.0,0.1,0.6,1.8,10.5,
165.0,Guerschon Yabusele,29.0,PHI,C,60.0,33.0,26.5,3.8,7.7,0.501,1.5,3.8,0.388,2.4,3.9,0.612,0.597,1.4,1.8,0.743,1.9,3.5,5.4,2.0,0.8,0.4,1.3,2.4,10.5,
166.0,Tim Hardaway Jr.,32.0,DET,SG,61.0,61.0,28.3,3.4,8.5,0.404,2.1,5.8,0.358,1.4,2.8,0.5,0.525,1.5,1.8,0.835,0.3,2.2,2.4,1.7,0.5,0.1,0.7,1.2,10.4,
167.0,Derrick Jones Jr.,27.0,LAC,SF,59.0,51.0,24.8,4.2,8.0,0.522,1.0,2.8,0.367,3.2,5.2,0.606,0.587,1.0,1.4,0.726,1.3,2.2,3.5,0.8,1.1,0.4,0.9,2.1,10.4,
168.0,Aaron Nesmith,25.0,IND,SF,28.0,20.0,23.8,3.7,7.6,0.491,1.5,4.0,0.387,2.2,3.6,0.604,0.592,1.5,1.6,0.911,0.7,3.0,3.7,1.4,0.6,0.4,0.8,2.5,10.4,
169.0,Grant Williams,26.0,CHO,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,
170.0,Spencer Dinwiddie,31.0,DAL,PG,64.0,20.0,25.5,3.3,8.1,0.407,1.3,4.0,0.333,2.0,4.1,0.481,0.49,2.3,2.9,0.811,0.2,2.2,2.4,3.8,0.8,0.2,1.2,1.5,10.3,
171.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,
172.0,Tyus Jones,28.0,PHO,PG,64.0,57.0,28.3,3.8,8.5,0.442,2.0,4.9,0.412,1.8,3.7,0.483,0.56,0.7,0.8,0.885,0.5,1.9,2.4,5.8,0.9,0.1,1.3,0.9,10.3,
173.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,
174.0,Andrew Nembhard,25.0,IND,SG,47.0,47.0,28.9,3.9,8.3,0.468,0.8,2.5,0.305,3.1,5.8,0.539,0.514,1.8,2.2,0.798,0.5,2.7,3.2,5.1,1.4,0.2,1.9,2.4,10.3,
175.0,Nic Claxton,25.0,BRK,C,56.0,48.0,27.0,4.4,8.1,0.548,0.0,0.3,0.067,4.4,7.8,0.565,0.55,1.2,2.3,0.532,2.2,5.2,7.4,2.2,0.9,1.5,1.2,2.1,10.1,
176.0,Amir Coffey,27.0,LAC,SG,62.0,13.0,25.7,3.5,7.4,0.471,1.5,3.6,0.41,2.0,3.8,0.53,0.571,1.7,1.9,0.908,0.5,1.9,2.4,1.1,0.5,0.1,0.7,1.8,10.1,
177.0,Keon Johnson,22.0,BRK,SG,62.0,40.0,23.8,3.6,9.7,0.377,1.5,4.9,0.297,2.2,4.7,0.459,0.453,1.3,1.7,0.779,0.8,2.8,3.6,2.0,1.0,0.4,1.3,2.5,10.1,
178.0,Brandin Podziemski,21.0,GSW,SG,50.0,19.0,25.4,3.8,8.9,0.427,1.4,4.3,0.319,2.5,4.7,0.526,0.503,1.1,1.5,0.757,1.0,3.8,4.9,3.4,1.1,0.2,1.1,1.5,10.1,
179.0,Ochai Agbaji,24.0,TOR,SG,54.0,38.0,27.0,4.0,7.9,0.505,1.5,3.8,0.399,2.5,4.1,0.601,0.6,0.5,0.8,0.667,0.9,2.8,3.7,1.5,0.8,0.5,0.8,1.9,10.0,
180.0,Chris Boucher,32.0,TOR,PF,50.0,0.0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,
181.0,N'Faly Dante,23.0,HOU,C,1.0,0.0,19.0,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,2.0,3.0,0.667,4.0,5.0,9.0,1.0,0.0,2.0,1.0,4.0,10.0,
182.0,Obi Toppin,26.0,IND,PF,60.0,0.0,19.2,3.9,7.2,0.532,1.2,3.5,0.34,2.7,3.8,0.711,0.614,1.2,1.4,0.802,0.7,3.3,4.0,1.6,0.6,0.3,0.8,1.4,10.0,
183.0,Luguentz Dort,25.0,OKC,SF,60.0,60.0,29.0,3.5,8.3,0.424,2.3,5.7,0.398,1.2,2.6,0.481,0.561,0.6,0.7,0.786,1.4,2.8,4.2,1.7,1.1,0.6,0.7,3.0,9.9,
184.0,Brice Sensabaugh,21.0,UTA,SF,54.0,8.0,18.7,3.6,8.0,0.449,1.9,4.8,0.388,1.7,3.2,0.541,0.566,0.9,0.9,0.92,0.6,2.1,2.7,1.4,0.6,0.1,1.4,1.4,9.9,
185.0,Moses Moody,22.0,GSW,SG,57.0,17.0,21.0,3.3,7.5,0.445,1.7,4.4,0.383,1.6,3.0,0.535,0.559,1.4,1.8,0.779,0.6,1.8,2.5,1.1,0.6,0.4,0.7,1.5,9.8,
186.0,Ziaire Williams,23.0,BRK,SF,50.0,32.0,24.2,3.3,8.2,0.401,1.5,4.6,0.325,1.8,3.7,0.497,0.491,1.7,2.1,0.829,1.1,3.6,4.8,1.4,1.0,0.4,1.0,2.4,9.8,
187.0,Georges Niang,31.0,2TM,PF,63.0,2.0,21.8,3.6,7.7,0.467,2.0,5.0,0.401,1.6,2.8,0.586,0.596,0.5,0.7,0.773,0.7,3.2,3.9,1.4,0.3,0.2,0.9,2.6,9.7,
187.0,Georges Niang,31.0,CLE,PF,51.0,1.0,20.6,3.3,6.8,0.477,1.8,4.4,0.4,1.5,2.4,0.618,0.606,0.5,0.6,0.793,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,8.7,
187.0,Georges Niang,31.0,ATL,PF,12.0,1.0,26.8,5.1,11.5,0.442,2.9,7.3,0.402,2.2,4.3,0.51,0.569,0.9,1.3,0.733,0.7,3.9,4.6,2.0,0.4,0.4,0.8,2.8,14.0,
188.0,Jose Alvarado,26.0,NOP,PG,41.0,12.0,23.6,3.4,8.5,0.398,2.0,5.2,0.377,1.4,3.2,0.432,0.514,1.0,1.2,0.833,0.5,1.9,2.4,4.6,1.4,0.3,1.0,1.7,9.7,
189.0,Cole Anthony,24.0,ORL,PG,60.0,22.0,18.8,3.6,8.5,0.424,1.1,3.3,0.349,2.5,5.2,0.471,0.491,1.4,1.7,0.817,0.7,2.4,3.1,2.9,0.7,0.5,1.6,2.4,9.7,
